    0.132446433733648590E+02    0.999188637275588931E+00   -0.257496011963988567E+05
    0.135699810108395411E+02    0.801785164021052044E+00   -0.257493801322515246E+05
    0.132275731586161740E+02    0.108264793825282224E+01   -0.257483258439019410E+05
    0.135550563853395225E+02    0.769464411931604308E+00   -0.257482154934317077E+05
    0.133711856142595664E+02    0.780981228029490770E+00   -0.257480485450860324E+05
    0.132021879065937942E+02    0.151162967180091012E+01   -0.257479919545111698E+05
    0.131872405373887798E+02    0.148338263092536726E+01   -0.257477545747911463E+05
    0.134288982597541704E+02    0.122736302413254639E+01   -0.257473965030944673E+05
    0.135143569419825997E+02    0.698413017269818859E+00   -0.257473235480358962E+05
    0.133250883994350247E+02    0.140744084781357692E+01   -0.257471774553992836E+05
    0.132444154295795098E+02    0.147663357569616505E+01   -0.257470492457834844E+05
    0.132433466524810743E+02    0.147613756197015267E+01   -0.257470264074297738E+05
    0.132422955142665000E+02    0.108749983724175325E+01   -0.257469100526402144E+05
    0.134194414783737948E+02    0.750568417457180836E+00   -0.257468145263604711E+05
    0.133671882607345154E+02    0.820757469171222720E+00   -0.257467546814390189E+05
    0.134799072088739429E+02    0.106286558788887442E+01   -0.257465269728270578E+05
    0.135229348571130732E+02    0.859621417811198829E+00   -0.257465019282664034E+05
    0.134098306947184653E+02    0.770430638839551873E+00   -0.257465003469099756E+05
    0.132376263652108861E+02    0.112063825345236268E+01   -0.257464476013479507E+05
    0.135194617069667053E+02    0.877826037609817256E+00   -0.257464025811230240E+05
    0.135033335119713964E+02    0.738678399999809776E+00   -0.257464000109873341E+05
    0.135135120973683538E+02    0.762672902155634658E+00   -0.257463316004379667E+05
    0.132474130229363283E+02    0.109609127126835482E+01   -0.257462896578594446E+05
    0.134516775625422156E+02    0.113562583085055335E+01   -0.257462718136389376E+05
    0.134044224521854005E+02    0.786950153746326486E+00   -0.257461631434677220E+05
    0.133288440525339311E+02    0.137213863562558491E+01   -0.257461421677084072E+05
    0.132301780984951911E+02    0.143734034563593527E+01   -0.257461380294635128E+05
    0.132170962012766484E+02    0.121705280238930413E+01   -0.257461239564313328E+05
    0.134913449626142778E+02    0.747013933154385135E+00   -0.257460681782756001E+05
    0.134433121109014113E+02    0.754381705739576858E+00   -0.257460437771328579E+05
    0.132049423987867840E+02    0.135000245588727785E+01   -0.257459576509422295E+05
    0.132680714084299112E+02    0.105205111738643975E+01   -0.257458854469484759E+05
    0.132467880568989678E+02    0.111634023854805231E+01   -0.257458677939968366E+05
    0.132608326707892576E+02    0.107823967370228901E+01   -0.257457446548863845E+05
    0.134367430132435075E+02    0.115507173149807363E+01   -0.257457408666087431E+05
    0.134911670830405122E+02    0.766939929877237803E+00   -0.257457359177373837E+05
    0.132137736606254492E+02    0.137887811766712365E+01   -0.257457257175929553E+05
    0.132143393408442869E+02    0.126928700034373554E+01   -0.257457215322458069E+05
    0.134515372369526354E+02    0.111330416402707932E+01   -0.257456827341194621E+05
    0.132903212252264691E+02    0.100435671468465193E+01   -0.257456273202905686E+05
    0.133493050355702962E+02    0.132448433326010040E+01   -0.257455708190128680E+05
    0.134811044081904292E+02    0.768670017964990349E+00   -0.257455688861081144E+05
    0.134084181203860311E+02    0.121178721090949182E+01   -0.257454666139431029E+05
    0.132214589803280962E+02    0.137652319599115724E+01   -0.257454637866584853E+05
    0.133455645940490371E+02    0.132506612487831599E+01   -0.257454183446033276E+05
    0.133056232772639564E+02    0.137531012756457760E+01   -0.257454052958260036E+05
    0.134176701093774948E+02    0.118853222288774329E+01   -0.257453973334301845E+05
    0.132276107314890741E+02    0.138580293079102002E+01   -0.257453966646561057E+05
    0.133425323884529146E+02    0.903023482936677002E+00   -0.257453931005116574E+05
    0.134986708522988135E+02    0.821256319659768863E+00   -0.257453644285180853E+05
    0.134777014477556349E+02    0.100932726513440629E+01   -0.257453091883166380E+05
    0.132192690448034877E+02    0.131717728916048671E+01   -0.257452841337503014E+05
    0.132439021171181182E+02    0.139523452511046120E+01   -0.257452632195414262E+05
    0.134942401508634120E+02    0.817277498657543178E+00   -0.257452455523032186E+05
    0.134748598195684934E+02    0.101643947870010698E+01   -0.257452450059364273E+05
    0.132360687967836537E+02    0.138664235753912246E+01   -0.257452388772344275E+05
    0.133261354510972136E+02    0.939507183686884684E+00   -0.257452340677293396E+05
    0.134391938942431359E+02    0.788481023751721577E+00   -0.257452238642582015E+05
    0.132223994535477765E+02    0.131587134879558865E+01   -0.257451482028724786E+05
    0.132440798077394568E+02    0.138804643087359092E+01   -0.257451472713907897E+05
    0.133830931937606223E+02    0.125204183540384273E+01   -0.257451442691292614E+05
    0.132628163209339327E+02    0.139143019765845088E+01   -0.257451281644692390E+05
    0.134951186824231470E+02    0.883645313192098047E+00   -0.257451151289707304E+05
    0.134919785769724641E+02    0.829557132203298520E+00   -0.257450929790473638E+05
    0.132304132918596800E+02    0.136250695198399918E+01   -0.257450925516988027E+05
    0.133405012603820907E+02    0.919016671826923037E+00   -0.257450357393206832E+05
    0.132281684829158657E+02    0.134593743239373898E+01   -0.257450343665057626E+05
    0.132972222477283424E+02    0.101067010913952515E+01   -0.257450223943323326E+05
    0.133711005911377185E+02    0.126900875872820196E+01   -0.257450030725460747E+05
    0.132500603789710993E+02    0.115167297458392959E+01   -0.257449854836598061E+05
    0.133032331762565228E+02    0.998904706673962139E+00   -0.257449600651633446E+05
    0.132414362087753297E+02    0.119033117533690969E+01   -0.257449448699188397E+05
    0.134118640426648010E+02    0.820929286912955969E+00   -0.257449444177153127E+05
    0.134640356116371223E+02    0.103790510444320372E+01   -0.257449347263524032E+05
    0.133146515926621429E+02    0.975267038251276142E+00   -0.257449084873598331E+05
    0.134507994741295320E+02    0.107978638184296560E+01   -0.257448974286031771E+05
    0.133023669213993401E+02    0.100405874864455669E+01   -0.257448815981016778E+05
    0.133931515636488143E+02    0.122236351171928725E+01   -0.257448760493414593E+05
    0.133373615782418948E+02    0.931098546911813818E+00   -0.257448629192201333E+05
    0.134781464226267609E+02    0.815936891644121309E+00   -0.257448548215332994E+05
    0.133978819673180283E+02    0.839707581933245573E+00   -0.257448430253036422E+05
    0.132598289038746291E+02    0.137307310579717323E+01   -0.257447900892658326E+05
    0.134771204214104952E+02    0.972095622698045725E+00   -0.257447812033056252E+05
    0.133592414669429900E+02    0.128041158290034485E+01   -0.257447636427896941E+05
    0.133773217861376530E+02    0.124683427377511968E+01   -0.257447099153675263E+05
    0.133985610650178355E+02    0.844098660739573514E+00   -0.257447095906293653E+05
    0.134845308514575191E+02    0.910120490413143801E+00   -0.257447085004165019E+05
    0.133738027597766891E+02    0.125245702023488237E+01   -0.257446883976392892E+05
    0.132762732769891088E+02    0.108178330215211194E+01   -0.257446732678917506E+05
    0.134141684062679190E+02    0.116794089867189466E+01   -0.257446688909718978E+05
    0.132990941294915022E+02    0.102129186287663742E+01   -0.257446567592472675E+05
    0.134021538978332977E+02    0.119388611106100595E+01   -0.257446359617699927E+05
    0.134445759457373004E+02    0.108516411765905474E+01   -0.257446329745781331E+05
    0.132801763489950435E+02    0.136184830681411317E+01   -0.257446264128315124E+05
