    0.127823257648800137E+02    0.690711562415243896E+00    0.141892279348502326E+01    0.481287323127794042E+00    0.699723517877654357E-03   -0.124092728810080999E+01    0.343307406104204826E+01   -0.779674829566114003E+00   -0.379649451371502700E+01    0.184316408025208212E+00   -0.194034743838502832E+01   -0.694070530886347381E+01    0.742384171579273389E+01    0.229055694439901636E+01   -0.275969593679640024E+01    0.224853073543356430E+00   -0.129219453316046362E+01   -0.145305492109762417E+06
    0.128792337627712676E+02    0.760031235414859396E+00    0.103535366519927319E+01    0.556644676429022489E+00    0.260846374251437908E-03   -0.139103341122384450E+01    0.362359111685692881E+01   -0.207748482579828186E+01   -0.532353457015314291E+01    0.222483930022555232E+00   -0.167932188718455722E+01   -0.686553670734601518E+01    0.278991430738488866E+01    0.697008110956892857E+00   -0.106778428694685878E+01    0.111048661489142941E+01   -0.962297090961708124E+00   -0.145303217234371055E+06
    0.128134095865659869E+02    0.765150009957393018E+00    0.180700018318067523E+01    0.603105561703420112E+00    0.291463059045905316E-03   -0.207074670966121754E+01    0.742088932404990853E+01   -0.149557971554307945E+01   -0.143191296630886811E+01    0.641182619358578121E+00   -0.123151271593580747E+01   -0.962389809131363982E+01    0.633204471606864860E+01    0.225422707172885950E+01   -0.588460888587287911E+01    0.226023762986989007E+01   -0.183160768302226962E+01   -0.145302665340971958E+06
    0.125982391858412708E+02    0.771256318587831724E+00    0.588370582078436732E+00    0.510935170702174979E+00    0.926315785469158937E-03   -0.271562735846636105E+01    0.989167380236697547E+01    0.438149809839852633E+00   -0.553263547978008052E+01    0.833347717456095816E+00   -0.901084927811072411E+00   -0.877650053307329436E+01    0.428618190609253524E+01   -0.151422693567952305E+01   -0.388135990707604428E+01    0.243253016084600038E+01   -0.631749117236917623E+00   -0.145301979255756043E+06
    0.125017969853077169E+02    0.726322117547476664E+00    0.899528655661663401E+00    0.584216683038550677E+00    0.624224226262596921E-03   -0.153479170768610906E+01    0.410362690632600291E+01   -0.233191061623402884E+01   -0.941035910006515941E+01    0.395325746875257900E+00   -0.221594050639657869E+00   -0.863011354325399438E+01    0.911533664115573572E+01   -0.238695742712038861E+01   -0.568281814220994885E+01    0.200474044781399519E+01   -0.150200150462563542E+01   -0.145300897482996719E+06
    0.125674193011619568E+02    0.733130492941042489E+00    0.166571787816610017E+01    0.526096253462331576E+00    0.705823056697633955E-03   -0.154663054086095286E+01    0.332421743320016638E+01   -0.189574803770052891E+01   -0.978888810434939316E+01    0.284963970251069454E+00   -0.123441393663986698E+01   -0.783140994593675366E+01    0.490216560748229746E+01   -0.129234748202518812E+01   -0.986760533185109701E+01    0.513580496492857419E+00   -0.177439086282679570E+00   -0.145300522653954744E+06
    0.124616695699907254E+02    0.778032634353837849E+00    0.795509794988822017E+00    0.518739977792692430E+00    0.466163742930523377E-03   -0.178521771863237433E+01    0.388240756132248199E+01   -0.154354598892652106E+01   -0.972970616283303613E+00    0.432415151786499918E+00   -0.283335098614080350E+00   -0.426857694022155343E+01    0.108278088904541079E+02   -0.205738094826962481E+01   -0.268078522114174156E+01    0.169343175415968578E+00   -0.550647880672037404E+00   -0.145300345417744422E+06
    0.124493278930921427E+02    0.751353729656017877E+00    0.182011753062842607E+01    0.562986999564556112E+00    0.218990105038463783E-03   -0.165309513276602615E+01    0.886233209157662571E+01   -0.153045802621065841E+01   -0.160960540784483186E+01    0.511973710655887593E+00   -0.214846630910754399E-01   -0.429405244196460600E+01    0.379752539202045014E+01   -0.413939751243201481E+00    0.926408421201958987E+00    0.479217888587949559E+00   -0.320395962786615529E+00   -0.145300071302037628E+06
    0.125135695451859146E+02    0.744115556779530340E+00    0.131029287829167362E+01    0.502931048229041888E+00    0.679482659945277595E-03   -0.169180239577966596E+01    0.126986898199723015E+02   -0.284304597389607938E+01   -0.691531459514312186E+01    0.568203903855651782E+00   -0.123293760112655981E+01   -0.958615681334303460E+01    0.546460561265671707E+01    0.203784521636776628E+01   -0.361664261766418260E+01    0.262087465774371919E+01   -0.146918483709353875E+01   -0.145299957524415076E+06
    0.130293026754839243E+02    0.721681379169752169E+00    0.996210472296710225E+00    0.565612402426630356E+00    0.543256128809307669E-05   -0.171180049011631397E+01    0.472308670899608440E+01   -0.947549419354959177E+00   -0.329201173289785309E+01    0.442345367570633807E+00   -0.181413803371997440E+01   -0.547458964903139922E+01    0.387160474539383692E+01    0.140242655045872056E+01   -0.184488175753691941E+01    0.899882860958384434E+00   -0.364393897646742904E+00   -0.145299941635545925E+06
    0.128648654508426148E+02    0.749946795381144282E+00    0.138726036656845975E+01    0.523495532931685048E+00    0.601166540665591599E-03   -0.204809009775293838E+01    0.782670094326297061E+01   -0.167875326878579845E+01   -0.560260449774319014E+01    0.665232033327387895E+00   -0.890206384142352425E+00   -0.984536712501335387E+01    0.130254343194183377E+02    0.162659834625880517E+01   -0.395454898061865645E+01    0.251829188142876026E+01   -0.813191811255602248E+00   -0.145299543301643222E+06
    0.128519786041865096E+02    0.758145540903747528E+00    0.569586299211577329E+00    0.499204941561728233E+00    0.717605732830214546E-03   -0.185209913381750546E+01    0.379566431153045425E+01   -0.167526466832220855E+01   -0.796020234963269324E+01    0.418108374568216035E+00    0.281158077112930727E-03   -0.607204566264632817E+01    0.326112461045824276E+01   -0.116161114799040810E+01   -0.169611563807472621E+01    0.884231097549677325E+00   -0.472012869385583622E+00   -0.145299486808561924E+06
    0.125736232993448773E+02    0.758822800374221895E+00    0.189591694909394159E+01    0.553773952275708914E+00    0.561975079452165156E-03   -0.190578190241824963E+01    0.625237462922086173E+01   -0.143319206320365766E+01   -0.371419735823377106E+01    0.594905037638985501E+00   -0.972322871883488649E-01   -0.917624247766698531E+01    0.100194210813222444E+02    0.173694739926474373E+01    0.422239064147580834E+00    0.222191119548008942E+01   -0.313255110825690242E+00   -0.145299458481919573E+06
