    0.135136289889273780E+02    0.144234179543876323E+00    0.157575331228313975E+01    0.929100539644756029E+00    0.321394560648663105E-01    0.221672381540675289E-03   -0.829706609519650939E+01    0.518950259542457637E+01    0.775797127745942561E+00   -0.136825189653795487E+01    0.237892775019262714E+01   -0.117874423592864730E+01   -0.706163780529170282E+01    0.387128894515839050E+01    0.109409632027399439E+01   -0.142649312893431768E+01    0.127314350542402432E+01   -0.120208854822396694E+01   -0.631448515469668958E+01    0.669995496143150149E+01   -0.168554643496340750E+01   -0.965308445190543485E+00    0.117817936072036789E+01   -0.169116343319301210E+01   -0.269384504184886573E+05
    0.132600654414201724E+02    0.968337289608897922E-01    0.751961898170302345E+00    0.846540382418038861E+00    0.153548525752739445E+00    0.198642979089978675E-03   -0.602417284413499132E+01    0.132813264858789672E+02   -0.841776395692158896E+00   -0.321493133653249830E+00    0.239020795486825577E+01   -0.102911206599604332E+01   -0.338274066007227958E+01    0.115422231538028690E+02   -0.187616916599363370E+01   -0.556544813589247234E+00    0.142287924136782684E+01    0.447483031772777373E-01   -0.540181422399842592E+01    0.141982486442418541E+02    0.136164845590896633E+01   -0.146467976099090613E+01    0.790979429365645137E+00   -0.143719149870855034E+01   -0.269373589294629674E+05
    0.134329976420736372E+02    0.795671125080193442E-01    0.170632649667533387E+00    0.857508159180751628E+00    0.338066320765271905E-01    0.279678439468142596E-03   -0.891225798216903087E+01    0.122901116621725883E+02   -0.282204570406212607E+00    0.620571418107574990E+00    0.222304966074470922E+01   -0.114196287906840666E+01   -0.809153488157214440E+01    0.522629241609354445E+01   -0.445852857333045804E+00   -0.127024002942210146E+01    0.262880832305698231E+01    0.557647368531615228E-01   -0.706401558234283655E+01    0.647589074190450553E+01    0.565852864437680569E+00    0.518956469764452644E+00    0.144431784064054636E+01   -0.345064890776863642E+00   -0.269368271371200171E+05
    0.130527653842552063E+02    0.347698166120260777E-01    0.595541353635186121E+00    0.933636022122222298E+00    0.377402061544989564E+00    0.644428339669218103E-04   -0.506570102131919775E+01    0.123894498453611490E+02   -0.115196047569711002E+01   -0.189691964431439564E+01    0.972924740598199556E+00   -0.180446736709614175E+01   -0.935013395182225260E+01    0.132596616241977756E+02   -0.119818819099566398E+01   -0.944065242367876145E+00    0.230138433532770348E+01   -0.192247483044471634E+01   -0.514553024684494709E+01    0.107424531952163349E+02   -0.763677198078793307E+00    0.387377693381708577E+00    0.978142927709258148E+00   -0.932789508227019670E+00   -0.269366032292835444E+05
    0.135312852569300581E+02    0.143273108452520614E+00    0.172748313391037578E+01    0.922860574087108310E+00    0.508743753745241126E-01    0.223493978481758464E-03   -0.490939880035544185E+01    0.734288882266801490E+01    0.137932297829698047E+01    0.865142477215698369E+00    0.142697803193516726E+01   -0.132888383173898728E+00   -0.983361008707844952E+01    0.117260973954205880E+02   -0.364380946131549699E+00   -0.448501270307343880E+00    0.241819073802577655E+01   -0.185213815528699666E+01   -0.622247044906848146E+01    0.896516333221179984E+01   -0.109801765421652009E+01   -0.103269376432824189E+01    0.132255239772352606E+01   -0.197163021566992902E+01   -0.269361189793193917E+05
    0.132228808461732346E+02    0.913194910327781439E-01    0.328804703503729895E-01    0.952476570447323811E+00    0.298861076506155343E+00    0.222082629688074841E-03   -0.758817169686717197E+01    0.924591586969010848E+01    0.630050769854912929E+00    0.200542578190259890E+00    0.313495588227035604E+01   -0.907214038330580008E+00   -0.640724926544352602E+01    0.876790811365384037E+01   -0.135993851391081666E+00    0.661826930682804404E+00    0.115667310925370392E+01   -0.556798089955585995E+00   -0.593293619054440668E+01    0.141450001708890092E+02   -0.665280433879853916E+00   -0.158169454374182195E+01    0.116641247720901031E+01   -0.343653305934822795E+00   -0.269359061994816657E+05
    0.133449215725358101E+02    0.126481945973659110E+00    0.174038723881736890E+01    0.846728193737580792E+00    0.129405138032371053E+00    0.306702478762229573E-03   -0.659169404168582052E+01    0.130430147460901154E+02   -0.930302894596163554E+00   -0.169004983061606717E+01    0.187262791830800546E+01   -0.182076257876953695E+00   -0.908483769655484075E+01    0.124533740293544177E+02   -0.116668823179895798E+01   -0.154131531321741999E+01    0.194076718127245984E+01   -0.100563549862349566E+01   -0.583695766264794802E+01    0.868968445042291293E+01   -0.962145597655146290E+00   -0.147960098632941373E+01    0.106731703301674141E+01   -0.371289191841221111E+00   -0.269352909266438182E+05
    0.135415887252437184E+02    0.435169323791311513E-01    0.712501177425524657E+00    0.102272382910127790E+01    0.169033311373643956E-03    0.244094325114163711E-03   -0.743289564823177429E+01    0.128654856701236469E+02   -0.144478276915666082E+01   -0.252798051407106206E+00    0.216731536039453943E+01    0.215970290552241817E+00   -0.739291684813725958E+01    0.808661309894693758E+01    0.363251797686385824E+00   -0.145595788754797728E+01    0.243823674457958095E+01   -0.914626755673092706E+00   -0.584179082582817433E+01    0.543690003430941182E+01   -0.159880724824312992E+01    0.594393327989079845E+00    0.106655850017638754E+01    0.438155220618938746E+00   -0.269351028470832171E+05
    0.135837568749967286E+02    0.505797486211185948E-01    0.120148482244078458E+01    0.927663014158030652E+00    0.737567667790194476E-01    0.202187454174555001E-03   -0.793321448862941914E+01    0.879842061026553424E+01    0.146486772697880241E+01   -0.116775183828808760E+01    0.128520075320525606E+01   -0.160036001962857455E+01   -0.805116710705983962E+01    0.923923650776920802E+01   -0.234042045034221413E+01    0.398547306512933686E+00    0.308713498084128357E+01   -0.126630277069784158E+01   -0.567993897518050694E+01    0.116521906441809477E+02   -0.106472148383110654E+01   -0.778672984798137957E+00    0.117007378102152426E+01   -0.114648881203182729E+01   -0.269349787306696053E+05
    0.134263551661977072E+02    0.130021841065312699E+00    0.135951523746056322E-01    0.847197551517970826E+00    0.207178550418785828E+00    0.116097067031954582E-03   -0.933491160494237704E+01    0.767806437295659716E+01   -0.136967924638492544E+01   -0.494665542185849239E+00    0.139890021632369033E+01   -0.779609953543807244E+00   -0.855123322218065773E+01    0.837544823401939098E+01    0.124809934744467999E+01    0.742156669246040179E+00    0.212414424890039211E+01   -0.152550302349647393E+01   -0.542017220932011945E+01    0.513586659231485942E+01   -0.274066059101547888E+01    0.493420035185063943E+00    0.974804645393469116E+00   -0.175017770058706557E+00   -0.269349303503713563E+05
