    0.134711296512918715E+02    0.669608562473000823E-01    0.982431522199231688E+00    0.867237104493316702E+00    0.188779624787614120E+00    0.878146691640328022E-04   -0.986209726978977130E+01    0.721580407962885495E+01   -0.143420547254823916E+01   -0.996561393766185866E+01    0.262212024436378854E+01   -0.172088530137141871E+01   -0.589424942352087378E+01    0.784545684590016634E+01    0.139251387704585117E+01   -0.565412556762010876E+01    0.153771768350438798E+01    0.318957222366209603E+00   -0.763853728583754243E+01    0.859809232995564443E+01    0.856044437900675081E+00   -0.698007862797240453E+01    0.166694876575703588E+01   -0.138286759765318834E+01   -0.266686857735382255E+05
    0.135591777788439529E+02    0.167137868261611144E+00    0.510077719919441175E+00    0.907763168597074177E+00    0.462866222617140839E-02    0.127519537262567046E-03   -0.668603224731063861E+01    0.663471615348829591E+01   -0.118376449935656902E+01   -0.783883510504732683E+01    0.249175065241236737E+01   -0.117657724780354944E+01   -0.654007037323783535E+01    0.854843142914026366E+01   -0.225735946000731325E+00   -0.572695492634647252E-01    0.106129470632855294E+01   -0.545868067549217351E+00   -0.613780051682228933E+01    0.103386444082320779E+02   -0.102683413194621043E+00   -0.753512393481314025E+01    0.117414612547111430E+01   -0.107824599886627359E+01   -0.266680525854120278E+05
    0.134608994493814027E+02    0.155029168110052851E+00    0.170794681712118396E+00    0.843154269393230016E+00    0.983455030346364473E-01    0.100300091157853982E-03   -0.241992177597833358E+01    0.148014968135928875E+02    0.142612730437800295E+01   -0.200624823481527681E+01    0.545078609914354417E+00   -0.116168235398945496E+01   -0.855179552089950334E+01    0.486659972405664476E+01    0.546340899926723633E+00   -0.583955138835059273E+01    0.158214591312999309E+01   -0.147699130979636939E+01   -0.683927062092302585E+01    0.433451368238825729E+01    0.921062344109424114E+00   -0.901533055489975688E+01    0.122528753121130474E+01   -0.635800256191891178E+00   -0.266680506727618740E+05
    0.134595123166690485E+02    0.607087431953054618E-01    0.475563339799093043E+00    0.900473204076440270E+00    0.342117580154275736E+00    0.966327337103664081E-04   -0.885651959348957085E+01    0.106531008100646716E+02    0.545502585759872094E+00   -0.477233162117474397E+01    0.231954646465169034E+01   -0.115584215961604686E+01   -0.718298004551756364E+01    0.112439312531646465E+02    0.142677225112995298E+01   -0.406568801159701909E+01    0.222449716491328697E+01   -0.149006219590346278E+01   -0.644118479058494664E+01    0.439375606105370942E+01   -0.651933586059809222E+00   -0.312495724599262736E+01    0.112371226566084759E+01    0.727070889490168959E-01   -0.266677952622366938E+05
    0.134215500133825572E+02    0.336509638659872601E-01    0.804471702234843211E+00    0.874760724433917392E+00    0.263278365751289600E+00    0.512174723169467105E-04   -0.783503105028438807E+01    0.795310165659448032E+01   -0.247087721938975946E+01   -0.825543602727673154E+01    0.107398015597743179E+01   -0.383054763848147406E+00   -0.516631204726122473E+01    0.133703854241634161E+02   -0.225530582962361104E+01   -0.378901669822209719E+01    0.113716329129558846E+01    0.272013666948546451E+00   -0.695857488914622913E+01    0.109965351913950613E+02    0.119811149987277865E+01   -0.706428636947394128E+01    0.153777054760839160E+01   -0.288281281822162505E+00   -0.266677068477758585E+05
    0.131935043911147165E+02    0.348477422635905670E-01    0.742468265702432434E-01    0.965157740869788894E+00    0.332301272800158642E+00    0.105433727036103065E-03   -0.878485801928403198E+01    0.667684621109301180E+01    0.678085243974956065E+00   -0.635259152605298816E+01    0.206078296577339692E+01   -0.167475289763179269E-01   -0.802437301839848871E+01    0.120047348509632315E+02   -0.221064681403450614E+01   -0.779416149184200346E+01    0.874293694301696789E+00   -0.361506957337433432E+00   -0.638899111598987268E+01    0.142517221790924467E+02   -0.214281684325503363E+01   -0.740086810250094196E+01    0.135458323626934019E+01   -0.165225270401627644E+01   -0.266673360977039956E+05
    0.134572189737875867E+02    0.629249444504975247E-01    0.109390360595909297E+01    0.960593092226849410E+00    0.307213803291759624E+00    0.262735302286776019E-04   -0.922519188643905252E+01    0.447885292907877108E+01   -0.143805818289137233E+01   -0.632057735310141133E+01    0.210118969894541596E+01    0.151076022452410808E+00   -0.743096761733031386E+01    0.121822088399900572E+02   -0.111132433212579151E+01   -0.947373402624888072E+01    0.276185992417140724E+01   -0.508981659406469777E+00   -0.628668829855964439E+01    0.843030447034704800E+01    0.316972378274975597E+00   -0.792198121751776085E+01    0.117651370158319546E+01   -0.990987222363996167E+00   -0.266662861886400897E+05
    0.135542474913667821E+02    0.516556306366661999E-01    0.131385574885989476E+01    0.878661166187642784E+00    0.269479057781788045E+00    0.794501822552169201E-04   -0.465446072510443365E+01    0.600528466585486242E+01    0.256842534196648042E+00   -0.103743897395030160E+01    0.126982082091015958E+01   -0.108466992014950314E+01   -0.911043133822841256E+01    0.132223126369581614E+02    0.492025306539685126E-01   -0.272571322813567996E+01    0.168714067288532399E+01   -0.199888409376551834E-01   -0.675324853276871551E+01    0.459976423616911845E+01   -0.107951272862526260E+00    0.535130523059811125E+00    0.124760003557614452E+01   -0.143907674524572693E+01   -0.266661596361262782E+05
    0.134906961849179758E+02    0.248255656411651739E-01    0.137149070971466269E+01    0.950577891268064468E+00    0.171372130856460803E+00    0.927018316614138682E-04   -0.819430392466452950E+01    0.600546613801320905E+01    0.258863808860998823E+01    0.560452053987903653E+00    0.145302637329280659E+01   -0.159591731993489439E+01   -0.306877834354403234E+01    0.789699171352453799E+01   -0.290131222559071489E+01   -0.338649237762463073E+01    0.128225747839014526E+01   -0.294014743899190911E+00   -0.784869617333388092E+01    0.120699141610119014E+02   -0.272333199850817786E+01   -0.615022577440835061E+01    0.182894967178015944E+01    0.472391427318991308E+00   -0.266661179470463067E+05
    0.135010992215859122E+02    0.265932335934048990E-01    0.137860961587233022E+01    0.923172732436929877E+00    0.145270399346637158E+00    0.103530942005752448E-03   -0.747464193356907813E+01    0.839213899879916170E+01   -0.921470538299840491E+00   -0.929720809996609354E+01    0.164353317564241386E+01   -0.383793060246171658E+00   -0.538389785017943368E+01    0.135226975660617015E+02   -0.735568562115684443E+00   -0.592959794774899596E+01    0.194663756449927128E+01   -0.529915928619677956E+00   -0.750672717853561000E+01    0.767752059256558983E+01    0.239577689668311056E+00   -0.218500142950962672E+01    0.160450386467599593E+01   -0.119926662086922220E+01   -0.266659980539727148E+05
