   -0.788446704571334323E+01    0.771889124226061352E+01    0.287984877164010289E+01   -0.645155088695729084E+01    0.999626776588158128E+00   -0.129945102558721759E+01   -0.646661603937043583E+04
   -0.827937376773266642E+01    0.469713762138921354E+01    0.257063792738592056E+01   -0.328042414983645347E+01    0.127219020264363003E+01   -0.162772863614380681E+01   -0.646652698641750248E+04
   -0.827397695624300589E+01    0.488868558583159363E+01    0.266895926447321141E+01   -0.446774270541410878E+01    0.110036500634653933E+01   -0.193246793659045246E+01   -0.646466026631226123E+04
   -0.786665424221925136E+01    0.307927327125054839E+01    0.290461527959395571E+01   -0.757936373944788322E+01    0.999263009906006250E+00   -0.121848403345742518E+01   -0.646464601830377160E+04
   -0.904647618939052478E+01    0.136344482861231917E+02    0.275599456933919829E+01   -0.367078764452034978E+01    0.144808307434565342E+01   -0.146148017809105224E+01   -0.646437237171892684E+04
   -0.797591280812693793E+01    0.146209334679721898E+02    0.264947322146169562E+01   -0.164786626846504269E+01    0.100479527147033521E+01   -0.189547535865779437E+01   -0.646388379342177996E+04
   -0.770637375873880437E+01    0.141578441558983243E+02    0.255795461294814874E+01   -0.281138573908557099E+01    0.101354192714210511E+01   -0.180157704086901060E+01   -0.646383508042847825E+04
   -0.757467624639081283E+01    0.878550573394089085E+01    0.269714207680471052E+01   -0.960944159027665101E+01    0.865521801759914666E+00   -0.176798034989615527E+01   -0.646383194927134355E+04
   -0.841466909357483317E+01    0.130220807926316908E+02    0.263220826489417270E+01   -0.773123075776025459E+00    0.128390401335718152E+01   -0.151742577882728780E+01   -0.646379817362648009E+04
   -0.713451578976907541E+01    0.577853508872221688E+01    0.280557428872177361E+01   -0.796702041075896084E+01    0.673900892167347720E+00   -0.159567478341958413E+01   -0.646378393798238176E+04
   -0.841934304013478041E+01    0.263977458461522563E+01    0.268372308268775228E+01   -0.561024157558843584E+01    0.116206956394164695E+01   -0.187202221002255587E+01   -0.646329085223689071E+04
   -0.716956743805538643E+01    0.782241933740901718E+01    0.250101382478733569E+01   -0.480157010273172347E+01    0.837083170020609613E+00   -0.188769053754495442E+01   -0.646314861065436799E+04
   -0.865239024241719967E+01    0.141152143396270091E+02    0.266829608519873407E+01   -0.862114016710374997E+01    0.127553438281489351E+01   -0.189551883285792422E+01   -0.646291522310352047E+04
   -0.732914489405830327E+01    0.310258132163131517E+01    0.287003298420333230E+01   -0.753893451887903510E+01    0.733237842892933145E+00   -0.149396538390709566E+01   -0.646289861521032071E+04
   -0.995241191462701025E+01    0.411746148006238677E+01    0.271837491168634049E+01   -0.522711853007664651E+01    0.174220000502388261E+01   -0.174137957952735434E+01   -0.646284673858474162E+04
   -0.676492927172956460E+01    0.244662300823219692E+01    0.288732828435764155E+01   -0.462508975551977208E+01    0.502962421126256554E+00   -0.155965987765501191E+01   -0.646283563398805654E+04
   -0.995317919917785332E+01    0.530289476937598003E+01    0.288551136512107576E+01   -0.252140608999681870E+01    0.171766712575515479E+01   -0.121343728878383983E+01   -0.646283135091497115E+04
   -0.702449254024683700E+01    0.612735111145712086E+01    0.281106627455548264E+01   -0.170636818769766130E+01    0.662297146012759241E+00   -0.143021346873150756E+01   -0.646276567659411648E+04
   -0.620791756045792731E+01    0.110099015616440781E+02    0.270760575532683845E+01   -0.656869915309153818E+01    0.511551439730696056E+00   -0.121207750814880555E+01   -0.646275500602572993E+04
   -0.958239374740137251E+01    0.140756400781784343E+02    0.265297796385875806E+01   -0.469323652589837081E+01    0.165800373479176399E+01   -0.179727867792081852E+01   -0.646273963574346635E+04
