    0.924490690231323242E+00    0.873319029808044434E+00    0.208694308996200562E+01    0.211862632036209098E+01   -0.519673341512679965E+00   -0.127324170172214579E+01    0.314566391706466675E+01    0.108423411846160889E+00   -0.111379048905194797E+15   -0.529831319988485294E+01    1
    0.161911952495574951E+01    0.315894842147827148E+00    0.193059444427490234E-01    0.736128569841384817E+01    0.276260769367218106E+00   -0.654207472503185272E+01    0.192434221506118774E+01   -0.159234595298767090E+01   -0.111379048905194797E+15   -0.530331319988484751E+01    1
    0.620325565338134766E+00    0.774852156639099121E+00   -0.111374855041503906E+00    0.858801629543304301E+01   -0.189696853160858159E+01   -0.259461954534053874E+01    0.336347895860671997E+01    0.439178228378295898E+00   -0.111379048905194797E+15   -0.530831319988485095E+01    1
    0.109502398967742920E+01    0.995187640190124512E+00    0.259314835071563721E+01    0.116253384411334970E+02   -0.120102542042732252E+01   -0.379757026135921549E+01    0.638045430183410645E+00   -0.689195662736892700E+00   -0.111379048905194797E+15   -0.531331319988484285E+01    1
    0.159059798717498779E+01    0.178894972801208496E+01    0.352254897356033325E+01    0.594244648218154836E+01    0.441092556715011685E+00   -0.177889779806137227E+01    0.335729056596755981E+01   -0.158165794610977173E+01   -0.111379048905194797E+15   -0.531831319988483830E+01    1
    0.123488795757293701E+01    0.203655958175659180E+00   -0.193655282258987427E+01    0.131061534583568573E+02   -0.184647893905639671E+01   -0.528796181082725525E+00    0.199580413103103638E+01   -0.156846344470977783E-01   -0.111379048905194797E+15   -0.532331319988484530E+01    1
    0.189190804958343506E+01    0.716344237327575684E+00    0.166516661643981934E+01    0.693536377549171412E+01   -0.553239643573761875E-01   -0.824859690666198730E+01    0.121403694152832031E+01   -0.735361695289611816E+00   -0.111379048905194797E+15   -0.532831319988484609E+01    1
    0.247748732566833496E+00    0.160332489013671875E+01   -0.738992989063262939E+00    0.897770153284072947E+01    0.194006924033164996E+01   -0.652323278784752603E+00    0.157206088304519653E+01    0.402298003435134888E+00   -0.111379048905194797E+15   -0.533331319988484154E+01    1
    0.335853099822998047E-01    0.735536813735961914E+00    0.318456649780273438E+01    0.106567083567380898E+02    0.158713020682334882E+01   -0.257492454946041160E+01    0.142206496000289917E+01   -0.361336290836334229E+00   -0.111379048905194797E+15   -0.533831319988483788E+01    1
    0.770719051361083984E+00    0.149573016166687012E+01   -0.192399919033050537E+00    0.126871668785810456E+02    0.189635557532310539E+01   -0.364460185170173645E+00    0.275331807136535645E+01   -0.874763548374176025E+00   -0.111379048905194797E+15   -0.534331319988483511E+01    1
    0.161189043521881104E+01    0.189003431797027588E+01   -0.878934830427169800E+01    0.439482600986957550E+01    0.136230290532112086E+01   -0.118122424781322621E+01    0.236048674583435059E+01    0.632039010524749756E-01   -0.111379048905194797E+15   -0.534831319988484299E+01    1
    0.174835884571075439E+01    0.702140927314758301E+00    0.116243839263916016E+01    0.816543970108032191E+01   -0.582692492008209051E+00   -0.555835419297218358E+01    0.190615487098693848E+01   -0.182978045940399170E+01   -0.111379048905194797E+15   -0.535331319988485443E+01    1
    0.115968704223632812E+01    0.129669427871704102E+00    0.347329199314117432E+01    0.985714781284332275E+01    0.164185633659362828E+01   -0.682421520054340380E+01    0.291045653820037842E+01   -0.624182045459747314E+00   -0.111379048905194797E+15   -0.535831319988483568E+01    1
    0.174644052982330322E+01    0.169262218475341797E+01    0.194940567016601562E+01    0.115261850327253335E+02   -0.228569324016571063E+01   -0.861283619701862335E+01    0.177197396755218506E+01   -0.976575285196304321E+00   -0.111379048905194797E+15   -0.536331319988484623E+01    1
    0.310582518577575684E+00    0.833114266395568848E+00    0.190284162759780884E+01    0.119037177890539176E+02   -0.657049751281738370E+00    0.822944563627242331E+00    0.559297919273376465E+00   -0.134632360935211182E+01   -0.111379048905194797E+15   -0.536831319988485056E+01    1
