Nested Sampling Global Log-Evidence           :   -0.258868348150944621E+05  +/-    0.208823524833301022E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.258868348150944621E+05 +/-    0.208823524833301022E+00
Local Log-Evidence   -0.258868348150944621E+05 +/-    0.208823524833301022E+00

Dim No.       Mean        Sigma
   1    0.112622778228963427E+01    0.172135009377298695E-02
   2   -0.127668707410958482E+00    0.747237904171407230E+00
   3    0.980579997702933248E+01    0.292973894435206006E+01
   4   -0.104219474435980808E+01    0.178507134609020701E+01
   5   -0.419593950183783715E+01    0.313399546982805388E+01
   6    0.791794781464735253E+00    0.213981780023601076E+00
   7   -0.650722802056652005E+00    0.630555486971337453E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.112582099850080208E+01
   2   -0.479991861703670253E+00
   3    0.135266410623151465E+02
   4    0.816872233074334986E+00
   5   -0.271326137871650364E+01
   6    0.886794537860412957E+00
   7   -0.111462978412774927E+01

MAP Parameters
Dim No.        Parameter
   1    0.112582099850080208E+01
   2   -0.479991861703670253E+00
   3    0.135266410623151465E+02
   4    0.816872233074334986E+00
   5   -0.271326137871650364E+01
   6    0.886794537860412957E+00
   7   -0.111462978412774927E+01
