Nested Sampling Global Log-Evidence           :   -0.275982128606072292E+05  +/-    0.272057364374739041E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.275982128606072292E+05 +/-    0.272057364374739041E+00
Local Log-Evidence   -0.275982128606072292E+05 +/-    0.272057364374739041E+00

Dim No.       Mean        Sigma
   1    0.126183817297018877E+02    0.889885562052503826E-01
   2    0.374547429360352069E-01    0.385283172002587118E-01
   3    0.813787007899482329E+00    0.530267415537856168E+00
   4    0.816171475744295050E+00    0.422047869641687182E-01
   5    0.150365417580897304E-01    0.135633604560750510E-01
   6    0.441824192230414858E-03    0.302645269902707578E-04
   7   -0.151858565534572887E+01    0.807311628987558594E+00
   8    0.103324652270484414E+02    0.277803742543184740E+01
   9   -0.864673386792605747E+00    0.126299425565007528E+01
  10   -0.102372554449723596E+01    0.109012521187672751E+01
  11    0.672344409788343200E+00    0.176368066366365955E+00
  12   -0.716886354092043709E+00    0.705829186711886103E+00
  13   -0.262354875157198553E+01    0.265038432843744509E+00
  14    0.976698289691235466E+01    0.294123193162118657E+01
  15   -0.146566709216200453E+01    0.916947745086755583E+00
  16   -0.988751721649697934E+00    0.108723319646064320E+01
  17    0.126564508692185895E+01    0.831212744073300674E-01
  18   -0.754553615331152949E+00    0.710197581970889780E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.126597264478023490E+02
   2    0.897049329177587338E-03
   3    0.965956343733394701E-01
   4    0.845447410288237222E+00
   5    0.402922271500839261E-02
   6    0.444039842148793648E-03
   7   -0.107753511948765812E+01
   8    0.132929386698182128E+02
   9   -0.289002296961804239E+01
  10    0.808033603451964400E+00
  11    0.606161347896653324E+00
  12    0.183477476412906793E+00
  13   -0.275763768021480615E+01
  14    0.147361593683552208E+02
  15   -0.579182361114389810E+00
  16    0.902697574086013255E-01
  17    0.132990186202027005E+01
  18   -0.240026127113543319E+00

MAP Parameters
Dim No.        Parameter
   1    0.126597264478023490E+02
   2    0.897049329177587338E-03
   3    0.965956343733394701E-01
   4    0.845447410288237222E+00
   5    0.402922271500839261E-02
   6    0.444039842148793648E-03
   7   -0.107753511948765812E+01
   8    0.132929386698182128E+02
   9   -0.289002296961804239E+01
  10    0.808033603451964400E+00
  11    0.606161347896653324E+00
  12    0.183477476412906793E+00
  13   -0.275763768021480615E+01
  14    0.147361593683552208E+02
  15   -0.579182361114389810E+00
  16    0.902697574086013255E-01
  17    0.132990186202027005E+01
  18   -0.240026127113543319E+00
