   -0.140408533811569214E+01    0.383621633052825928E+01    0.115774455934762948E+02    0.196230303049087507E+01   -0.648013104200363177E+01    0.630159735679626465E+00    0.152332469820976257E+00   -0.242354094315220586E+14   -0.570378062280500497E+01    1
   -0.407875227928161621E+01    0.339839577674865723E+01    0.766765419244766200E+01    0.273820147514343315E+01   -0.417661282718181681E+01    0.120566505193710327E+01   -0.151025329530239105E+01   -0.242354094315220586E+14   -0.570711395613835482E+01    1
   -0.227230489253997803E+01   -0.491337031126022339E+01    0.389729676544666237E+01    0.275948110222816467E+01    0.403592896461486106E+00    0.324550253152847290E+01   -0.648433521389961243E+00   -0.242354094315220586E+14   -0.571044728947168334E+01    1
    0.152006912231445312E+01    0.385568737983703613E+01    0.396865476965904218E+01   -0.292118857502937335E+01   -0.627335105240345037E+01    0.273914581537246704E+01   -0.170324923098087311E+01   -0.242354094315220586E+14   -0.571378062280501098E+01    1
   -0.359747499227523804E+01    0.410934925079345703E+01    0.476876797974109579E+01    0.149371446371078509E+01   -0.843303069472312927E+00    0.314138740301132202E+01   -0.670956969261169434E-01   -0.242354094315220586E+14   -0.571711395613834394E+01    1
   -0.351412945985794067E+01    0.315478861331939697E+01    0.109126082390546806E+02   -0.133155013322830218E+01    0.106185868680477036E+01    0.235431820154190063E+01   -0.155999016761779785E+01   -0.242354094315220586E+14   -0.572044728947168135E+01    1
   -0.108588171005249023E+01    0.407206475734710693E+01    0.112696174740791299E+02   -0.189169197082519558E+01    0.922021198272704012E+00    0.123453009128570557E+01   -0.115243320167064667E+01   -0.242354094315220586E+14   -0.572378062280502586E+01    1
    0.985418617725372314E+00    0.445916473865509033E+01    0.594378337860107386E+01    0.254996924996376073E+01   -0.722877319753169978E+01    0.266342705488204956E+01    0.117050826549530029E+00   -0.242354094315220586E+14   -0.572711395613835883E+01    1
   -0.474682456254959106E+01    0.392787009477615356E+01    0.635535913705825806E+01   -0.436451065540313543E+00   -0.738706004619598389E+01    0.340892255306243896E+01   -0.168447685241699219E+01   -0.242354094315220586E+14   -0.573044728947169002E+01    1
   -0.352030408382415771E+01    0.481352746486663818E+01    0.451347942650318146E+01   -0.757410651445388883E+00   -0.373974434435367620E+01    0.152772128582000732E+01   -0.695928066968917847E+00   -0.242354094315220586E+14   -0.573378062280501766E+01    1
    0.129178643226623535E+00    0.261876970529556274E+01    0.131613737642765045E+02    0.698210269212722778E+00   -0.481932821869850159E+01    0.286568206548690796E+01   -0.119132228195667267E+01   -0.242354094315220586E+14   -0.573711395613834529E+01    1
   -0.310256421566009521E+01    0.225645869970321655E+01    0.992391544580459595E+01    0.802120208740234375E+00   -0.758285104930400866E+01    0.264882940053939819E+01   -0.938176736235618591E+00   -0.242354094315220586E+14   -0.574044728947167915E+01    1
    0.176448392868041992E+01    0.458362281322479248E+01    0.120935995340347269E+02   -0.450345891714095892E+00   -0.413400949239730853E+01    0.325606524944305420E+01   -0.152060917019844055E+01   -0.242354094315220586E+14   -0.574378062280501744E+01    1
    0.674903988838195801E-01    0.215936273336410522E+01    0.346277918517589534E+01    0.282936033606529236E+01   -0.719411292672157643E+00    0.203062957525253296E+01   -0.129110944271087646E+01   -0.242354094315220586E+14   -0.574711395613836196E+01    1
   -0.159037649631500244E+00    0.345890730619430542E+01    0.115913510143756859E+02   -0.166089391112327567E+01   -0.894732019603252482E+01    0.215304577350616455E+01    0.378689587116241455E+00   -0.242354094315220586E+14   -0.575044728947169581E+01    1
    0.176370245218276978E+01    0.320241212844848633E+01    0.994470526576042246E+01    0.230411945581436139E+01    0.107280208766460383E+01    0.289159077405929565E+01   -0.131255826354026794E+01   -0.242354094315220586E+14   -0.575378062280501634E+01    1
   -0.192453783750534058E+01    0.171062648296356201E+00    0.808657439053058624E+01    0.125592190027236938E+01   -0.975264927744866839E+00    0.334497064352035522E+01   -0.637194260954856873E+00   -0.242354094315220586E+14   -0.575711395613834398E+01    1
   -0.276653409004211426E+00    0.210999846458435059E+01    0.708172383010387385E+01    0.245633000731468254E+01   -0.276838788390159607E+01    0.180179244279861450E+01   -0.138615874946117401E+01   -0.242354094315220586E+14   -0.576044728947168139E+01    1
   -0.307733875513076782E+01    0.464248120784759521E+01    0.122678869843482978E+02    0.429540222883224132E+00   -0.209467568695545214E+01    0.775530636310577393E+00   -0.135587808489799500E+01   -0.242354094315220586E+14   -0.576378062280501613E+01    1
   -0.450587987899780273E+01    0.227485150098800659E+01    0.129058528751134851E+02   -0.689254647493362516E+00   -0.260898846089839953E+01    0.267625641822814941E+01   -0.145959481596946716E+00   -0.242354094315220586E+14   -0.576711395613835531E+01    1
    0.541710197925567627E+00    0.396194934844970703E+01    0.122184966892003999E+02   -0.327315560579299936E+01   -0.220846383571624827E+01    0.205316334962844849E+01   -0.561721861362457275E+00   -0.242354094315220586E+14   -0.577044728947169805E+01    1
   -0.450092983245849609E+01    0.304010808467864990E+01    0.125093141138553605E+02    0.255840731859207171E+01   -0.234452911317348534E+01    0.313605231046676636E+01   -0.124910832941532135E+01   -0.242354094315220586E+14   -0.577378062280503279E+01    1
   -0.296927344799041748E+01    0.486635088920593262E+01    0.147526463747024543E+02   -0.229461478590965307E+01   -0.458229717612266541E+01    0.293139994144439697E+01   -0.568767488002777100E+00   -0.242354094315220586E+14   -0.577711395613835421E+01    1
    0.609121620655059814E+00    0.469646245241165161E+01    0.787938940823078138E+01   -0.117884482145309466E+01   -0.219732099771499723E+01    0.168175250291824341E+01   -0.148332700133323669E+00   -0.242354094315220586E+14   -0.578044728947167474E+01    1
   -0.957378685474395752E+00    0.488828152418136597E+01    0.879906222224235535E+01   -0.258005881309509189E+00   -0.679269747734069895E+01    0.186581480503082275E+01   -0.812429815530776978E+00   -0.242354094315220586E+14   -0.578378062280501393E+01    1
   -0.113284415006637573E+01   -0.191980600357055664E+01    0.207550600767135585E+01    0.277898156642913818E+01    0.150501442551612818E+01    0.270855325460433960E+01   -0.167247463762760162E+01   -0.242354094315220586E+14   -0.578711395613835577E+01    1
    0.267861723899841309E+00    0.379291921854019165E+01    0.112689698666334159E+02   -0.167240006923675555E+01   -0.705050773322582280E+01    0.313021224737167358E+01   -0.549978345632553101E+00   -0.242354094315220586E+14   -0.579044728947169407E+01    1
    0.539355337619781494E+00    0.215499341487884521E+01    0.101281834930181489E+02    0.268948383331298846E+01   -0.771181565225124377E+01    0.595698893070220947E+00   -0.174565146863460541E+01   -0.242354094315220586E+14   -0.579378062280503325E+01    1
   -0.436243408918380737E+01    0.381071388721466064E+01    0.929882374405860901E+01   -0.348422165513038662E+01    0.186301406621932841E+01    0.180241882801055908E+01    0.466957733035087585E+00   -0.242354094315220586E+14   -0.579711395613835734E+01    1
   -0.396753811836242676E+01    0.397862106561660767E+01    0.148167942464351654E+02    0.238988777399063146E+01   -0.637715737223625201E+01    0.296024084091186523E+01   -0.111979058384895325E+01   -0.242354094315220586E+14   -0.580044728947169297E+01    1
   -0.546790182590484619E+00    0.439856201410293579E+01    0.103764903903007486E+02   -0.850010037422181952E-01   -0.987395074069499934E+01    0.295130515098571777E+01    0.702147632837295532E-01   -0.242354094315220586E+14   -0.580378062280502593E+01    1
    0.179753065109252930E+00    0.319443613290786743E+01    0.137419272094964988E+02    0.263884925246238744E+01   -0.622361356616020167E+01    0.178277772665023804E+01   -0.972939103841781616E+00   -0.242354094315220586E+14   -0.580711395613834647E+01    1
    0.227671384811401367E+00    0.422409057617187500E+01    0.134180524736642823E+02    0.288001712560653722E+01   -0.194628875553607905E+01    0.217481887340545654E+01    0.476138532161712646E+00   -0.242354094315220586E+14   -0.581044728947168032E+01    1
   -0.668500244617462158E+00    0.388701558113098145E+01    0.104370729476213455E+02   -0.118670793175697309E+01   -0.863764702379703486E+01    0.154745876789093018E+01   -0.148213435709476471E+01   -0.242354094315220586E+14   -0.581378062280502572E+01    1
   -0.231362384557723999E+01    0.219984620809555054E+01    0.555176551938056928E+01   -0.710214304924011053E+00   -0.876251604259014094E+01    0.255000233650207520E+01    0.165950983762741089E+00   -0.242354094315220586E+14   -0.581711395613836935E+01    1
