    0.131185624163888122E+02    0.210901683929993256E+00    0.117236790511602251E+01    0.814683819363009709E+00    0.941985149340920816E-03    0.950394144598455220E-05   -0.707458088371887062E+01    0.109512688367030400E+02    0.158945142711076737E+01   -0.763908590837041102E+00   -0.666613269229049088E+01    0.163103089044195926E+01    0.297400822420069322E+00   -0.775565269036870397E+00   -0.801725638585221390E+01    0.121427712513450743E+02   -0.105525092313727242E+01    0.162603429124389853E+00   -0.171991495172560072E+01    0.959471601802924345E+00    0.626748698383073122E+00   -0.499987221129231107E+00   -0.560085634332700177E+01    0.950514474617694916E+01   -0.820756303958320999E+00   -0.133680882903995557E+01   -0.447024606365902955E+01    0.118794724240993865E+01    0.679587850430647844E+00   -0.382071743497103045E+00   -0.308867802372406477E+05
    0.129351564412742555E+02    0.235058733650576057E+00    0.117277595735480400E+01    0.826407854126372410E+00    0.317657396173790310E-01    0.101983698496502323E-05   -0.749072896846268677E+01    0.498483593562615734E+01    0.192483154730585193E+00   -0.673600926632188512E+00   -0.123950630717167805E+02    0.234718500829429733E+01    0.593062147829006570E+00   -0.148116817851416815E+01   -0.511162814755830652E+01    0.411389259909998550E+01   -0.244920338935439963E+00   -0.183000873965784394E+01   -0.119998508898924658E+02    0.157927943632880519E+01    0.632854349875500266E+00   -0.660884288867015668E+00   -0.551905385030477991E+01    0.778115141192252491E+01   -0.544273437740775634E+00   -0.110885064726707006E+00   -0.583695191072422759E+01    0.112092247379273879E+01    0.486354777397595861E+00   -0.175412387394243163E+01   -0.308857304617825357E+05
    0.127739767547649752E+02    0.182899990327206552E+00    0.134480946594467765E+01    0.850508930922304618E+00    0.103615357552023831E-01    0.603990637614123832E-05   -0.276759138165600138E+01    0.644705965780809276E+01    0.101184338992698764E+01    0.144492049490044683E+01   -0.137340332120819308E+02    0.991369294607521212E+00    0.509330390633128127E+00   -0.193058766119260250E+01   -0.493499746511596982E+01    0.149875929761412081E+02   -0.147578453635797402E+01   -0.756599104044776150E+00   -0.480227154986364368E+00    0.753752351299334822E+00    0.414573370302239397E+00   -0.142423355853297573E+01   -0.562325866544171937E+01    0.477421954487697953E+01   -0.233028299095782598E+00   -0.715711979056472547E-01   -0.931013419977827894E+01    0.112992464843223739E+01    0.599976710930658186E+00   -0.188836771821804561E+01   -0.308831567607107208E+05
    0.128552654146816572E+02    0.779389272986655834E-01    0.151926199722376287E+01    0.782218233680789243E+00    0.213680678943244488E-01    0.499521587279311340E-05   -0.174168823002686324E+01    0.114275922257222007E+02    0.502331271407439051E-01   -0.142572363514445577E+01   -0.910999377096218765E+01    0.762399203310124673E+00    0.303511765275247369E+00   -0.532238023151130779E+00   -0.531076723439721388E+01    0.415180959064751853E+01    0.128261997612174805E+01    0.381493226668179863E+00   -0.751490694351391930E+01    0.184033587274573929E+01    0.503991160826295803E+00   -0.333734071773682306E+00   -0.560952034025949509E+01    0.129524326818766475E+02    0.124948403865203117E+00   -0.191423450709299114E+01   -0.732325946563753494E+01    0.118590887061920602E+01    0.212121537312382535E+00   -0.149760825388138485E+01   -0.308830383236639937E+05
    0.128950461196621049E+02    0.132492854771844526E+00    0.129118279706859185E+01    0.800127050080882252E+00    0.306556459313991241E-02    0.240137510605192061E-04   -0.151814784313484452E+01    0.117413622627195871E+02   -0.911674777610344877E+00   -0.106526146115956122E+01   -0.611398276911108240E+01    0.760722348891311517E+00    0.459883448006993156E+00    0.421654101829438410E-01   -0.558314495235202291E+01    0.284301239175082099E+01   -0.122435449590264134E+01    0.170127648166061829E+01   -0.139237962439944223E+02    0.169788293478726793E+01    0.540161014836252784E+00   -0.191730412328584943E+01   -0.614252909312798678E+01    0.104089020006474477E+02   -0.451548973833495237E+00    0.608461603614645075E-01   -0.108339364662825979E+02    0.137439366997593515E+01    0.208964322470320818E+00   -0.100586593514446543E+00   -0.308828520053693464E+05
    0.128275346030305588E+02    0.595827471102150924E-01    0.117831044312261102E+01    0.750939887705474152E+00    0.263297790686621049E-01    0.358008666131686803E-04   -0.233248057215184357E+01    0.120724023027649743E+02    0.857381596097879006E+00   -0.150872057486778166E+01   -0.889294153624778794E+01    0.967191541571206459E+00    0.599292130186597882E+00   -0.686872325096499869E+00   -0.571145090814073697E+01    0.789401163661151717E+01   -0.169022145343922681E+00    0.871652808449109306E+00   -0.701705557748498787E+01    0.157751755547296924E+01    0.339949323866339970E+00   -0.147706821436948266E+01   -0.549145252740288825E+01    0.899486292323631531E+01   -0.727424897698219386E+00    0.377784638645689119E+00   -0.131505363227999048E+02    0.113172692788657381E+01    0.683252230674693095E+00   -0.636287427191394306E+00   -0.308828032541999964E+05
    0.128819147690464693E+02    0.218242852634899509E+00    0.132464045298894284E+01    0.794724345844765589E+00    0.130952781436441887E-01    0.142734929376823993E-04   -0.302201810612816146E+01    0.712637873490359119E+01    0.142052706267697837E+01    0.652201086151836806E+00   -0.437964450438920849E+01    0.987566100346315756E+00    0.529477167080571798E+00   -0.984960097726339523E+00   -0.887201785769413220E+01    0.102208531697382057E+02   -0.172972015850271399E+01   -0.495858471155429692E+00   -0.453748128128747830E+01    0.204362677869595721E+01    0.291677556625534184E+00   -0.102134398642272051E+01   -0.548033061787536369E+01    0.922325181859848797E+01   -0.552843359037304083E+00   -0.344396780142896652E+00   -0.249985700545977352E+01    0.113250099555802319E+01    0.613745168983653722E+00   -0.184663084581638048E+01   -0.308826658839362353E+05
    0.127939666835757588E+02    0.169994813540932960E+00    0.102914833406065531E+01    0.815374672729910932E+00    0.233784233838221084E-01    0.568685504111266850E-05   -0.185341988309846073E+01    0.115129392671801725E+02    0.340958556364179488E+00   -0.103723559849480562E+01    0.109719316684733670E+00    0.705670003767360110E+00    0.688878061345969073E+00   -0.738965877490919798E+00   -0.462391102789369768E+01    0.367553673764890476E+01   -0.139038132660453728E+01    0.268175170513403449E+00   -0.724762302479840859E+01    0.886506465345166972E+00    0.635931066871886719E+00   -0.189858977063479761E+01   -0.612679248079986483E+01    0.969011901633426120E+01    0.118623701656839464E+01   -0.143521311822629283E+01   -0.132732542120625769E+02    0.132293009878568757E+01    0.679486861781665286E+00   -0.103480389932559547E+01   -0.308825404725109329E+05
    0.129912573892467336E+02    0.182679680561302821E+00    0.106506529628925861E+01    0.863147246746622798E+00    0.110714958414527189E-01    0.590850571066900527E-05   -0.302713877496264594E+01    0.405855711338325253E+01   -0.400456474822148634E+00    0.137530427603980798E+01   -0.161095319344486043E+01    0.101394305838701348E+01    0.533118533172686537E+00   -0.466134182630242311E+00   -0.476800251457718005E+01    0.399849978526187666E+01   -0.673525751627331193E+00   -0.134347232480260637E+01   -0.147849135000475975E+02    0.115029745875933420E+01    0.618095224149644906E+00   -0.147236054829389618E+01   -0.544384824979273052E+01    0.106167189939729596E+02   -0.102193133920106893E+01    0.138725999353263907E+00   -0.773134361122665048E+01    0.114070730531646336E+01    0.538286156993737164E+00   -0.118815372959658383E+01   -0.308808518435033657E+05
    0.128115105436426262E+02    0.118138490184452549E+00    0.107531108326683400E+01    0.730882836423771609E+00    0.545268536644111512E-01    0.286072541367685267E-04   -0.224891350327291129E+01    0.129432212488256653E+02    0.151081260629724645E+01    0.140352740014109956E+01   -0.100660469573176492E+01    0.865036641661084404E+00    0.239976976302382350E+00    0.502043596597614439E-01   -0.688270951580592083E+01    0.424924197956918537E+01   -0.310191393313696162E+00    0.125503499558022624E+01   -0.974480105574416378E+01    0.155999499330623070E+01    0.296172514151214594E+00   -0.314964231992912902E+00   -0.593259234396383484E+01    0.684460818779827207E+01   -0.227058496143950350E+00    0.225957120321167437E-01   -0.997623349653589386E+01    0.125951323307204088E+01    0.516853294015656495E+00    0.182664821700600388E+00   -0.308808210678100950E+05
