    0.131897459457454342E+02    0.216132402315722949E+00    0.136406676139975236E+01    0.860756161280588961E+00    0.791635513521628809E-01    0.245891199058258518E-03   -0.911497746937522635E+01    0.133572481807885737E+02    0.448297506868964302E+00   -0.274854709965285382E+00    0.141508438727986707E+01    0.240012475530731351E+00   -0.361356553908405775E+01    0.127562298848901712E+02   -0.457111828543455889E+00    0.399649194753474157E+00    0.160660701814823970E+01   -0.418625764563961056E+00   -0.269831074771852036E+05
    0.133876719250938070E+02    0.187190747933534352E+00    0.117125438067375454E+01    0.100984927050071160E+01    0.644356815191172577E-01    0.110724371481379775E-03   -0.692332261079576750E+01    0.329018233775389835E+01   -0.272128583192412865E+01    0.909995871939110357E+00    0.184572073644410728E+01   -0.262604472494754937E+00   -0.327364015420087107E+01    0.911331302908675944E+01   -0.211394896077292094E+01   -0.180706236987574997E+01    0.147832617593233051E+01   -0.799121661370152392E+00   -0.269825454993044586E+05
    0.134874010688743198E+02    0.314748019226546272E+00    0.139418576485469559E+01    0.913381846270678532E+00    0.809603762764070020E-02    0.101657080837267943E-03   -0.782702085204679499E+01    0.864542636299919387E+01   -0.100432137472293093E+01   -0.168359160725403156E+01    0.182165053648752462E+01   -0.170358205455921752E+01   -0.322617515615997874E+01    0.139713519385519405E+02   -0.968501672088730281E+00   -0.235020972879059320E+00    0.146040020574307849E+01   -0.123312646783596280E+01   -0.269817563605354044E+05
    0.132574936285070706E+02    0.483870851424101495E-01    0.155408710685634244E+01    0.103997754763161954E+01    0.358869865295850521E+00    0.131934322399297743E-03   -0.952405538321194811E+01    0.623145108620644006E+01    0.126483191339457601E+01   -0.791742023992304311E+00    0.290323203840435173E+01   -0.237721569063109150E+00   -0.280721339181257701E+01    0.838564733775025140E+01   -0.200960879605005882E+01   -0.129438383960240855E+01    0.125866611285629704E+01   -0.142768227639321910E+01   -0.269805227497692031E+05
    0.136405681092943620E+02    0.840468974021229276E-01    0.122166662011672456E+01    0.898880251963085519E+00    0.180872806506090951E-01    0.238972901382419932E-03   -0.302132945147956811E+01    0.131201671002766638E+02   -0.176718343291464297E+01   -0.110243137800941327E+01    0.135657769392228755E+01   -0.704869884124512014E+00   -0.633606669326484706E+01    0.103714951488649838E+02   -0.222470198561288912E+01   -0.191323168399690835E+01    0.145960574767883600E+01   -0.520070635035128293E+00   -0.269792195626873399E+05
    0.134192936312440523E+02    0.178795942364491839E+00    0.188552640180792941E+01    0.911704116920516561E+00    0.192363169258586292E+00    0.148917752311200353E-03   -0.881957537544504078E+01    0.139158224998889288E+02   -0.146181598478763775E+00   -0.890349244174730714E+00    0.136771876267774606E+01   -0.292094071747990514E+00   -0.290832456752742807E+01    0.605844430724688365E+01   -0.206402092962086137E+01   -0.136281990972945111E+01    0.133029479391438343E+01   -0.127759959476671847E+01   -0.269791280829508542E+05
    0.134267820362972934E+02    0.269962446715957760E+00    0.100666267082494509E+01    0.914085460517516712E+00    0.863447276799830105E-01    0.151561933750768500E-03   -0.756371227913044919E+01    0.138499410681007546E+02    0.898770604543118967E+00   -0.963199537767930214E+00    0.179073459559336845E+01    0.114252199575770597E+00   -0.321003500933405128E+01    0.108036807355441802E+02   -0.120968518112864576E+00   -0.557766744961175842E+00    0.137056458889371235E+01   -0.117823018807100111E+00   -0.269790303899314931E+05
    0.133477265209678126E+02    0.101975040767725997E+00    0.780103712903247204E+00    0.942772608136688062E+00    0.160703450854901980E+00    0.220480651188476897E-03   -0.629821132901441416E+01    0.142106124683295931E+02   -0.256659047423247433E+01   -0.530262235135063209E+00    0.233509225225837191E+01   -0.318776852301261959E+00   -0.369495568514364869E+01    0.111224779089803718E+02   -0.500396657872711703E+00   -0.698630656647508452E+00    0.162958565949595835E+01   -0.110408884991261469E+01   -0.269778436875794214E+05
    0.134406118534666330E+02    0.968298888594324447E-01    0.130135495758808761E+01    0.974921755333421958E+00    0.291890530694790358E-02    0.218552100087747556E-03   -0.633623312198282385E+01    0.405180400826018339E+01    0.759935017957244163E+00   -0.163991658299929921E+01    0.103851872398524891E+01   -0.591342986106809354E+00   -0.423598769100721384E+01    0.337344947622848768E+01    0.189010967705272126E+01    0.256255172681820964E+00    0.151696278282521657E+01    0.186421806587047545E+00   -0.269776986986119300E+05
    0.132261543678678564E+02    0.637459619837250496E-01    0.193599110297235560E+00    0.993830616283710722E+00    0.136125985555138884E+00    0.218485071599315350E-03   -0.555314539261046036E+01    0.147413843394164097E+02   -0.527698118452236908E+00   -0.300089015100988954E+00    0.869887565525216733E+00    0.426948798055848400E+00   -0.274963146981401607E+01    0.125110575228124645E+02   -0.161356139716612534E+01    0.658974377231349662E+00    0.124353541315262772E+01   -0.366180784110065272E+00   -0.269775826582828740E+05
    0.134755488281394804E+02    0.518805389469442282E-01    0.152116939664812323E+01    0.939703952598381131E+00    0.500766881877820697E-03    0.253528934457163222E-03   -0.792068505844361592E+01    0.115362485971072708E+02   -0.215768631460559135E+00   -0.169115087852132451E+01    0.117765820296604984E+01   -0.150845761253228972E+01   -0.342844398227976477E+01    0.950828498932675004E+01    0.466652151081161204E+00   -0.105972249117977579E+01    0.154166528655503576E+01   -0.374312781153788077E+00   -0.269774093383501313E+05
    0.134516393968188233E+02    0.134875782617925877E+00    0.184576156230919630E+01    0.103617265612054243E+01    0.131663143150596799E-01    0.201962378976426469E-03   -0.776478958335164471E+01    0.681340234323629890E+01   -0.928307681717859268E-01   -0.102712326496542872E+01    0.179060234789075645E+01    0.209134921547141861E+00   -0.319541369031388278E+01    0.657898639655084061E+01   -0.196594512359270412E+01   -0.166846317765012220E+01    0.139661188412419079E+01   -0.966593593705367127E-02   -0.269773060489872878E+05
    0.134077485981638862E+02    0.347995805677203743E-01    0.124782997728209777E+01    0.945207802744302494E+00    0.123928235390068101E+00    0.129444319763347598E-03   -0.957805801269716639E+01    0.148420696590201082E+02   -0.198959804203510826E+01   -0.819263789065007852E-01    0.279910049585036802E+01    0.411183379847170460E+00   -0.306631221815553356E+01    0.135932838205695816E+02   -0.128347355886466552E+01    0.907178831958792786E+00    0.145208441470153593E+01   -0.142372733638899618E+01   -0.269772592670848389E+05
    0.134947183930784682E+02    0.106440628303815121E+00    0.931421285936175902E+00    0.102695425544453767E+01    0.223417997866877133E-03    0.142804975800000004E-03   -0.701370903581329497E+01    0.100031572302822198E+02   -0.240446873575778275E+01   -0.187010098610359665E+01    0.228890514170209247E+01    0.373083203826795273E+00   -0.340496161841496736E+01    0.142405343248479284E+02   -0.729887400192151148E+00   -0.928610917639790312E+00    0.156525083335480764E+01   -0.198088294300107504E+01   -0.269771604592096264E+05
    0.131948991447912434E+02    0.114146795268757206E+00    0.569331554137498697E+00    0.940039382872138729E+00    0.177132757759209503E+00    0.248147245267930309E-03   -0.927555377297869654E+01    0.130867824350393462E+02   -0.107388075844285891E+01    0.305175985030088581E+00    0.332914317986908070E+01    0.286274004722009145E-01   -0.292617757908264409E+01    0.142148737714078628E+02   -0.265052216084405501E+01   -0.588808177286190837E-01    0.131995908520830119E+01   -0.151523673476747711E+01   -0.269770705405385597E+05
    0.134028541186725558E+02    0.885135959859593285E-01    0.556237919528038249E+00    0.950350099239717916E+00    0.663053080502346986E-01    0.201041935307064845E-03   -0.964987178877894536E+01    0.102687324385570591E+02    0.840831546271663122E+00    0.405365822666610143E-01    0.158357212372416734E+01    0.106853384272923790E+00   -0.345570877429549661E+01    0.110956605527459224E+02   -0.197084256208019948E+01   -0.167621171404979985E+01    0.148412105196108346E+01   -0.916730265000105238E-01   -0.269768825711198951E+05
    0.133412149104778237E+02    0.234831851451622747E+00    0.691508431110935962E+00    0.877469894116626126E+00    0.101379584058197639E-01    0.280236940134325700E-03   -0.852493485382013461E+01    0.984283272277345489E+01   -0.235744672097328056E+01   -0.914273643082087029E+00    0.214323173929995825E+01   -0.175149554388410444E+01   -0.329741581652346838E+01    0.719201629644219320E+01   -0.217092331835250452E+01   -0.140349696891942655E+01    0.137069199870717928E+01   -0.142698969408651521E+01   -0.269768256318247732E+05
    0.131812051585051275E+02    0.169053346613040639E+00    0.403537545995919344E+00    0.935866166189500914E+00    0.309148962534175620E+00    0.141316765039884579E-03   -0.722663075587304071E+01    0.136699234818703985E+02    0.703966406170796866E+00   -0.174022724506512372E+01    0.137775026134044865E+01   -0.514583164125527404E+00   -0.282122384969119899E+01    0.123791333811988444E+02   -0.168370169882419263E+01   -0.756908361473901170E+00    0.131779215640408953E+01   -0.198719458045175834E+01   -0.269767661894174926E+05
    0.135319648080976673E+02    0.502635065627299246E-01    0.169739677066154615E+00    0.908158716278632760E+00    0.150061448083609272E+00    0.179116295260715722E-03   -0.838640878965433068E+01    0.125093995577411121E+02    0.109784730741390746E+01   -0.786544281858333028E+00    0.289731172542964899E+01   -0.131040265285512536E+01   -0.353567755391125083E+01    0.780324759430550419E+01   -0.178645746778161030E+00   -0.282772589285210874E+00    0.151086721850796968E+01   -0.168037456398091090E+01   -0.269767107423604539E+05
    0.134996724795630190E+02    0.191012375932065118E-01    0.327005216402774801E+00    0.104450003242593503E+01    0.147338446721414856E+00    0.112929641953461854E-03   -0.949351267908905072E+01    0.134159754322425577E+02   -0.176050727457049705E+01    0.799965444494054934E+00    0.242260305301590417E+01   -0.114038871593236024E+01   -0.299871382536288156E+01    0.115239060415592931E+02   -0.284624330986329088E+01   -0.150306788249343648E+01    0.136470201381963907E+01   -0.564028239592753167E-01   -0.269766020574781978E+05
    0.133050145768250019E+02    0.434271886823206499E-01    0.168586061737315807E+01    0.953725177590611706E+00    0.137383724614873720E+00    0.213295588928679895E-03   -0.809227717100855948E+01    0.103312993891318285E+02   -0.123561107156347205E+01   -0.423813677909346653E+00    0.305006926888172369E+01    0.217052070130203223E+00   -0.386919067305795839E+01    0.105031810035474855E+02    0.589544895069870734E+00    0.538127801351388824E+00    0.164222786641973739E+01   -0.116759856328889633E+01   -0.269764780948307343E+05
    0.134476490290672519E+02    0.239538759856879266E-01    0.128990545316121574E+01    0.936287318278264613E+00    0.260100514262586874E-01    0.293123111361511272E-03   -0.577108287172541079E+01    0.391094892373589964E+01   -0.234262494903249729E+01   -0.151313592318338985E+01    0.229133842297989876E+01   -0.195465444568537849E+01   -0.299234062133519263E+01    0.121657060949235820E+02   -0.584360607140475441E+00   -0.151343135461648126E+01    0.131446384951130302E+01   -0.124439475403698063E+01   -0.269764152345908878E+05
    0.132323294101500579E+02    0.375316270917061615E-01    0.783891091093658177E+00    0.995106406480650074E+00    0.270900740468459078E+00    0.149363174618584281E-03   -0.537377656744168153E+01    0.425453411341178711E+01   -0.224003746983430352E+01   -0.147284244492275551E+01    0.165566063970566013E+01   -0.121990578840984143E+01   -0.358107315121528735E+01    0.553144988416092520E+01    0.129513533604900744E+01   -0.140457095549094957E+01    0.145863572588922308E+01   -0.192299057523436967E+01   -0.269763615797977873E+05
    0.135578996407797092E+02    0.134577024837281081E-01    0.262444106825166834E+00    0.955016266072494902E+00    0.146813814445030666E-01    0.144302001574785836E-03   -0.390172635706645288E+01    0.461854563313727517E+01    0.149817546659369327E+01   -0.644508430585689851E+00    0.121607762680722620E+01   -0.516230395504902573E+00   -0.270795571612588581E+01    0.111877337918928461E+02    0.103800254884564236E+00    0.435184184591780765E+00    0.118206754121648094E+01   -0.138418330632273157E+01   -0.269762856875803409E+05
    0.133783400822924907E+02    0.358791998929136741E-01    0.273147483694148263E+00    0.100987345982422028E+01    0.105665486285237933E+00    0.267670013002077405E-03   -0.974779768473460706E+01    0.498495225226247562E+01   -0.381776640828552782E+00    0.448280467857693266E+00    0.200767438274963705E+01   -0.126050875670653140E+01   -0.311685193055204479E+01    0.721370947328388112E+01   -0.118168708367393105E+01   -0.144834105076522701E+01    0.135953973395139172E+01   -0.154220921286530332E+01   -0.269762718318189873E+05
    0.132507557430657634E+02    0.108723793506990726E+00    0.174663317204619029E+01    0.101656901717908399E+01    0.540908327652882132E-01    0.164384020412154230E-03   -0.998235556586525519E+01    0.143866367959893466E+02   -0.270906350237217364E+01   -0.132469726908954222E+01    0.233160416648415225E+01   -0.118930698566825122E+01   -0.275415409662279309E+01    0.394524130275866591E+01   -0.146240329735574726E+01    0.862560875844621266E+00    0.114844581528139189E+01   -0.118834830262790492E+01   -0.269762198670870857E+05
    0.134405691921581312E+02    0.101293892839729616E+00    0.116395268439619892E+01    0.100118344194186548E+01    0.178318729213965410E+00    0.112118591504887279E-03   -0.699411314415256413E+01    0.684357726365162922E+01    0.112915855978775515E+01   -0.707413347719716867E+00    0.218369973715364463E+01    0.265048071936516916E+00   -0.303127041590022017E+01    0.959248573472195254E+01   -0.130482581902060191E+01   -0.550620429588565274E+00    0.135085404579375390E+01   -0.136140358911679593E+01   -0.269761772207468421E+05
    0.133757727822127226E+02    0.121006040679386140E+00    0.564686495133986943E+00    0.974813301966957924E+00    0.162919418285998180E+00    0.203879957392852568E-03   -0.685704981478993947E+01    0.282973512788008019E+01    0.692595061156711544E+00   -0.813322629039408218E+00    0.178396582116620173E+01   -0.639976324193325397E-01   -0.318815613341288717E+01    0.101596295069545448E+02   -0.264065717646412601E+01   -0.727425005996726437E+00    0.148381085447183381E+01   -0.169474532508578624E+01   -0.269761726320152738E+05
    0.133336430616364403E+02    0.248735277332628069E+00    0.604761772003381437E+00    0.904847663723059581E+00    0.203264717356954339E-01    0.198166208220390474E-03   -0.812911506001860751E+01    0.102687239346799046E+02   -0.211840997397254860E+01   -0.123929157734844009E+01    0.178841697648608777E+01   -0.119367540561391428E+01   -0.297287228325624930E+01    0.614534908858346007E+01   -0.174450418453280243E-01   -0.135950791770153456E+00    0.121480993238549750E+01   -0.442322901279983416E+00   -0.269761292216414004E+05
    0.133381182980858384E+02    0.229400731072915386E-01    0.475094577836696785E+00    0.101364113502355790E+01    0.243070637381171212E+00    0.138243205492616139E-03   -0.887187691541937262E+01    0.323775793108113730E+01   -0.112743152432309834E+01   -0.168169339184875111E+01    0.257576141481654730E+01   -0.148146487619922529E+01   -0.290868471008402629E+01    0.890701276229907535E+01   -0.267023631898608560E+00   -0.347736578970219590E+00    0.134604719442560428E+01   -0.703408863522837047E+00   -0.269761229261338995E+05
    0.135645756235672206E+02    0.356268708593547451E-01    0.136667978781449562E+01    0.981064705684514982E+00    0.494354127222729686E-01    0.154107053732364648E-03   -0.621537616383166203E+01    0.444428973019139129E+01   -0.420471389678764407E+00    0.386926304085856154E+00    0.227546018646052861E+01   -0.998435577093666149E+00   -0.357678276170863363E+01    0.803547368039194687E+01    0.101518440147502176E+01    0.662605448913551998E+00    0.151724663489952949E+01    0.275496373685744977E+00   -0.269761072313799596E+05
    0.135012463220388774E+02    0.602469580166417537E-01    0.102121462425064102E+01    0.985509660665820131E+00    0.652133419442277318E-01    0.232792172347494461E-03   -0.460804859581517157E+01    0.312318366591394536E+01   -0.139752389310307512E+01    0.281289121117380470E+00    0.896295644450343598E+00   -0.138895689750713869E+01   -0.299730900207187911E+01    0.102536077714564229E+02   -0.119783316086017888E+01    0.588470948493873269E-01    0.138613677237702504E+01    0.158778867642741961E+00   -0.269760161306799855E+05
    0.132324306472264048E+02    0.126994475638924631E+00    0.197314275963477037E+01    0.986662582811094868E+00    0.438981146655268301E-01    0.283039962920203275E-03   -0.857947258688137460E+01    0.147411456247826109E+02   -0.117772999951264090E+01    0.797299010095058325E-01    0.260529346472626155E+01   -0.157180184621948782E+01   -0.313231532285498027E+01    0.112511550257516966E+02   -0.251502263350583588E+01   -0.275981501981697130E+00    0.141433120763628706E+01    0.466224518914482022E+00   -0.269759688789284410E+05
    0.134120404219329430E+02    0.570872024199240852E-01    0.659691176359508580E+00    0.945433877640388109E+00    0.200218995820754003E+00    0.110442215762938790E-03   -0.543584041521233097E+01    0.643511609583067656E+01   -0.182666366681872083E+01   -0.119337136749727346E+00    0.887320333969764619E+00   -0.154855227082616786E+01   -0.255806392791717663E+01    0.614911194038598019E+01   -0.226558173193033952E+01    0.238222361098232360E+00    0.120126097328434400E+01   -0.418893341785997020E+00   -0.269759257513743360E+05
    0.134193931146521130E+02    0.688394903244945039E-01    0.199148316941947723E+01    0.887774155821894340E+00    0.102066546430602312E+00    0.181160472493081804E-03   -0.679633845363134093E+01    0.911565065064206692E+01   -0.247884721345426629E+01   -0.144311757254702355E+00    0.286133424923842217E+01   -0.140818625602769010E+01   -0.300963667397100032E+01    0.682023053098143173E+01    0.707039317594096772E+00   -0.150671248761491627E+00    0.127855114264215342E+01   -0.196995885717434494E+01   -0.269758517570207296E+05
    0.131221585118211674E+02    0.160651586708991601E+00    0.175447129291479564E+01    0.902818312614615537E+00    0.246007921471528168E+00    0.232496686667560653E-03   -0.771179676282238979E+01    0.141479342394365339E+02   -0.186061716160554469E+01   -0.800138918902404406E-02    0.129481839983499158E+01   -0.999398497778708039E+00   -0.329577172013061848E+01    0.109024483956879692E+02   -0.849423521658892788E+00   -0.407454719347486449E-01    0.148248453380874112E+01   -0.782109471356023933E+00   -0.269757928735884489E+05
    0.134650654882689693E+02    0.388897186541083692E-02    0.170080863857187659E+01    0.910965732889510660E+00    0.131012379765029635E+00    0.264235244415224910E-03   -0.889618295122151537E+01    0.228890878927703945E+01   -0.381815945694001790E-01    0.655371626517971650E+00    0.291880583587267139E+01    0.271065684174126353E+00   -0.320565994925087505E+01    0.100036851708494297E+02   -0.201659333826352061E+01   -0.353121675912712485E+00    0.146191278034172134E+01   -0.163994605699689799E+01   -0.269757694702756999E+05
    0.133171541279847325E+02    0.149911146218057956E+00    0.103462374164180360E+01    0.936747947928159519E+00    0.723561672677810463E-01    0.230912683083743650E-03   -0.734325677764532703E+01    0.458228477202953499E+01   -0.292889393144539945E+01   -0.999675040227600564E+00    0.151648584503152994E+01   -0.184689496810061904E+01   -0.236291465456293359E+01    0.926160361492074458E+01   -0.256231766020653273E+01   -0.491195843990885450E+00    0.115186937482689977E+01   -0.276267675788955058E+00   -0.269757560323926227E+05
    0.134004812151941692E+02    0.615390506538506105E-01    0.183328085439621624E+01    0.994758957966702440E+00    0.847635434460514425E-01    0.247975730234439645E-03   -0.845190637199468320E+01    0.917244024653610524E+01   -0.110141822649597110E+01    0.374862155566790145E+00    0.132035286390941375E+01   -0.156635808521255071E+01   -0.357350435051317561E+01    0.100511152385595857E+02    0.631057367153067261E-01    0.306911568737798790E+00    0.143983228469800451E+01   -0.588254632910963693E+00   -0.269756712127013052E+05
    0.132298257010428433E+02    0.191643217073634922E-01    0.752310641948353731E+00    0.941908882585576590E+00    0.883493202689816515E-01    0.311602306437200284E-03   -0.820707760705365530E+01    0.354880853636230587E+01   -0.240912544754803681E+01   -0.193425300273746337E+01    0.270748687316479675E+01   -0.315057416594341166E+00   -0.304601159651804032E+01    0.601940737730597419E+01   -0.101144091201700537E+00   -0.179811874706378338E+01    0.131159772716084078E+01   -0.150475236299569248E+01   -0.269756670005822671E+05
    0.132963832699233997E+02    0.138420757585775545E+00    0.156871259789426021E+01    0.964717976046763015E+00    0.128806749640083207E+00    0.137525751899584365E-03   -0.669694779170276266E+01    0.140062422415503320E+02   -0.688370554443567428E+00    0.613711309615665668E+00    0.229441687044481624E+01   -0.107793926124701556E+01   -0.336156641495710673E+01    0.523317495092689988E+01    0.403849288652000205E+00    0.451139250264978253E+00    0.139001387302740609E+01    0.236712299838533813E+00   -0.269756174992874076E+05
    0.133901979445946928E+02    0.509984268329955054E-01    0.178891780088406960E+01    0.952294605278959372E+00    0.859887494216232673E-01    0.237794702090691188E-03   -0.817976596098016273E+01    0.816923502765284404E+01    0.127561732698730612E+00   -0.189757770660405312E+01    0.839626460845534939E+00    0.265473441440323477E+00   -0.289617879562628211E+01    0.776476385682288228E+01    0.564688373650869657E+00   -0.895120065750157456E+00    0.124511608048288958E+01    0.299025534480353627E+00   -0.269754528057134994E+05
    0.131380370545894110E+02    0.265596924617520838E-01    0.145394363824244266E+01    0.987395278831099454E+00    0.166420370584182353E+00    0.279866740998677762E-03   -0.775474854344197784E+01    0.228376739290866571E+01    0.117685663781580008E+01    0.568704531261563506E-01    0.168569846950787539E+01   -0.972136431327334405E+00   -0.279958911515702624E+01    0.651008761455791696E+01   -0.126778892815101552E+01    0.838169342688374508E+00    0.128301856250076152E+01   -0.685823859386767154E-01   -0.269754507266004330E+05
    0.133734016062675032E+02    0.156351023688812187E-01    0.141144173071753953E+01    0.896999716438754091E+00    0.827725795780816231E-02    0.286870988811540944E-03   -0.686159961766491655E+01    0.704625562094649993E+01   -0.196625663117684679E+01   -0.153694364411019668E+01    0.150193180283846850E+01   -0.221066385630627860E+00   -0.269432325926799354E+01    0.105093125642778560E+02   -0.218898190156230132E+00   -0.141765150044502697E+01    0.122962002026331896E+01   -0.193089003832581652E+01   -0.269753936003070776E+05
    0.133154705152695207E+02    0.385112423452353345E-01    0.148371780235704920E+01    0.106583365864728741E+01    0.140435020338441158E+00    0.190742521759061884E-03   -0.541293386275428379E+01    0.357475305949848021E+01    0.193587416286093106E+01   -0.562880306316873469E+00    0.125862707408132568E+01   -0.162586143557994034E+01   -0.316488143002944344E+01    0.910917349486895134E+01   -0.636117581765454521E+00   -0.193922364166628358E+01    0.139305802809676482E+01   -0.215664088738448445E+00   -0.269753834261960983E+05
    0.132295257231851480E+02    0.165441896243454678E+00    0.607178922974810242E+00    0.904825872649500873E+00    0.508988971059637918E-01    0.187395704622802357E-03   -0.910783002826796562E+01    0.507514615731765772E+01   -0.196504186716832230E+00   -0.109234244617367526E+01    0.114252431047738678E+01   -0.141840656849425040E+00   -0.294858055087885695E+01    0.147061099473086081E+02   -0.391338539281207431E+00   -0.129183449445602117E+00    0.135235873543328555E+01   -0.270349512238261536E-01   -0.269753707981325060E+05
    0.133055955891090676E+02    0.124371471895869841E-01    0.136923883900520615E+01    0.922462287500847355E+00    0.166670496465564644E+00    0.268226763860863711E-03   -0.784262623713711893E+01    0.126117211404235974E+02   -0.235509964121004334E+00   -0.973986323038412372E+00    0.177490094751670702E+01    0.113852554667742467E+00   -0.301210477692370659E+01    0.483635417808125823E+01   -0.228372084835538747E+01   -0.892169375413491617E+00    0.124458131810521366E+01    0.205534738138307915E+00   -0.269753623797822984E+05
    0.134180067864077266E+02    0.102320369625839860E+00    0.806802835222317438E+00    0.977155821264462210E+00    0.132828290887043010E+00    0.129174385933552118E-03   -0.942908239160775707E+01    0.139122654377853934E+02   -0.823011254092005817E+00    0.462522960113212589E+00    0.185701862777125193E+01   -0.734639928697896405E+00   -0.277578965953283774E+01    0.977722550770376486E+01   -0.135688276763189997E+01    0.903740807394094459E+00    0.124997596058304827E+01    0.103313302398155837E+00   -0.269753514810926208E+05
