    0.113209803248048146E+01   -0.432445333919107622E+01    0.677806925924371484E+01    0.279316115365484663E+01   -0.434140459748549024E+01    0.171803655404573563E+01   -0.661506615976352519E+00   -0.256685320788887657E+05
    0.113208188613098226E+01   -0.473232683287461597E+00    0.491771226171697595E+01    0.113234329514920429E+01    0.183746374370043242E+01    0.565036854551831946E+00   -0.391872078734177842E+00   -0.256684969863866063E+05
    0.112305770064069232E+01   -0.256025007726952580E+00    0.113608050271270073E+02   -0.368198246698955067E+00   -0.464723119375756255E+01    0.920717038366147045E+00    0.127884442700984202E+00   -0.256683616021984271E+05
    0.113219528600116170E+01   -0.112371721785292067E+01    0.868516347223039986E+01    0.153265085315696137E+01   -0.536088392182217977E+01    0.913891028235287450E+00    0.108218905342634342E+00   -0.256683162026527862E+05
    0.112294019552837465E+01   -0.348166510663395101E+00    0.923406280428563875E+01   -0.136038082811955618E+00   -0.255893805010424824E+01    0.908774509635312255E+00    0.336765742532729728E+00   -0.256683153026988075E+05
    0.113197582929699347E+01   -0.833941704613122781E+00    0.103473670862367975E+02   -0.304428052679958450E+01   -0.482981161772352863E+01    0.102750153978956504E+01   -0.170846371344494985E+00   -0.256682313504422200E+05
    0.112846301025584683E+01   -0.670712604139112045E-01    0.134416601145516417E+02   -0.126300483196155611E-01   -0.276747377715097009E+01    0.711374120896525741E+00   -0.470448846846713620E+00   -0.256677696080647511E+05
    0.113409333285867753E+01   -0.756312291419706284E+01    0.115952228085026299E+02    0.273043944169006458E+01   -0.117171631636050755E+01    0.303677071599665327E+01    0.178136915490086034E+00   -0.256676393149542600E+05
    0.112879403905195641E+01   -0.736133396334704315E+01    0.648469159587884025E+01    0.249552993398729583E+01   -0.552837592914294529E+01    0.323709565460995563E+01    0.673656987605228963E-01   -0.256676387863365053E+05
    0.112863872912699215E+01   -0.367451506287054031E+00    0.813352511698206904E+01   -0.151992273718849891E+01    0.383536349188016601E+00    0.824343348565876211E+00    0.215087143420714888E+00   -0.256675469531874041E+05
    0.113459859020835907E+01   -0.585316505937363729E+00    0.706049114415120016E+01   -0.229189157835103607E+01    0.184429423351298638E+01    0.877055648969418566E+00   -0.135282661572457719E+01   -0.256675390887609974E+05
    0.113339569091308423E+01   -0.637179893336313086E+00    0.825859901120302276E+01   -0.134947308880524464E+01   -0.701231625134136571E+01    0.888788414007399274E+00   -0.106499810810702256E+00   -0.256675060408714889E+05
    0.113111332279888011E+01   -0.715925943053741598E+01    0.703296037605759405E+01    0.234369980719064053E+01   -0.412223729588441046E+01    0.312535964251052256E+01   -0.855445109431641981E+00   -0.256673267390100191E+05
    0.112947129597511609E+01   -0.632321638946288900E+00    0.590981643134920098E+01   -0.186906202803488242E+01   -0.637820756692695845E+01    0.878822936818762890E+00   -0.270559719259157561E+00   -0.256672923463240732E+05
    0.112950951920687803E+01   -0.152742187521645789E+01    0.758356194068108369E+01    0.596009159496270868E+00   -0.989750714900074335E+01    0.126001340666801287E+01   -0.530034986367252214E+00   -0.256672280793695245E+05
    0.113369591007255721E+01   -0.109375568237378751E+01    0.145786647216622214E+02   -0.138663630351008216E+01   -0.368296353797717391E+01    0.119727878895471251E+01   -0.135612202306836571E+01   -0.256669808931197585E+05
    0.112890919552572555E+01   -0.227237199812123070E+01    0.483635051656338533E+01    0.237816355029571991E+01   -0.538437962044173712E+01    0.113755554362677902E+01   -0.110977306488672967E+01   -0.256669692152024654E+05
    0.113424984885821001E+01   -0.592426632621961602E+00    0.601465854215900020E+01   -0.105212546308650934E+01   -0.253410453895755605E+01    0.947708562858033288E+00   -0.929261206636808335E+00   -0.256669415356042846E+05
    0.113262781854909989E+01   -0.246687074853153554E+01    0.126809314992141253E+02    0.162895222634370906E+01   -0.283324938480780197E+01    0.143827139357632627E+01   -0.534663307152179579E+00   -0.256668144640105602E+05
    0.113432326727710819E+01   -0.118802233815642921E+00    0.315111970508769801E+01   -0.249252719893554087E+01   -0.603166600947779585E+01    0.561550257166090749E+00   -0.501727967759363791E+00   -0.256667523216990012E+05
    0.112299254592660347E+01    0.180302279894107187E+00    0.504070038773781004E+01   -0.150335723396174004E+01    0.629264891176838148E+00    0.625142507203759079E+00   -0.653956972380063117E+00   -0.256667516289869855E+05
    0.113038594541979887E+01    0.128900935283937201E+00    0.112496300474121824E+02   -0.198454067709101611E+01   -0.572630159974341968E+01    0.756808070555923695E+00   -0.248198498193503925E+00   -0.256667193869849070E+05
    0.112665334065244682E+01    0.205176618723168502E-01    0.344516090506621708E+01   -0.341735460342196040E+01   -0.722196438163665100E+01    0.665283948815279969E+00    0.313567309722870835E+00   -0.256666841017879451E+05
    0.113357616052314913E+01   -0.910966389524968889E+00    0.127236176113578701E+02   -0.246251256032493027E+01   -0.305834568174473098E+01    0.114358855179090813E+01   -0.154036873671345886E+01   -0.256664735008252756E+05
    0.112839436479143362E+01   -0.167923357156588793E+00    0.681380193066743001E+01   -0.431982455210701222E+00   -0.381721663747664852E+01    0.694910621857080968E+00   -0.677878921347410124E-01   -0.256664416985793978E+05
    0.113337819643463611E+01   -0.291762167880829537E+00    0.415890496407497778E+01   -0.213387348205138494E+01   -0.407801756106058466E+01    0.617892510527497940E+00    0.287984260416156435E+00   -0.256664062681570176E+05
    0.113305847565402029E+01   -0.580336046576444886E+00    0.111775958231217061E+02   -0.315720537363563292E+01    0.103936469991593228E+00    0.107039901896353351E+01    0.327971865256621253E+00   -0.256663852302973246E+05
    0.113394878674381694E+01   -0.722925434055490257E+00    0.864664830532095152E+01   -0.389065446369686452E+01   -0.956248595258111678E+00    0.101071273401279260E+01    0.168790467441819025E+00   -0.256663728833058449E+05
    0.112733729342608413E+01    0.535503880671717170E+00    0.456637930612523846E+01   -0.349003653667023084E+01   -0.178609616798594928E+01    0.520259442656052395E+00   -0.142012984452646585E+01   -0.256663374747215930E+05
    0.113236096294829824E+01   -0.342896318597324168E+00    0.143826900890990217E+02   -0.355957221779550181E+01   -0.435614280911738661E+01    0.101909307271585226E+01   -0.975849749981255954E+00   -0.256663252443887613E+05
    0.112709893984146170E+01   -0.139060601698735731E+01    0.658173740933055296E+01    0.186894987048167938E+01   -0.627994123716201358E+01    0.957109320428149113E+00   -0.974623391619055091E+00   -0.256662485625405207E+05
    0.113177853558696917E+01   -0.269466057729193498E+01    0.732938420996245465E+01    0.212062496738308059E+01   -0.783859141010247296E+01    0.148821546957447315E+01    0.337473566460201102E+00   -0.256662029094677637E+05
    0.112539575577192164E+01   -0.654723040613821894E+01    0.591375726505172850E+01    0.244915679838968092E+01    0.120806392117409800E+01    0.292269541586183301E+01   -0.246718939763471479E+00   -0.256661952350450338E+05
    0.112641969862187530E+01   -0.707184195486052047E+00    0.121452209322686251E+02   -0.346355553489644308E+00   -0.952641610283707863E+01    0.109010051745148662E+01   -0.988216233346114414E+00   -0.256661369434552144E+05
    0.113114863578662206E+01   -0.772669330290864487E+01    0.101195590431378299E+02    0.259010120252407550E+01   -0.647680125010863250E+01    0.317819203368020808E+01   -0.681317773594311671E+00   -0.256661277394977915E+05
    0.113104693833783099E+01   -0.431232758292653173E+01    0.802765664458228478E+01    0.210065374226662005E+01   -0.688097979764374301E+01    0.213466083249224914E+01   -0.152174476518361645E+01   -0.256661256273134059E+05
