    0.116841796034644929E+01   -0.306749427420313925E+01    0.116105112023030053E+02   -0.302955067971458769E+01   -0.328537120697601104E+01    0.130588749925031311E+01    0.449648249914242459E+00   -0.444794292130625217E+04
    0.118043634114213347E+01   -0.646304256953060019E+01    0.802019945900597975E+01   -0.132436050006552275E+01   -0.915959587719835611E+01    0.122064716038635113E+01   -0.166375164337078529E+01   -0.444761985814934815E+04
    0.117089545027242004E+01   -0.415749437950371625E+01    0.328108407856440554E+01   -0.102088109043570130E+01   -0.239965218138627367E+01    0.121566539884785962E+01   -0.121420889742346350E+01   -0.444663294371432039E+04
    0.117123665816595501E+01   -0.622138374629379243E+01    0.144873610739658147E+02   -0.353839530546068604E+01   -0.321507363922067135E+01    0.302127608263789682E+01   -0.165461332473903822E+01   -0.444656616161059719E+04
    0.117865683188373804E+01   -0.544710898389938869E+01    0.236003300420173057E+01    0.269015576485626884E+01   -0.500742191970577277E+01    0.167660909980537642E+01    0.913908557339730976E-01   -0.444656287792678449E+04
    0.117329189221297980E+01   -0.437023385279349341E+01    0.135069740321477170E+02   -0.305702649399602944E+01   -0.469834557690318011E+01    0.258794798096929313E+01   -0.521332860488823879E+00   -0.444655369608087949E+04
    0.117848627130584571E+01   -0.841049999986160479E+01    0.603670789124857698E+01   -0.167393633862777946E+00   -0.832874040671944371E+01    0.151983516987195322E+01    0.766381728305269849E-01   -0.444653055211796800E+04
    0.117130557493830167E+01   -0.870152338831888805E+01    0.106239079854933607E+02   -0.263918356244341901E+01   -0.813172309451146624E+01    0.221453625619318384E+01    0.358842140695984746E+00   -0.444648040664773089E+04
    0.117132438148550566E+01   -0.986368814535023475E+01    0.123321887006043376E+02    0.129697105574233884E+01   -0.242745215388081803E+00    0.162249178567222341E+01   -0.549053661423515749E+00   -0.444647245367020787E+04
    0.117793787906828307E+01   -0.674778674780663401E+01    0.107907966722147819E+02   -0.297775124836706118E+01    0.870329913987765380E+00    0.292249223372620648E+01   -0.646480611553401419E+00   -0.444632290356564590E+04
    0.117757331152415645E+01   -0.896566317230548471E+01    0.127006949156773778E+02   -0.158588729320999633E+01   -0.620376435456096331E+01    0.218937478473178659E+01   -0.124950688796339793E+01   -0.444617923899848756E+04
