

    0.177998880874946684E-98    0.314457270757457482E+05    0.882859450485789926E-01    0.457651985065373412E+00    0.894159521392981826E+00    0.598777587165228886E+00    0.380415341998171008E+00    0.618039272438011410E-04   -0.795658409080909657E+01    0.642130504214065123E+01   -0.241057352044404549E+01   -0.756021327840564972E+01    0.206332653099465269E+01   -0.148570493912611257E+01
    0.184708846334930357E-98    0.314456004371294002E+05    0.470112116697736088E-01    0.798949132874511081E+00    0.943268070325715025E+00    0.467720223347277475E+00    0.196143197821552429E+00    0.572200193212128808E-04   -0.825137556950286566E+01    0.635719073564602244E+01   -0.245093989523977696E+01   -0.628000274862284957E+01    0.205939658346622778E+01   -0.192618859747317694E+01
    0.262307631819530296E-98    0.314448463311495289E+05    0.108536366627816822E+00    0.486131584989923149E+00    0.970350818088493217E+00    0.616321768035193451E+00    0.331985650350490991E+00    0.442654901837875327E-04   -0.792613564902116075E+01    0.603520538335446233E+01   -0.243609946854248927E+01   -0.730688769525823556E+01    0.207325593639358274E+01   -0.159919710937298332E+01
    0.322667381805124510E-98    0.314443794915051221E+05    0.108286037074829686E+00    0.475681103994583743E+00    0.965122657903217052E+00    0.615529351223721433E+00    0.342638533069749340E+00    0.456620988930255477E-04   -0.789631790614419771E+01    0.611583565576111798E+01   -0.240135679740331387E+01   -0.742111737944478467E+01    0.209301797917005805E+01   -0.151723330864429706E+01
    0.340414772259773629E-98    0.314442197743710130E+05    0.866475520756303796E-01    0.432073871710414337E+00    0.888362511844503322E+00    0.587458249316277548E+00    0.403837049821842764E+00    0.756989059531730551E-04   -0.798784157333878309E+01    0.627198838431308570E+01   -0.239779284775397095E+01   -0.735669094906400645E+01    0.205436859143690320E+01   -0.155869345687463912E+01
    0.101251394643885072E-97    0.314419870892308245E+05    0.101324290270210851E+00    0.497215450415340376E+00    0.952659211586803556E+00    0.614894867948058921E+00    0.331339127500752617E+00    0.420969015607224647E-04   -0.790344795019245794E+01    0.644137453744110910E+01   -0.249512529399232186E+01   -0.757828620532442709E+01    0.208082763964295436E+01   -0.146145972328899010E+01
    0.130305782070663966E-97    0.314414299028957648E+05    0.935511723643711463E-01    0.452024881055996031E+00    0.897552565740426411E+00    0.584311031302295447E+00    0.381410848466579966E+00    0.726335112988174742E-04   -0.793410600017467349E+01    0.624580581183809969E+01   -0.216945535909982645E+01   -0.717487435361422321E+01    0.212760984315485757E+01   -0.160618642741640416E+01
    0.448677383467330679E-97    0.314389044308189623E+05    0.340689929470679581E-01    0.812991644467559560E+00    0.928824091772079252E+00    0.471081597616171965E+00    0.213752136716991586E+00    0.393890687750798137E-04   -0.828637809260796665E+01    0.675490883348686477E+01   -0.279506965546641517E+01   -0.683964444563512508E+01    0.203493717642984695E+01   -0.179239376493705493E+01
    0.124472468754584395E-96    0.314368110681543985E+05    0.830262019480563357E-01    0.522089149565134192E+00    0.897040708969649714E+00    0.570115104646688797E+00    0.347298463205204910E+00    0.609438710052732664E-04   -0.797946857742697002E+01    0.633638395704620816E+01   -0.227082112391188096E+01   -0.718483516516088905E+01    0.207788676668327899E+01   -0.160162505874655059E+01
    0.364917306244271349E-96    0.314346072641499923E+05    0.914830521489689019E-01    0.475826925380792243E+00    0.918854030828488377E+00    0.585465458273978223E+00    0.369132621512080039E+00    0.633879804776187132E-04   -0.797053516633275017E+01    0.600490644521046502E+01   -0.227097037092055087E+01   -0.718040423942598061E+01    0.206246217308988955E+01   -0.160011657578996802E+01
    0.381172860492839142E-96    0.314344674681617726E+05    0.821473860855470028E-01    0.496624834603261345E+00    0.904814348002040081E+00    0.577367794023493253E+00    0.359311373584225158E+00    0.671823573445838091E-04   -0.799906643357508074E+01    0.626570314856699717E+01   -0.232982676401905220E+01   -0.718650591510222370E+01    0.205932964031165966E+01   -0.159908678878999577E+01
    0.517075877145812189E-96    0.314338049632753682E+05    0.808216054692818126E-01    0.442967737434824316E+00    0.854907204653847286E+00    0.578079626207683828E+00    0.403846067208639858E+00    0.781024176705151225E-04   -0.794590699135775047E+01    0.654388679962468878E+01   -0.223916081996021576E+01   -0.744493420921732429E+01    0.209132699087824303E+01   -0.151042868179324330E+01
    0.654928425400391600E-96    0.314332796590415783E+05    0.689405880828985879E-01    0.609099710297526409E+00    0.928725739324132271E+00    0.549317901387329832E+00    0.300156279808574067E+00    0.522201121516751112E-04   -0.811997128063381268E+01    0.614109394476998993E+01   -0.250162806665611370E+01   -0.695615737956921265E+01    0.201067026614911182E+01   -0.169979390172432132E+01
    0.672865869269700861E-96    0.314331729873594377E+05    0.989595968157551409E-01    0.448896695974783655E+00    0.915705442492892763E+00    0.609777307287178827E+00    0.369555805335277432E+00    0.585473158867902432E-04   -0.787888899314075797E+01    0.640482880449803282E+01   -0.226775861844363247E+01   -0.751611060635335360E+01    0.209856747478472050E+01   -0.146163577698951963E+01
