Nested Sampling Global Log-Evidence           :   -0.258845174108693827E+05  +/-    0.186677691175094890E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.258845174108693827E+05 +/-    0.186677691175094890E+00
Local Log-Evidence   -0.258845174108693827E+05 +/-    0.186677691175094890E+00

Dim No.       Mean        Sigma
   1    0.133509557927595086E+02    0.528043535801221223E-01
   2    0.215719329114517216E+00    0.154483745695157659E+00
   3    0.146157279511039184E+01    0.103238008673827086E+01
   4    0.982037181954814820E+01    0.310911463523562670E+01
   5   -0.204847401008699892E+01    0.126913280181340449E+01
   6   -0.109569206584019718E+01    0.164238938060649886E+01
   7    0.732829888085757775E+00    0.121777116496236154E+00
   8   -0.643319887392440948E+00    0.642347462902567390E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.133568128748625057E+02
   2    0.127860841153023153E+00
   3    0.129340183975598499E+01
   4    0.109238950467251854E+02
   5   -0.300282087002665410E+01
   6   -0.127110688321103771E+01
   7    0.792125150218131124E+00
   8   -0.123798696207871428E+00

MAP Parameters
Dim No.        Parameter
   1    0.133568128748625057E+02
   2    0.127860841153023153E+00
   3    0.129340183975598499E+01
   4    0.109238950467251854E+02
   5   -0.300282087002665410E+01
   6   -0.127110688321103771E+01
   7    0.792125150218131124E+00
   8   -0.123798696207871428E+00
