Nested Sampling Global Log-Evidence           :   -0.274651082058058200E+05  +/-    0.266455025810027113E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.274651082058058200E+05 +/-    0.266455025810027113E+00
Local Log-Evidence   -0.274651082058058200E+05 +/-    0.266455025810027113E+00

Dim No.       Mean        Sigma
   1    0.125542219224050555E+02    0.839357549671501391E-01
   2    0.324642852880865848E-01    0.294911774339200114E-01
   3    0.815807161891405674E+00    0.522429464897953721E+00
   4    0.796719706126665983E+00    0.385915190219218440E-01
   5    0.868392833451060331E+00    0.143665159604790482E+00
   6    0.121019585499686277E+01    0.467935622119749928E+00
   7    0.107596792646215960E+02    0.256554415201079733E+01
   8   -0.218868305487018855E+01    0.112028020137599049E+01
   9   -0.109450579047041652E+01    0.159559862155983145E+01
  10    0.584954588485838367E+00    0.589944195167590238E-01
  11   -0.617344238053211369E+00    0.615654375956987132E+00
  12    0.117179911106508805E+01    0.554092617181464298E+00
  13    0.956491442918721546E+01    0.287549825500490064E+01
  14   -0.243791122041062280E+01    0.996044724850084107E+00
  15   -0.106808039260931653E+01    0.162869645820660902E+01
  16    0.120827310248874542E+01    0.753666734455880061E-01
  17   -0.618609471350717532E+00    0.624103071685330968E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.125910378071840245E+02
   2    0.287291079109547633E-01
   3    0.118648176255696036E+01
   4    0.818387430581625996E+00
   5    0.851924562597691781E+00
   6    0.111547909941551193E+01
   7    0.752476996747625737E+01
   8   -0.194180608750915829E+01
   9    0.100013449937451782E+01
  10    0.541216021670330227E+00
  11    0.287521930740591625E+00
  12    0.673025106672857865E+00
  13    0.148123527416466239E+02
  14   -0.188129607507913210E+01
  15   -0.224914416403982642E+01
  16    0.127421365942637843E+01
  17   -0.139177018373258554E+01

MAP Parameters
Dim No.        Parameter
   1    0.125910378071840245E+02
   2    0.287291079109547633E-01
   3    0.118648176255696036E+01
   4    0.818387430581625996E+00
   5    0.851924562597691781E+00
   6    0.111547909941551193E+01
   7    0.752476996747625737E+01
   8   -0.194180608750915829E+01
   9    0.100013449937451782E+01
  10    0.541216021670330227E+00
  11    0.287521930740591625E+00
  12    0.673025106672857865E+00
  13    0.148123527416466239E+02
  14   -0.188129607507913210E+01
  15   -0.224914416403982642E+01
  16    0.127421365942637843E+01
  17   -0.139177018373258554E+01
