    0.128796215839580146E+02    0.176626132023130655E+00    0.984851375487776126E+00    0.849814610450961405E+00    0.103221621999040294E+00   -0.823840874568795151E-03   -0.412398874658394288E+01    0.426254649412145703E+01    0.218068008878804953E+00   -0.751149603644506225E+00    0.612739677232979174E+00    0.145390627025952845E+00   -0.274182312405747543E+05
    0.129070462489724225E+02    0.257986776743587554E+00    0.409183605621151858E+00    0.897399553823190699E+00    0.756427639638063750E-02   -0.542538388861429563E-03   -0.443328819811911590E+01    0.534227804414461360E+01   -0.818540576335409220E+00   -0.237669446612240165E+01    0.781911820578142458E+00   -0.697224225289845290E+00   -0.274168766013334935E+05
    0.127651275546266074E+02    0.277814763531660847E+00    0.110511864740072546E+00    0.796813599215037249E+00    0.728606665209136500E-01   -0.119705529302619081E-02   -0.437267122697068089E+01    0.405176698339155905E+01    0.157268263568001121E+01   -0.451895409345957066E+00    0.635926540957764574E+00   -0.407790205624839253E+00   -0.274130986034423113E+05
    0.129696299093293277E+02    0.276679923128980487E+00    0.534223661987047738E+00    0.910288844058078972E+00    0.349310332705018503E-01   -0.118271131881816233E-02   -0.452102307512424595E+01    0.446835583055017160E+01    0.192795631308018844E+01    0.791623703627331921E+00    0.707336103694307772E+00    0.365502046620843402E+00   -0.274128040654094038E+05
    0.127534686269323299E+02    0.253263081271295709E+00    0.120854524035256183E+01    0.840485467387334872E+00    0.801678924916318925E-01   -0.144361880852761186E-02   -0.396088375127683534E+01    0.412380461925610220E+01    0.107371139825599116E+01   -0.190107484867025756E+01    0.544999417551583987E+00   -0.691202550948326833E+00   -0.274122396493688175E+05
    0.128503809087073133E+02    0.282847441005242506E+00    0.163896474820516325E+01    0.857725013782897006E+00    0.470282648253914498E-01   -0.156178170989771346E-02   -0.407141837125777339E+01    0.496400090253204063E+01    0.178481822797943224E+01   -0.183898899925773818E+01    0.600228114581325412E+00    0.108664564465261293E+00   -0.274119239781122524E+05
    0.127469316355302098E+02    0.337281295362483191E+00    0.174268464646551280E+01    0.789095961560422166E+00    0.273469720811468642E-01   -0.154192478473718503E-02   -0.394841344021707918E+01    0.442377550289730337E+01    0.128153488786113545E+01   -0.523856533214183351E+00    0.550297585671728817E+00   -0.122155080563223883E+00   -0.274118547695313282E+05
    0.128592666080451075E+02    0.331617173734569726E+00    0.380777445091827704E+00    0.897911593991573831E+00    0.213902672947846074E-01   -0.136858752417963990E-02   -0.392811083098643365E+01    0.394956506481552339E+01    0.110505496804774150E+01   -0.110917960898311874E+01    0.527862178489356682E+00   -0.527227333062629810E-02   -0.274111012082699817E+05
    0.128704803145599662E+02    0.294965427569482297E+00    0.189343334917737294E+01    0.851215749059539117E+00    0.268375851578270229E-01   -0.115004509040624731E-02   -0.382361858729827286E+01    0.456515462882036438E+01    0.386951260049359202E+00   -0.649711291220449016E+00    0.510257245083113764E+00   -0.653962272414996937E+00   -0.274107534575371537E+05
    0.130020633280053648E+02    0.254365668076073970E+00    0.324653046319874128E+00    0.862567636637239232E+00    0.444358853125507158E-01   -0.145858990707853180E-02   -0.424272765334416313E+01    0.484218798813889606E+01    0.136181052820050930E+01    0.872905834442874617E+00    0.655054294132887294E+00    0.732304583785925445E-03   -0.274105399313750022E+05
    0.129416240309764810E+02    0.248002414148660477E+00    0.142044444182136576E+01    0.844254705078831269E+00    0.508962410730368978E-01   -0.124576626075813442E-02   -0.398125543167870344E+01    0.411746048442987522E+01    0.104487400881544135E+01    0.808664746766803777E+00    0.526450437625239132E+00   -0.105943120825988002E+00   -0.274095110916012018E+05
    0.129603365879178121E+02    0.240764751380984077E+00    0.153230624980041208E+01    0.883639163407231920E+00    0.140683621272469240E-01   -0.123899666960360262E-02   -0.443930683066417231E+01    0.421552623403501414E+01    0.133955304540575160E+01   -0.220103916649019604E+01    0.701449910349740358E+00   -0.713376895331733429E+00   -0.274093221171272889E+05
    0.128120626753248388E+02    0.334085829256188571E+00    0.523140694505854542E+00    0.857770361095948508E+00    0.188821741623573687E-01   -0.145751689678933101E-02   -0.416586351923065656E+01    0.447336137588989757E+01    0.163484384581522768E+01    0.453951199584418763E+00    0.572125458382600538E+00   -0.252271895877336227E+00   -0.274091911988283537E+05
    0.129545916129092937E+02    0.243892535582026504E+00    0.146632777510157375E+01    0.842197377502203581E+00    0.254871503201790639E-01   -0.108542004209523021E-02   -0.396266148436675625E+01    0.385890573690554062E+01    0.756044218895389086E+00    0.791798949585810430E+00    0.509711252162529105E+00   -0.137705254752277195E+01   -0.274088166781940927E+05
    0.128824263406119233E+02    0.396632648727068771E+00    0.127507599045895126E+01    0.815557190558728995E+00    0.143154566481549592E-01   -0.147865731902597358E-02   -0.415861069537067962E+01    0.408351546468366511E+01    0.128452692240141886E+01   -0.294746751724345835E+00    0.595471489767464002E+00   -0.178664802781354748E+01   -0.274084947068610345E+05
    0.128588713185659937E+02    0.361510169729536368E+00    0.759425278858468888E+00    0.798890221776650034E+00    0.392186323156775308E-03   -0.116678824012702957E-02   -0.388444997256782987E+01    0.436336663252382539E+01    0.602445363282138935E+00   -0.239755763046978476E+01    0.520214536044402154E+00   -0.709275438355081445E+00   -0.274083935107705292E+05
    0.127509249311617339E+02    0.340221668577130543E+00    0.865326529310864401E+00    0.816095003615671333E+00    0.343335211409504029E-01   -0.171303637674129726E-02   -0.398830350299963143E+01    0.452826273304797233E+01    0.125110632406586397E+01   -0.259685865341209832E+01    0.566458348972938119E+00   -0.997531943270594912E+00   -0.274082788132975693E+05
    0.128257322045975641E+02    0.225157219853055895E+00    0.125556146531231927E+01    0.844898064967720464E+00    0.165894050819242293E-01   -0.148550417112429389E-02   -0.434923776700384845E+01    0.358745404539816981E+01    0.179140271571608345E+01   -0.241422594576632799E+01    0.606558984013038982E+00   -0.537603206765578046E+00   -0.274081529896592365E+05
    0.129021940184495989E+02    0.322493909833049652E+00    0.110005708259461099E+01    0.804766822660591075E+00    0.652049001397051464E-01   -0.167946434656313613E-02   -0.418272881898914228E+01    0.446589185364572749E+01    0.147330883138384205E+01   -0.106162414867711274E+01    0.611012019138646778E+00   -0.761055013362732069E+00   -0.274080935489265103E+05
