

    0.142198746584152493E-98    0.173201756588783501E+05   -0.329523956674563578E+00   -0.747380164752710741E+00    0.575031636440839122E+01   -0.266221668697423430E+01   -0.420131658894539761E+01    0.899013674997413914E+00   -0.158326573922438429E+01
    0.192284259547590531E-98    0.173195654940261957E+05   -0.409488147398221258E+00   -0.388828035738508504E+01    0.875796544913165675E+01    0.118998987203796514E+01   -0.656492679515339361E+01    0.302875346528249345E+01   -0.159484842181518949E+01
    0.200034007007410693E-98    0.173194798021765018E+05   -0.887102647923939003E+00   -0.262441140489040414E+01    0.124566856352018327E+02    0.184368997467492157E+01   -0.196791071911576054E+01    0.174014115126822810E+01   -0.119133186995959006E+01
    0.669807739229079176E-98    0.173170561288544341E+05   -0.447651965544579866E+00   -0.627616525898973876E+00    0.803688180325139712E+01   -0.217098109932344707E+01   -0.813234210537685343E+01    0.930795779756399044E+00   -0.117232734268271210E+01
    0.944687993060975606E-98    0.173163617342036232E+05   -0.423958877125220290E+00   -0.595517627618204592E+01    0.146630138322134016E+02    0.242358643761618620E+01   -0.825452347684187515E+01    0.239839457622920316E+01   -0.126329758451393048E+01
    0.126935620850862358E-97    0.173157642466937832E+05   -0.347980688401314353E+00   -0.133335367688647999E+01    0.144243295378385064E+02   -0.333090099477950652E-01   -0.929594971882949750E+01    0.121358398885681673E+01   -0.100988497081248907E+00
    0.509164051150393981E-97    0.173129793995670952E+05   -0.503382459391442438E+00   -0.404778327912223279E+01    0.116075921318840294E+02    0.230485939288913588E+01   -0.212720374419700509E+01    0.175354899028532429E+01   -0.631627893086375014E+00
    0.608433889758992848E-97    0.173126164969075980E+05   -0.424512842480941011E+00   -0.851048880698874477E+01    0.110374310183505706E+02    0.252716821041242046E+01   -0.295355921694116219E+01    0.341053111992068958E+01   -0.123965203649491573E+01
    0.678606047447002709E-97    0.173123915252368497E+05   -0.429337187865558967E+00   -0.530036074741615870E+01    0.426639260559027456E+01    0.158987065800915772E+01   -0.818950829889156573E+01    0.310992553797802707E+01   -0.805526391663558772E+00
    0.291989132176479165E-96    0.173094663367461180E+05   -0.316765337473931652E+00   -0.131069451043468277E+01    0.120155266824749063E+02    0.709744743509463483E+00   -0.505148695309765738E+01    0.106124486241592875E+01    0.438164096799168234E+00
    0.507977159246490334E-96    0.173083522302765450E+05   -0.478822232833810091E+00   -0.254350278761901194E+00    0.108356568443693995E+02   -0.965192161126136927E+00    0.258901290105924886E+00    0.672722848952424624E+00   -0.996326992796491395E+00
    0.838657086038993317E-96    0.173073428327678957E+05   -0.395105077774242197E+00   -0.312972312279349296E-01    0.114873215884546482E+02   -0.191947361622830304E+01   -0.501918112290505558E+01    0.915432844856147510E+00   -0.167592761830708281E+01
    0.920085599283264128E-96    0.173071508364952933E+05   -0.818589357281767072E+00   -0.691718299306049200E+01    0.142250367600104184E+02    0.291253523961689709E+01   -0.122350352687072572E+01    0.248926482397030924E+01   -0.793929389382710737E+00
    0.102129004002339676E-95    0.173069354595408877E+05   -0.981573155560272248E+00   -0.508261210218523285E+01    0.813021549295025281E+01    0.212913945688608308E+01    0.620640751737285612E+00    0.271292030453392563E+01   -0.964273681947656058E+00
    0.265701550050743219E-95    0.173050165190196276E+05   -0.362527593595406650E+00   -0.506172256395238040E+01    0.952067884734461778E+01    0.171077167043171485E+01   -0.638400436133167304E+01    0.282892629349296509E+01    0.266664516719186118E-01
    0.319726482491567735E-95    0.173046396679499740E+05   -0.477290912418101954E+00   -0.256104913757409847E+00    0.739546808398527400E+01    0.144212632161131005E+00    0.407954980497930109E+00    0.555592702089373947E+00   -0.164459437061625291E+01
    0.437391044014377928E-95    0.173040062777944077E+05   -0.519707881798990634E+00   -0.732581264335971483E+00    0.962213752961707058E+01   -0.359061654395076424E-01   -0.759774914553133662E+01    0.973967080988007217E+00   -0.151402119900329013E+01
    0.510891415201754378E-95    0.173036889522469792E+05   -0.356716959997053884E+00   -0.377267058572889091E+01    0.881236526250020269E+01    0.251932191632632918E+01   -0.360666441113795067E+01    0.200634130713110981E+01    0.233034120728363714E+00
    0.761116160720722847E-95    0.173028850277492893E+05   -0.445290383210753760E+00   -0.348662082937193940E+01    0.706655219509667720E+01    0.128899096389982581E+01   -0.594227978868599216E+01    0.279249965865274064E+01   -0.623501024280299632E+00
    0.854182324543378714E-95    0.173026476437278980E+05   -0.584179221876251376E+00   -0.522325239506965833E+01    0.447532461503432799E+01    0.260458921964742185E+01   -0.393357786652901176E+01    0.209914222407926898E+01   -0.506808191040484246E+00
    0.931497816363797648E-95    0.173024676787011522E+05   -0.406976089683709574E+00   -0.505426954284315055E+01    0.572122263558911470E+01    0.159834083413819084E+01   -0.183629139350249737E+01    0.297735598553005154E+01    0.771327561084089730E-02
    0.237091359593050815E-94    0.173005925384394031E+05   -0.638761933125059578E+00   -0.435053405931068493E+01    0.869967830946715281E+01    0.167099803849323347E+01   -0.553724146422617913E+01    0.283058481269669571E+01   -0.423142318025176323E+00
    0.265694618733392314E-94    0.173003580676746933E+05   -0.381607243667168916E+00   -0.572667596382388489E+01    0.933882864003218138E+01    0.234294418579454611E+01   -0.349753032333784120E+01    0.244876540035355372E+01   -0.133525614284048855E+01
    0.270700916306726672E-94    0.173003140670436769E+05   -0.347069184672625042E+00   -0.920292567008671014E+00    0.114051091625775385E+02   -0.994383309441051910E+00   -0.515291869157571192E+01    0.104877086053419810E+01   -0.660026882542488647E+00
    0.450083660875515396E-94    0.172992905625830608E+05   -0.291012685383914338E+00   -0.455016542770911414E+00    0.364003038541368085E+01   -0.472371837851587095E+00   -0.953697897127999283E+01    0.631754324589931970E+00   -0.724035698512389025E+00
    0.888648218961790887E-94    0.172979233599674844E+05   -0.453174287211830951E+00   -0.280014963508206538E+01    0.944036169006441384E+01    0.118806601396137168E+01   -0.638079135444606038E+00    0.205412814670164545E+01   -0.583582190723559435E-01
    0.941137754498137873E-94    0.172978019171658634E+05   -0.496398607762113642E+00    0.168349372732771840E+00    0.844916297515055348E+01   -0.350838156930746869E+01   -0.870535908781574364E+01    0.772558220600125356E+00    0.105429329942779759E+00
    0.102831346215084828E-93    0.172976180788925303E+05   -0.382241925568469476E+00   -0.269820159272511439E+01    0.336975425594585332E+01    0.116371113865192566E+01   -0.500528877565217112E+01    0.220490035782346228E+01   -0.755854002679763548E+00
    0.132791419796486508E-93    0.172971000334375130E+05   -0.793937082258471705E+00   -0.101371072378360516E+01    0.546620505006469415E+01    0.175704429882707469E+01   -0.278005364104941943E+01    0.826124255697592735E+00   -0.145514438018193792E+01
    0.139024785385568406E-93    0.172970016215620999E+05   -0.397800244175913420E+00   -0.457382201362380503E+01    0.818104357088813217E+01    0.227246689168323801E+01   -0.287561760954956114E+01    0.214456574931274790E+01    0.439543664588597061E+00
    0.318062887497196067E-93    0.172953397611088512E+05   -0.710615917909258599E+00   -0.485913227701653305E+01    0.872340351324815799E+01    0.212087757494669749E+01   -0.865048275961941826E+01    0.271496650020750696E+01   -0.132048730343660603E+00
    0.480447224637656463E-93    0.172945081579112557E+05   -0.568945277287109086E+00   -0.589688575268947801E+00    0.137550007049830825E+02    0.429123222002204763E+00   -0.156810879352885024E+01    0.957898166307137977E+00   -0.168740872984518009E+01
    0.641950120353239104E-93    0.172939219048077866E+05   -0.504373691164682114E+00   -0.647556628962348668E+00    0.631802591081162124E+01   -0.398657223159062823E+00   -0.179293249542149091E+01    0.817753101708186048E+00   -0.164738591135525891E+01
    0.236119430453301970E-92    0.172913104136916445E+05   -0.531829936939725911E+00   -0.118729062593934387E+01    0.385431692799954018E+01    0.744143200162431739E+00   -0.849761308778172264E+01    0.107767831803025427E+01   -0.109807161755280980E+01
