

    0.103927298929992880E-98    0.162820058129688587E+05    0.250675494614134631E+00    0.250111865887700617E-01    0.109932946733436099E+01    0.115731205666365869E+00    0.125268361049366110E-01    0.149668292475464465E-03   -0.470555227436484191E+01    0.136470924659432953E+02   -0.206463846765086156E+01   -0.806619802971090394E+01    0.193741102028277279E+01   -0.401629059089995577E+00   -0.588416032304193592E+01    0.334624081317928157E+01   -0.114638952415493822E+01   -0.302880746500238640E+01    0.130320510983257853E+01   -0.112748817372775090E+01
    0.104279668870508287E-98    0.162819687403230946E+05    0.230674951334700340E+00    0.219656161359271934E-01    0.933089073324166907E+00    0.131978831773795185E+00    0.228629071362109852E-01    0.150797386330523006E-03   -0.457840361833457266E+01    0.142516913610065536E+02   -0.217988879543943437E+01   -0.831416613735795806E+01    0.207776881944901604E+01   -0.691873336838753072E+00   -0.569190573787972998E+01    0.371069206299558552E+01   -0.646528580422693899E+00   -0.224948285564249506E+01    0.132179530149215241E+01   -0.116756545102125520E+01
    0.119101219998082380E-98    0.162816726426805672E+05    0.203748244923536936E+00    0.631230749914314104E-01    0.106620956563868807E+01    0.115341723190899567E+00    0.270359583981350272E-01    0.147860575250163866E-03   -0.456330012200207857E+01    0.112663709210246630E+02   -0.281405973192630832E+01   -0.905886821859353653E+01    0.212125970192824465E+01   -0.101169969255969816E+01   -0.608477932801317500E+01    0.441447842797988699E+01   -0.876933025799408128E+00   -0.313417722769401852E+01    0.157552840643876602E+01   -0.113195249840259038E+01
    0.187934954579470529E-98    0.162807300952564674E+05    0.224227970303429031E+00    0.239343613066469799E-01    0.835537704165550843E+00    0.131934099929393811E+00    0.346934496119562508E-01    0.143814641419209713E-03   -0.450372991111123167E+01    0.133578506657675931E+02   -0.223495607424893405E+01   -0.814887483905280874E+01    0.192791922431724183E+01   -0.810945853026057817E+00   -0.558868762141541975E+01    0.234899120542141659E+01   -0.469209348735437182E+00   -0.159242425833006251E+01    0.132174395958499979E+01   -0.118405803339216686E+01
    0.493136497430573276E-98    0.162787704120459784E+05    0.229774153282820581E+00    0.601527004890308192E-01    0.967519443619780040E+00    0.111680456746861556E+00    0.220898602667345574E-01    0.137804611681961264E-03   -0.459285989626953839E+01    0.123054682626791134E+02   -0.241437025817589568E+01   -0.873696672885865233E+01    0.208691249743882334E+01   -0.838050037828821370E+00   -0.589295346861187674E+01    0.361374508254931204E+01   -0.762180638522899745E+00   -0.299911253740108741E+01    0.157072328807888817E+01   -0.979852640213132675E+00
    0.761652588960241376E-98    0.162778706999657788E+05    0.194877619666742774E+00    0.850639965472513304E-01    0.102339527926779628E+01    0.110737057902560859E+00    0.282357049396849795E-01    0.137486883198081433E-03   -0.456510464421096085E+01    0.107333276136723690E+02   -0.289510857607125782E+01   -0.809437785662094100E+01    0.200618367735681513E+01   -0.126157488907006887E+01   -0.624285475095835629E+01    0.513046931639097892E+01   -0.550866280091177885E+00   -0.244618262569163036E+01    0.176524691217738461E+01   -0.114955955654891140E+01
    0.882655623202404623E-98    0.162775455077652587E+05    0.124963160702643378E+00    0.489590845392167615E-01    0.947761903351300172E+00    0.137519425833480091E+00    0.421012421574568849E-01    0.182790752951846302E-03   -0.433779813950062287E+01    0.129341488264605573E+02   -0.278148324005717207E+01   -0.798860678806714120E+01    0.184529104145704892E+01   -0.127874159163130763E+01   -0.567722525867273031E+01    0.568177631600895339E+01   -0.185908122499689021E+00   -0.156865024193342073E+01    0.138711498917814535E+01   -0.145314207543041052E+01
    0.109837437162927795E-97    0.162770779019251731E+05    0.209353252337056012E+00    0.554549730517103490E-01    0.970045292694642569E+00    0.112517539419620421E+00    0.194456722704936108E-01    0.153176495233433186E-03   -0.467126033368260796E+01    0.137041400108969000E+02   -0.205498798578333197E+01   -0.762188786862831780E+01    0.193066130305289629E+01   -0.649075868835987446E+00   -0.559701476145382859E+01    0.469794783257817983E+01   -0.724674837327908605E+00   -0.293218607529691067E+01    0.145023080237442681E+01   -0.106336995418468927E+01
    0.125657665765491233E-97    0.162767784792103175E+05    0.165904025276762457E+00    0.740809457160011980E-01    0.935588299194763939E+00    0.129791658312587516E+00    0.173378394160597429E-01    0.159512689519847252E-03   -0.434525028667267055E+01    0.143023217652977159E+02   -0.256833264016052754E+01   -0.756783571527888022E+01    0.192985909625747887E+01   -0.110069811110728644E+01   -0.618032097586026996E+01    0.634558109516168400E+01   -0.205653464921811135E-01   -0.154899761030359784E+01    0.155388876616327432E+01   -0.125231447204591895E+01
    0.135287886049879592E-97    0.162766004887276904E+05    0.236820628196252631E+00    0.554382110850844406E-01    0.812424490770004559E+00    0.114737091211462958E+00    0.296643591378728880E-01    0.129002792483732008E-03   -0.456005000043287012E+01    0.128250463798799466E+02   -0.210360494878860793E+01   -0.869673334498997264E+01    0.204563318584468323E+01   -0.648592299416294482E+00   -0.555517715939809165E+01    0.217977098250774715E+01   -0.642963240226269939E+00   -0.280786787727295550E+01    0.144859096651840913E+01   -0.905033361654054680E+00
