    0.134316290786584389E+02    0.324129498733528476E+00   -0.408273330550745417E+01   -0.312853586728058253E+05
    0.134868088948913893E+02    0.999773606665287085E-01   -0.391150600487327615E+01   -0.312847664834861826E+05
    0.135635585926499846E+02    0.977857948630501822E-01   -0.396059784381845503E+01   -0.312841555091387017E+05
    0.133546437925691883E+02    0.124308944596652676E+00   -0.372779201111221870E+01   -0.312820020536120755E+05
    0.136006815850253453E+02    0.101985263065006285E+00   -0.387542949502723122E+01   -0.312819705116354235E+05
    0.133430320909710627E+02    0.174834893517914508E+00   -0.384120016045871804E+01   -0.312818476092463825E+05
    0.135162007019819814E+02    0.240519112974739352E+00   -0.386295450290307851E+01   -0.312815977585553774E+05
    0.135525269080348831E+02    0.224889301839788225E+00   -0.397277696097715172E+01   -0.312815965676640153E+05
    0.134192498087517933E+02    0.223554126059749225E+00   -0.399352477951613061E+01   -0.312815282579108425E+05
    0.135948023233120896E+02    0.160264869994517778E+00   -0.392976079998691752E+01   -0.312815171261020041E+05
    0.134887312794501018E+02    0.274584750848402503E+00   -0.390518813398064779E+01   -0.312814360729518303E+05
    0.133430547325267632E+02    0.296046419705468855E+00   -0.373753130098720110E+01   -0.312813589788022873E+05
    0.133224178350420974E+02    0.154006055777881817E+00   -0.374627464136438615E+01   -0.312812258789154948E+05
    0.132303283011532340E+02    0.251345584792585008E+00   -0.377687739751446827E+01   -0.312811218080762519E+05
    0.132771447721810905E+02    0.346483873377325724E+00   -0.389411531726619398E+01   -0.312811008891614147E+05
    0.134634092354021710E+02    0.204737645594839229E+00   -0.400298490119480910E+01   -0.312810943073828021E+05
    0.134488058299039963E+02    0.293378676400411709E+00   -0.399182876880409765E+01   -0.312810759069986962E+05
    0.135559261821194337E+02    0.210950661106689724E+00   -0.396746185200968071E+01   -0.312810167364897097E+05
    0.133034504327407905E+02    0.336866582803401760E+00   -0.391959058150770989E+01   -0.312809289477332459E+05
    0.134430674197810625E+02    0.164558093895888630E+00   -0.371131834981708586E+01   -0.312809090864075588E+05
    0.135806996947851477E+02    0.140551343821165881E+00   -0.385916641165695662E+01   -0.312808951043863344E+05
    0.135258621472589002E+02    0.158305482179306539E+00   -0.377855704449791663E+01   -0.312808844995254076E+05
    0.134434739745085992E+02    0.207119198321625064E+00   -0.398604755958467916E+01   -0.312808465908461658E+05
