Nested Sampling Global Log-Evidence           :   -0.268387210019993545E+05  +/-    0.182370780991250370E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.268387210019993545E+05 +/-    0.182370780991250370E+00
Local Log-Evidence   -0.268387210019993545E+05 +/-    0.182370780991250370E+00

Dim No.       Mean        Sigma
   1    0.124327708471016951E+02    0.337124756428460529E-01
   2   -0.853039308701668730E+01    0.106252848294441393E+01
   3    0.893532173263615981E+01    0.349675730933855533E+01
   4   -0.349627038535464729E+00    0.159068872473721434E+01
   5   -0.410292712713725205E+01    0.309789523771346520E+01
   6    0.107829205611934031E+01    0.416403860967707540E+00
   7   -0.764622572585733074E+00    0.730473924578031064E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.124329692501381288E+02
   2   -0.828485816152022458E+01
   3    0.125195073590929056E+02
   4   -0.214816023393296884E+01
   5    0.828970767818976384E+00
   6    0.146542336170327769E+01
   7   -0.537453668192922285E+00

MAP Parameters
Dim No.        Parameter
   1    0.124320337813921213E+02
   2   -0.719259500896566273E+01
   3    0.148573134034459287E+02
   4    0.253370400298912113E+00
   5   -0.306787047178028249E+01
   6    0.118032993644558770E+01
   7   -0.126243054941275701E+01
