Nested Sampling Global Log-Evidence           :   -0.258313206201778303E+05  +/-    0.220642256959117156E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.258313206201778303E+05 +/-    0.220642256959117156E+00
Local Log-Evidence   -0.258313206201778303E+05 +/-    0.220642256959117156E+00

Dim No.       Mean        Sigma
   1    0.112626299580401623E+01    0.178848805945049116E-02
   2   -0.152386161274146859E+01    0.102533613917355670E+01
   3    0.650983760848150705E+01    0.311850852950804436E+01
   4    0.114316736452841994E+01    0.148015601469051838E+01
   5   -0.449216994687269366E+01    0.310130597849108103E+01
   6    0.115701943218486991E+01    0.344446148297790244E+00
   7   -0.379482694120981234E+00    0.618174807732718490E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.112547388359429057E+01
   2   -0.154727504743419431E+01
   3    0.535703443078151587E+01
   4    0.171813411800291949E+01
   5   -0.569466792748971073E+01
   6    0.117328027323103989E+01
   7   -0.536833644494103090E+00

MAP Parameters
Dim No.        Parameter
   1    0.112547388359429057E+01
   2   -0.154727504743419431E+01
   3    0.535703443078151587E+01
   4    0.171813411800291949E+01
   5   -0.569466792748971073E+01
   6    0.117328027323103989E+01
   7   -0.536833644494103090E+00
