

    0.102529901102576794E-98    0.554367845032456753E+05    0.137154036912657400E+02    0.157187698869641929E+00    0.724179234448980358E+00    0.641610735270001564E+00    0.273231645221120423E+00    0.153668087304512774E-03   -0.538520868379991491E+01    0.451245277705094949E+01   -0.466222599520900616E+00   -0.949254767631995566E+00    0.948899301435969456E+00   -0.314916070384171798E+00   -0.836659598304819241E+01    0.974963559936417923E+01   -0.162182695541016364E+01   -0.191258391784811654E+01    0.952314629473771102E+00   -0.159170819083274706E+01
    0.131246380241629431E-98    0.554362866595499363E+05    0.128875591602464130E+02    0.774576201291855448E+00    0.117916220202933553E+01    0.517920003949505214E+00    0.711640930536137306E+00    0.318965760634671452E-04   -0.545176769397236161E+01    0.117388643053599040E+02    0.145354187799155987E+01   -0.633615249669744696E+00    0.202821669241980551E+01   -0.466556182456499657E+00   -0.869779983509670451E+01    0.978026459248903102E+01   -0.213569097947091890E+01   -0.931247172553653524E+00    0.944011474642707737E+00   -0.179331057227076629E+01
    0.165066686188092569E-98    0.554358241130919632E+05    0.122038524446026404E+02    0.820397510529721763E+00    0.602590640144048284E+00    0.985829042350764961E+00    0.361293596254352756E+00    0.200360822458266002E-03   -0.933399627984266544E+01    0.102904479780393032E+02   -0.139822064448235084E+01    0.691517372887640924E+00    0.282065875133473165E+01   -0.143475648976968051E+01   -0.710423393088005994E+01    0.678967134344057843E+01   -0.184010928313746613E+01   -0.312109469979549470E+00    0.556846887729345874E+00   -0.117530179999049578E+00
    0.186690334989808166E-98    0.554355739096306716E+05    0.108821944331768492E+02    0.300656137049750138E+00    0.110237147646876824E+00    0.963907176730771642E+00    0.127874314788293919E+01    0.312290933502550332E-03   -0.158973628838048597E+01    0.492501788340685565E+01   -0.231903085929172637E+01   -0.525650735345107201E+00    0.823675274064739504E+00    0.253059674195655671E+00   -0.839748877933205584E+01    0.101335030103054926E+02   -0.280645737123842887E+01   -0.155619921376297299E+01    0.269508015548598667E+01    0.968498120028691289E-01
    0.192045831878759464E-98    0.554355133440914069E+05    0.106461481955887045E+02    0.528556006167171688E+00    0.137148946824214057E+01    0.500364414974805216E+00    0.151251960496241922E+01    0.318243134455635382E-03   -0.256613625786255906E+01    0.109814229781848134E+02   -0.206971966469719604E+00   -0.278566840721797293E+01    0.130797896667789582E+01   -0.991863876295213664E-01   -0.931815070944294632E+01    0.536773012925227988E+01    0.164981546278511271E+01   -0.467417543834204974E+00    0.135304929701512666E+01   -0.142599859760594860E-01
    0.199562462396780360E-98    0.554354325576297997E+05    0.125568029848204574E+02    0.715051705684732530E+00    0.184393258918616665E+01    0.297397817121531405E+00    0.668014790278879778E+00    0.252060067840869609E-03   -0.772121869836195884E+01    0.236061643143392041E+01    0.540667620078546296E+00   -0.366851640541579815E+00    0.124954087431865468E+01   -0.384142549443895920E+00   -0.596529914536601957E+01    0.531750969418184738E+01    0.272901097774613799E+00   -0.116645490921561490E+01    0.116886722938445997E+01   -0.959810099484655010E+00
    0.209156785453936220E-98    0.554353346439131710E+05    0.123110676465997813E+02    0.357836229927723903E+00    0.778654540312829324E+00    0.866686019630689586E+00    0.506057972917454912E+00    0.450110858459670847E-03   -0.822341725924562006E+01    0.254401095791203513E+01    0.671290545768707503E+00   -0.894531904679475520E+00    0.100703490048481115E+01   -0.980251039761597331E+00   -0.699696075355476488E+01    0.104313852459714305E+02    0.155094179974011315E+01   -0.257608037481619156E+01    0.136361783310896101E+01   -0.173723351979776774E+01
    0.231763558266507991E-98    0.554351253767807357E+05    0.116652904896379894E+02    0.482526264091257540E+00    0.185909151457843236E+01    0.106442309436652427E+01    0.514306320625297353E+00    0.209426767683994767E-03   -0.760707485564483932E+01    0.348928215236050665E+01    0.121111384738788264E+01   -0.174769714860338610E+01    0.290607338136717797E+01   -0.814137450949226071E+00   -0.936320008259553127E+01    0.953879641835268188E+01   -0.292300283225025659E+01   -0.149582938533375276E+01    0.193393401446488289E+01   -0.170375185888967695E+01
    0.269976798989040242E-98    0.554348161401426260E+05    0.125810692613033588E+02    0.125129254556867638E-01    0.101168718433788629E+01    0.138552989203782539E+01    0.205175596920353920E+00    0.272928473700779367E-03   -0.722265239362191025E+01    0.342899925690589713E+01   -0.111058978447062406E+01    0.510724074989298060E+00    0.168074024203996131E+01   -0.781651785773500585E-01   -0.806951614162560560E+01    0.131063982153759255E+02    0.178233850301628749E+00   -0.961237579599812264E+00    0.211801932504671608E+01   -0.790910866288083936E+00
    0.287525704801168949E-98    0.554346861876654075E+05    0.114602966207740504E+02    0.173020930304500525E+00    0.110700007155974922E+01    0.909429972466894831E+00    0.153251020377501801E+01    0.314094216813114234E-03   -0.895698461343635088E+01    0.816821767332693227E+01    0.108812470202467981E+01   -0.191511802515695040E+01    0.112964194156451958E+01   -0.603934234649053048E+00   -0.757390335169465434E+01    0.132598191398966421E+02    0.633856111747037154E+00    0.348063965050440238E-01    0.178393577871929110E+01    0.232177957370855115E+00
    0.297391990656523926E-98    0.554346147099890004E+05    0.115155429414329813E+02    0.140584241243868968E+01    0.557213132550810397E+00    0.160464335010355647E+00    0.691408749748836371E+00    0.335611883223806845E-03   -0.585132001847667205E+01    0.902038150620174051E+01   -0.239727314489380028E+01   -0.257746126121590091E+00    0.168765144050821503E+01   -0.752050185235236590E+00   -0.659242297118722131E+01    0.323087978587717872E+01   -0.175638490524939961E+00   -0.180202425575687664E+01    0.136628742467696829E+01   -0.611423187226008080E+00
    0.302430914357668584E-98    0.554345771064556975E+05    0.128440127504726327E+02    0.368567152142156962E+00    0.195636042123748632E+01    0.415432310971058316E+00    0.275762490828825313E+00    0.235186611000030594E-03   -0.532249979595209766E+01    0.372112914513274973E+01    0.417901749564272951E+00   -0.147331748927967832E+01    0.268359536736846360E+01   -0.130830059201440285E+01   -0.806052492692154310E+01    0.990637781914623972E+01    0.901960140780295738E+00    0.179977458375972788E+00    0.713437357220262136E+00   -0.623710168870128534E-02
    0.534843760933690201E-98    0.554334328628566800E+05    0.114375848621963012E+02    0.228872239800573390E+00    0.767973467879994764E+00    0.836191639534810793E+00    0.866292890392591164E+00    0.378137370582370090E-03   -0.563589568729230539E+01    0.491296413120183217E+01    0.176696075289408050E+01   -0.193542461586041870E+01    0.176925558659466242E+01    0.162660355356998299E+00   -0.695886969847341863E+01    0.829349470423263035E+01    0.160187881535969190E+00   -0.239750909571194759E+01    0.600935051202590609E+00   -0.811881234465015922E+00
    0.583989142608132664E-98    0.554332530474114319E+05    0.128382247356186880E+02    0.604303663610797695E-02    0.117610653219954275E+01    0.764173407164690732E+00    0.105700913506334393E+01    0.143038597580797734E-03   -0.786521609529951338E+01    0.469382896485853252E+01   -0.215400254429170879E+01   -0.157610468507884671E+01    0.144094438405938363E+01    0.150754401246397052E+00   -0.820363045280673830E+01    0.389585597812158735E+01   -0.153395011400896286E+01   -0.563899561630174517E-01    0.246976790390551537E+01   -0.369748900936263336E+00
    0.659841504329788778E-98    0.554330048128714407E+05    0.125662994666732537E+02    0.140927984153984198E+01    0.100366285306183123E+01    0.139801986959475960E+00    0.153021871648966246E+00    0.178459408061522459E-03   -0.959564682600653462E+01    0.567345594110368268E+01   -0.432010265384545011E+00   -0.443095984487647421E+00    0.233023472635481177E+01   -0.163966191217253665E+01   -0.812511903195530039E+01    0.111721377380189359E+02   -0.951038475112224280E+00    0.460530156761431719E+00    0.150622092790932594E+01   -0.626628095552383080E+00
    0.688793612617571551E-98    0.554329149288341650E+05    0.118846938007397078E+02    0.134303213281800948E+01    0.376306086786213301E+00    0.995843912244492174E-01    0.390990690357410853E+00    0.359222771947954097E-03   -0.965785726085204743E+01    0.851425506388038755E+01   -0.807632386794039370E-01   -0.125704916222723195E+01    0.272066649092751511E+01   -0.413478341729999643E+00   -0.609800462310663072E+01    0.783613964628442528E+01    0.497150488234175736E+00   -0.359693190745746350E+00    0.108228372644338200E+01    0.398402507421171226E+00
