    0.131480332953269148E+02    0.208970440801966417E+00   -0.273746552155365386E+01   -0.324197198005059145E+05
    0.131420359563544391E+02    0.314864848726649216E+00   -0.272369702351777310E+01   -0.324188714604523993E+05
    0.135043230819544746E+02    0.174024892246597451E+00   -0.275576381165264639E+01   -0.324183670552865879E+05
    0.133985064843854236E+02    0.695368989754351630E-01   -0.272245224306387090E+01   -0.324180776532498166E+05
    0.133140377745915988E+02    0.139954225268165061E+00   -0.271953333294272781E+01   -0.324175559006220356E+05
    0.135004381427175328E+02    0.570962436239366988E-01   -0.273406747849935972E+01   -0.324170993656512983E+05
    0.135218028637984844E+02    0.121639796033480754E+00   -0.275029282163157518E+01   -0.324169609747462709E+05
    0.134505477146158299E+02    0.998938806618780428E-01   -0.274926196225034758E+01   -0.324168906705046466E+05
    0.131736664809687269E+02    0.219998608975346926E+00   -0.271906380790516788E+01   -0.324167979410550288E+05
    0.133221569715168471E+02    0.755445454834751118E-01   -0.272174677663705289E+01   -0.324166799645821047E+05
    0.130973805872145466E+02    0.308307852782793712E+00   -0.272962802919230452E+01   -0.324166671981111976E+05
    0.135220151020415571E+02    0.794824336932716813E-01   -0.274055331950605030E+01   -0.324165613270280919E+05
    0.134171512551094203E+02    0.176756858276450241E+00   -0.275411175280822462E+01   -0.324165609684750052E+05
    0.131486963555398528E+02    0.336375910307041892E+00   -0.273905639638489529E+01   -0.324163399109092206E+05
    0.134221226795819231E+02    0.137882879868298502E+00   -0.275123538559721581E+01   -0.324163352664615923E+05
    0.132869077625784566E+02    0.887764675041409490E-01   -0.272188606711525072E+01   -0.324163310045357211E+05
    0.134523830744121966E+02    0.564999052024753590E-01   -0.274064879686090368E+01   -0.324160681355344059E+05
    0.132257235775803501E+02    0.195608201626045808E+00   -0.272001049299535680E+01   -0.324160121125598453E+05
    0.134467957932787758E+02    0.714933359220110975E-01   -0.272995037143778951E+01   -0.324159240098005430E+05
    0.133434043049106403E+02    0.278164654949540124E+00   -0.275186500873626727E+01   -0.324158968019870881E+05
    0.132571288999183423E+02    0.120079333738969340E+00   -0.273286333394567471E+01   -0.324158588814065552E+05
    0.132326341592093666E+02    0.329135696494199770E+00   -0.273863380331878048E+01   -0.324158494370256121E+05
    0.131246018345895639E+02    0.316859936360477656E+00   -0.273236246142817851E+01   -0.324158325841173610E+05
    0.133326758344102778E+02    0.172589658298602289E+00   -0.272451397853929755E+01   -0.324158283637976092E+05
    0.133168813797854035E+02    0.107302718058480739E+00   -0.272149462168197509E+01   -0.324158246433430286E+05
    0.131712831965944765E+02    0.219251220584328860E+00   -0.273634354983341055E+01   -0.324158182148835367E+05
    0.131974015720609668E+02    0.276363800062420339E+00   -0.272573500208408337E+01   -0.324158136038948505E+05
    0.132115952226282687E+02    0.250693184829657578E+00   -0.274434292025981019E+01   -0.324158107561600009E+05
    0.131484544100082061E+02    0.277790268973271748E+00   -0.272468949015853301E+01   -0.324157971046063431E+05
    0.131875950437976446E+02    0.281012833554822705E+00   -0.274340895951663200E+01   -0.324157926090044821E+05
    0.131754304012137684E+02    0.336503642301192563E+00   -0.273845445325997083E+01   -0.324157911157445233E+05
    0.131815220807035374E+02    0.206625685364669909E+00   -0.272031767835833005E+01   -0.324157365122516749E+05
    0.132599109916974385E+02    0.152388747381873385E+00   -0.272002461033271992E+01   -0.324157157408935236E+05
    0.131323935449530733E+02    0.222020653674004725E+00   -0.272444618688031159E+01   -0.324157019697259639E+05
    0.134620883483525162E+02    0.175297413532371799E+00   -0.275204394130054641E+01   -0.324156526721278497E+05
    0.133564748852629283E+02    0.228722210535618142E+00   -0.273283862403357425E+01   -0.324156213982236004E+05
    0.132563264230353699E+02    0.193783464087426971E+00   -0.274373416207910470E+01   -0.324155831753344974E+05
    0.131788773497503051E+02    0.324226795424409409E+00   -0.274132507259732261E+01   -0.324155565795166222E+05
    0.131493727965957490E+02    0.202816185542012001E+00   -0.272364431901858506E+01   -0.324155127112564951E+05
    0.134125585658796993E+02    0.234797990957576336E+00   -0.274338260500758757E+01   -0.324155063650306620E+05
    0.134475920719425428E+02    0.170412876101497718E+00   -0.275222879607809201E+01   -0.324154945525414259E+05
    0.131699427910696301E+02    0.176883125628679361E+00   -0.272436177213635933E+01   -0.324154750517416469E+05
    0.131475239988710175E+02    0.314187354946597608E+00   -0.273740135981033195E+01   -0.324154184276316882E+05
    0.131799162003110570E+02    0.178248219470789643E+00   -0.272966926263127085E+01   -0.324153480276944720E+05
    0.134708141118879787E+02    0.179242187929130797E+00   -0.274915494423799345E+01   -0.324153358110954432E+05
    0.134800085806896739E+02    0.119999851269596697E+00   -0.274851713449921853E+01   -0.324153351639633256E+05
    0.134846454621517164E+02    0.115849352936685024E+00   -0.273809335645297658E+01   -0.324153265047901332E+05
    0.134178770047424685E+02    0.180609209989500530E+00   -0.275226090243789923E+01   -0.324152837114948998E+05
    0.134470933205156307E+02    0.207674662977927554E+00   -0.274720031986936863E+01   -0.324152628883670150E+05
    0.134444164080178634E+02    0.207785929023899696E+00   -0.274977422680817973E+01   -0.324152579005554217E+05
    0.134878828795800505E+02    0.117773736845449783E+00   -0.273923912687351034E+01   -0.324152465781726532E+05
    0.132187491800833783E+02    0.145049655379566184E+00   -0.272988365527045751E+01   -0.324152375540604771E+05
    0.134088147925494745E+02    0.238868079982821474E+00   -0.274987932848076344E+01   -0.324152264392126490E+05
    0.132774413408331942E+02    0.282768314387375208E+00   -0.274927236873567971E+01   -0.324152191378253046E+05
    0.131734734637649034E+02    0.324757884901908322E+00   -0.273784550769287538E+01   -0.324151571018669893E+05
    0.133486754580944620E+02    0.214292016237747407E+00   -0.275142870475229717E+01   -0.324151381823198026E+05
    0.132996174938912866E+02    0.300202491239453417E+00   -0.274701214120610704E+01   -0.324150657456358240E+05
    0.132634212296847345E+02    0.117792539592690648E+00   -0.272273031462676940E+01   -0.324150592072096842E+05
    0.134370848581059619E+02    0.201976765574388456E+00   -0.274223031364926761E+01   -0.324150217729674878E+05
    0.134627825836900392E+02    0.185194554500511727E+00   -0.274717592071270911E+01   -0.324150210607244371E+05
    0.134233399020998512E+02    0.221534420962938877E+00   -0.274998025040320471E+01   -0.324149919732786620E+05
    0.134502217033542628E+02    0.718150478159719219E-01   -0.274061085930935722E+01   -0.324149770876511939E+05
