Nested Sampling Global Log-Evidence           :   -0.133639699895160356E+05  +/-    0.771543578398652730E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           5


Mode   1
Strictly Local Log-Evidence   -0.155663991224337678E+05 +/-    0.159665058039498264E+01
Local Log-Evidence   -0.155663991224337678E+05 +/-    0.695963852808729300E+00

Dim No.       Mean        Sigma
   1    0.137169605431275349E+00    0.414615529635690722E-02
   2    0.246619130049768542E+00    0.171470454824711564E-01
   3    0.962839613537365135E+00    0.143497897162634148E-01
   4    0.694662196475707150E+00    0.417078032443542537E-02
   5    0.462133150244473878E+00    0.182810543931886706E-01
   6    0.332373797996758202E-04    0.471895899511403484E-05
   7   -0.773739277776742629E+01    0.225962442453441076E-01
   8    0.606745753848862091E+01    0.156210659046771456E-01
   9   -0.279901606568466521E+01    0.688194308283181649E-01
  10   -0.850876544937847079E+01    0.160656723099095594E+00
  11    0.208584141582814020E+01    0.243847504215430576E-01
  12   -0.112568848128440746E+01    0.410928418097589801E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.137105164109636829E+00
   2    0.270315659804017117E+00
   3    0.974716500188261614E+00
   4    0.689016276333252686E+00
   5    0.453117159112519763E+00
   6    0.252560244564007210E-04
   7   -0.774800912749129722E+01
   8    0.604975428803972992E+01
   9   -0.280722359172080482E+01
  10   -0.825933394692805223E+01
  11    0.211380115014143488E+01
  12   -0.119855041273887419E+01

MAP Parameters
Dim No.        Parameter
   1    0.137105164109636829E+00
   2    0.270315659804017117E+00
   3    0.974716500188261614E+00
   4    0.689016276333252686E+00
   5    0.453117159112519763E+00
   6    0.252560244564007210E-04
   7   -0.774800912749129722E+01
   8    0.604975428803972992E+01
   9   -0.280722359172080482E+01
  10   -0.825933394692805223E+01
  11    0.211380115014143488E+01
  12   -0.119855041273887419E+01


Mode   2
Strictly Local Log-Evidence   -0.133639699895160356E+05 +/-    0.143272045709070550E+01
Local Log-Evidence   -0.133639699895160356E+05 +/-    0.771543578398652730E+00

Dim No.       Mean        Sigma
   1    0.261086868231800752E-01    0.363396602025026086E-02
   2    0.378203158273235973E+00    0.231043126262825485E-01
   3    0.112660642924538701E+01    0.264537767101156694E-01
   4    0.487972588055422873E+00    0.193160976826355600E-01
   5    0.262834033434822534E+00    0.176305620542532709E-01
   6    0.110759925817968758E-03    0.692940734207147417E-05
   7   -0.842770625162144604E+01    0.466706608587859964E-01
   8    0.281169817478173512E+01    0.315037389446855054E+00
   9   -0.269525303063257660E+01    0.847236640661359064E-01
  10   -0.809732678616787993E+01    0.277079498529166340E-02
  11    0.196650370640196415E+01    0.250501634410488540E-01
  12   -0.813429526670603642E+00    0.516474281062101678E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.288597813180051857E-01
   2    0.384227103191895014E+00
   3    0.115039006348416795E+01
   4    0.471235484287758077E+00
   5    0.286387860687483842E+00
   6    0.101468344176574202E-03
   7   -0.842844301014475050E+01
   8    0.305660870373658344E+01
   9   -0.281899506752172835E+01
  10   -0.809786714039424638E+01
  11    0.201640388482152266E+01
  12   -0.767401843623075175E+00

MAP Parameters
Dim No.        Parameter
   1    0.288597813180051857E-01
   2    0.384227103191895014E+00
   3    0.115039006348416795E+01
   4    0.471235484287758077E+00
   5    0.286387860687483842E+00
   6    0.101468344176574202E-03
   7   -0.842844301014475050E+01
   8    0.305660870373658344E+01
   9   -0.281899506752172835E+01
  10   -0.809786714039424638E+01
  11    0.201640388482152266E+01
  12   -0.767401843623075175E+00


Mode   3
Strictly Local Log-Evidence   -0.156364627373271633E+05 +/-    0.184285425895456334E+01
Local Log-Evidence   -0.156364627373271633E+05 +/-    0.664450552386787074E+00

Dim No.       Mean        Sigma
   1    0.327811853655331428E-01    0.185555148903921094E-01
   2    0.154997971172873533E+00    0.235730314564365738E-01
   3    0.363224927678720222E+00    0.141552401614482626E+00
   4    0.555789366054252110E+00    0.287105181421578627E-01
   5    0.629936602619215025E+00    0.769373449835248496E-01
   6    0.176782525310042457E-03    0.201452786610766061E-04
   7   -0.794138352819558158E+01    0.116252474562819688E+00
   8    0.863044085397722327E+01    0.104968259772342387E+01
   9   -0.205848644758950616E+01    0.478671998558142187E+00
  10   -0.538183406412860155E+01    0.384044131176157433E+00
  11    0.195447366063763073E+01    0.118545383712473473E+00
  12   -0.139252081860811172E+01    0.144477302607921548E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.734889579165846213E-01
   2    0.192119229971000005E+00
   3    0.196760904112846358E+00
   4    0.549619155364058254E+00
   5    0.513188450003266627E+00
   6    0.203610057429279116E-03
   7   -0.790237917573491977E+01
   8    0.731790916839483163E+01
   9   -0.155956381540439648E+01
  10   -0.616625671896387750E+01
  11    0.193371001864708791E+01
  12   -0.130091456262123728E+01

MAP Parameters
Dim No.        Parameter
   1    0.734889579165846213E-01
   2    0.192119229971000005E+00
   3    0.196760904112846358E+00
   4    0.549619155364058254E+00
   5    0.513188450003266627E+00
   6    0.203610057429279116E-03
   7   -0.790237917573491977E+01
   8    0.731790916839483163E+01
   9   -0.155956381540439648E+01
  10   -0.616625671896387750E+01
  11    0.193371001864708791E+01
  12   -0.130091456262123728E+01


Mode   4
Strictly Local Log-Evidence   -0.153532033964478360E+05 +/-    0.151001496403287061E+01
Local Log-Evidence   -0.153532033964478360E+05 +/-    0.716262988092165820E+00

Dim No.       Mean        Sigma
   1    0.264846603987419826E+00    0.337984998210432153E-01
   2    0.495380604849083583E+00    0.358781088487745287E-01
   3    0.563223279056160653E+00    0.101387297482562824E+00
   4    0.134967263165626628E+00    0.475962609263977515E-01
   5    0.313849310158015038E+00    0.488006377164968003E-01
   6    0.265712375989830450E-03    0.139605011151847179E-04
   7   -0.803080183632131472E+01    0.102154586723679747E+00
   8    0.381520299164979271E+01    0.110101119419693627E+01
   9    0.262771349367289808E+01    0.172486361568597063E+00
  10   -0.312217805188898856E+01    0.609325233408549938E+00
  11    0.551275598934939381E+00    0.383673392129504146E-01
  12   -0.553123691268673001E+00    0.203684735625271146E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.302038502885568105E+00
   2    0.483071495823490960E+00
   3    0.543340082212277142E+00
   4    0.766274283808614787E-01
   5    0.343065777370107572E+00
   6    0.272987930586897939E-03
   7   -0.803352579821626733E+01
   8    0.308457833682600313E+01
   9    0.293903618555116974E+01
  10   -0.220453713597811074E+01
  11    0.504340189328980837E+00
  12   -0.315037989142717301E+00

MAP Parameters
Dim No.        Parameter
   1    0.302038502885568105E+00
   2    0.483071495823490960E+00
   3    0.543340082212277142E+00
   4    0.766274283808614787E-01
   5    0.343065777370107572E+00
   6    0.272987930586897939E-03
   7   -0.803352579821626733E+01
   8    0.308457833682600313E+01
   9    0.293903618555116974E+01
  10   -0.220453713597811074E+01
  11    0.504340189328980837E+00
  12   -0.315037989142717301E+00


Mode   5
Strictly Local Log-Evidence   -0.146670808587909214E+05 +/-    0.164379435845642452E+01
Local Log-Evidence   -0.146670808587909214E+05 +/-    0.667712424871196197E+00

Dim No.       Mean        Sigma
   1    0.314031414674383946E+00    0.153284267775584352E-01
   2    0.676853888961945205E-01    0.230498261590428646E-01
   3    0.797784476914359830E+00    0.261654628791391092E-01
   4    0.667899547469369276E-01    0.150910167724108632E-01
   5    0.100521036461788782E+01    0.413842689730461524E-01
   6    0.774638479359115762E-04    0.924701606024070047E-05
   7   -0.727276418693395854E+01    0.411192137967706234E-01
   8    0.550445250998109881E+01    0.198321523219334495E+00
   9    0.401948961252725168E+00    0.554309040133175931E-01
  10   -0.813496262992082642E+01    0.295437242193794247E+00
  11    0.139098548607562988E+01    0.355384868261373124E-01
  12    0.402295653895382022E+00    0.557215929726340639E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.308256656746672186E+00
   2    0.596002151993506452E-01
   3    0.807688961300951691E+00
   4    0.630785336308808120E-01
   5    0.101478835527248679E+01
   6    0.830260183700936010E-04
   7   -0.725857998751753275E+01
   8    0.551400057595467885E+01
   9    0.441396589653245019E+00
  10   -0.817915829546990913E+01
  11    0.138312107142330043E+01
  12    0.417299319258994661E+00

MAP Parameters
Dim No.        Parameter
   1    0.308256656746672186E+00
   2    0.596002151993506452E-01
   3    0.807688961300951691E+00
   4    0.630785336308808120E-01
   5    0.101478835527248679E+01
   6    0.830260183700936010E-04
   7   -0.725857998751753275E+01
   8    0.551400057595467885E+01
   9    0.441396589653245019E+00
  10   -0.817915829546990913E+01
  11    0.138312107142330043E+01
  12    0.417299319258994661E+00
