Nested Sampling Global Log-Evidence           :   -0.309172210135341302E+05  +/-    0.426452895635080542E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.309172210135341302E+05 +/-    0.426452895635080542E+00
Local Log-Evidence   -0.309172210135341302E+05 +/-    0.426452895635080542E+00

Dim No.       Mean        Sigma
   1    0.129031317216368215E+02    0.772931955113441010E-01
   2    0.216452400813975376E+00    0.685668854259849636E-01
   3    0.117076437608734540E+01    0.692206833162087032E-01
   4    0.852204812368790754E+00    0.353537236399586105E-01
   5    0.112420544127845631E-01    0.989667799669053869E-02
   6    0.850352608938606583E-05    0.741316284033856448E-05
   7   -0.735774355878956143E+01    0.166670293192852692E+01
   8    0.860183312220937957E+01    0.353625743709265983E+01
   9    0.480444263227726986E-01    0.107455726490497083E+01
  10   -0.109205965716691472E-01    0.108677867454123867E+01
  11   -0.696083931856124405E+01    0.436104622865377056E+01
  12    0.170096229733004445E+01    0.371489852046516411E+00
  13    0.635717956709285437E+00    0.245619221359133527E+00
  14   -0.920209964857854001E+00    0.600761540522620208E+00
  15   -0.383963007274534540E+01    0.124897429391530346E+01
  16    0.922919818394814939E+01    0.313342854064171350E+01
  17   -0.224735509750820905E+00    0.103531653208531282E+01
  18   -0.176839819385530755E+00    0.101413101085092183E+01
  19   -0.691209361842194436E+01    0.429636790384894507E+01
  20    0.142670982775771016E+01    0.221047091980923566E+00
  21    0.635541927428825648E+00    0.240379360765016065E+00
  22   -0.909132787839700085E+00    0.602358098228395478E+00
  23   -0.554399196318811960E+01    0.168891369216989218E+00
  24    0.112753388205162768E+02    0.235130727899698311E+01
  25   -0.583008306355193628E+00    0.870194801850120658E+00
  26   -0.521847062834130737E+00    0.937900102118038648E+00
  27   -0.723037487612847318E+01    0.437647846029906429E+01
  28    0.115471529932730355E+01    0.405910798956458166E-01
  29    0.637252262460432317E+00    0.243967518046935811E+00
  30   -0.926522542339556110E+00    0.607965546830305903E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.128967690152714205E+02
   2    0.156098338609690135E+00
   3    0.114480877623891319E+01
   4    0.875684700411743289E+00
   5    0.478176986240845796E-02
   6    0.341627736365465404E-06
   7   -0.927120964026680028E+01
   8    0.110210069055372166E+02
   9    0.678488538163370292E+00
  10   -0.163468175746456668E+01
  11   -0.299172553075390901E+01
  12    0.112170867768511906E+01
  13    0.645268503114703518E+00
  14   -0.109375914140794617E+01
  15   -0.275498972645314399E+01
  16    0.564176139041263980E+01
  17   -0.908994063139947350E+00
  18    0.860508483095870913E+00
  19   -0.944961896171422033E+01
  20    0.116651156525940247E+01
  21    0.344608425123667517E+00
  22   -0.766493412992434564E+00
  23   -0.570434766676455229E+01
  24    0.977620402407479538E+01
  25    0.136306894818074587E+01
  26   -0.191682001807947944E+01
  27   -0.677864065547487549E+01
  28    0.116322037009141721E+01
  29    0.977083855547988822E+00
  30   -0.134886571814575729E+01

MAP Parameters
Dim No.        Parameter
   1    0.128967690152714205E+02
   2    0.156098338609690135E+00
   3    0.114480877623891319E+01
   4    0.875684700411743289E+00
   5    0.478176986240845796E-02
   6    0.341627736365465404E-06
   7   -0.927120964026680028E+01
   8    0.110210069055372166E+02
   9    0.678488538163370292E+00
  10   -0.163468175746456668E+01
  11   -0.299172553075390901E+01
  12    0.112170867768511906E+01
  13    0.645268503114703518E+00
  14   -0.109375914140794617E+01
  15   -0.275498972645314399E+01
  16    0.564176139041263980E+01
  17   -0.908994063139947350E+00
  18    0.860508483095870913E+00
  19   -0.944961896171422033E+01
  20    0.116651156525940247E+01
  21    0.344608425123667517E+00
  22   -0.766493412992434564E+00
  23   -0.570434766676455229E+01
  24    0.977620402407479538E+01
  25    0.136306894818074587E+01
  26   -0.191682001807947944E+01
  27   -0.677864065547487549E+01
  28    0.116322037009141721E+01
  29    0.977083855547988822E+00
  30   -0.134886571814575729E+01
