    0.126881649018859761E+02    0.487891944689110679E+00    0.188609941162699735E+01    0.757722121780790125E+00    0.102460715119347835E-01    0.300351314900351534E-03   -0.275694323527268680E+05
    0.129434139158231059E+02    0.168411541408666543E+00    0.158332261480129288E+01    0.863804742616663956E+00    0.600568189057241394E-01    0.205597190306845332E-03   -0.275683379538815243E+05
    0.131461536245215509E+02    0.289725498924359004E+00    0.754387480551438672E+00    0.815818260529002304E+00    0.659267606859873928E-01    0.164094856342226992E-03   -0.275682910482357947E+05
    0.128369666180229540E+02    0.287670909823027732E+00    0.122695806558924514E+01    0.783584174342156548E+00    0.157263435058947534E-01    0.267346421885336681E-03   -0.275678125599612504E+05
    0.129738431415334468E+02    0.203281094664679224E+00    0.474366589433019070E+00    0.902068865121213759E+00    0.476231437740299857E-01    0.156482156678223994E-03   -0.275677985820082176E+05
    0.129897488220026407E+02    0.165347611302142650E+00    0.115053923726028784E+01    0.824574900097532315E+00    0.658060038197594149E-01    0.240476967770625457E-03   -0.275673165428257380E+05
    0.131630657338040393E+02    0.893395580273912034E-02    0.285424556051180278E+00    0.939902544097678483E+00    0.209634844388183819E-01    0.243227760010172574E-03   -0.275672422631255104E+05
    0.128610293839570033E+02    0.293763384206453038E+00    0.629304017595943344E+00    0.774940571247160981E+00    0.371129992013782412E-01    0.290967514589845068E-03   -0.275669557792275773E+05
    0.130106470881318508E+02    0.271114669546842157E+00    0.133448225639938656E+01    0.811261328219060163E+00    0.104991246321686771E+00    0.191236040678574587E-03   -0.275669313673123615E+05
    0.130114133624982102E+02    0.113855667012190132E+00    0.481054604872632394E-01    0.871889756253394488E+00    0.549624119329811672E-01    0.213766719840765120E-03   -0.275669242345198581E+05
    0.129409982377167250E+02    0.350849830617897818E+00    0.380160145000773886E+00    0.750195597919204649E+00    0.803886307705612979E-01    0.216918281430262584E-03   -0.275667666354859575E+05
    0.129233975726384784E+02    0.266126123527935521E+00    0.162508970351538240E+01    0.905752151700796371E+00    0.432977502444849977E-01    0.230592199942187702E-03   -0.275665027904443778E+05
    0.127657721586348636E+02    0.423101017848276417E+00    0.304515134098280682E+00    0.740069130053249813E+00    0.784396523091485630E-02    0.299876911046969554E-03   -0.275664987592708894E+05
    0.127427026893494411E+02    0.470230925402003230E+00    0.956046451132659403E+00    0.783474255657742535E+00    0.432966673380667730E-01    0.241903507604628379E-03   -0.275664547745653836E+05
    0.128530519462669073E+02    0.409503908740483313E+00    0.576049079263354580E+00    0.715376107045619603E+00    0.132240868010264773E-01    0.286264327565579312E-03   -0.275664471597803458E+05
    0.129908296076872869E+02    0.245123460475297733E+00    0.138241471761184065E+01    0.895216782438718939E+00    0.775943223581574693E-01    0.199417993305871873E-03   -0.275662380906861654E+05
    0.128248887176289994E+02    0.387450134172992067E+00    0.188107249052246539E+01    0.837408674146411180E+00    0.492264403002400514E-01    0.237870052572868501E-03   -0.275661811958290564E+05
