    0.830428361892700195E+01    0.837145209312438965E+00    0.819755315780639648E+00    0.291707634925842285E+00    0.159405326843261719E+01    0.164111614227294922E+01   -0.204053759574890137E+01    0.297425315082073194E+01   -0.717180657386779608E+00   -0.236871580183506047E+01    0.235296458005905151E+01   -0.187328514456748962E+01    0.343681037425994873E+01    0.113114248186349862E+02   -0.104064925909042372E+01   -0.496516122817993200E+01    0.145192509889602661E+01   -0.111623015999794006E+01   -0.111379048905194797E+15   -0.529831319988485294E+01    1
    0.150730669498443604E+02    0.167574334144592285E+01    0.168287837505340576E+01    0.121801626682281494E+01    0.905348181724548340E+00    0.113655424118041992E+01    0.149003177881240845E+01    0.104342100441455834E+02   -0.162912175655364999E+01   -0.278252807259560697E+00    0.173836123943328857E+01   -0.173201021552085876E+01   -0.217395424842834473E+01    0.422768308222293854E+01   -0.237746612429618853E+01   -0.153232396841049301E+01    0.208855617046356201E+01   -0.195544448494911194E+01   -0.111379048905194797E+15   -0.530331319988484751E+01    1
    0.154037427902221680E+02    0.148164284229278564E+01    0.165436768531799316E+01    0.135864734649658203E+00    0.174777352809906006E+01    0.467617511749267578E-01   -0.707605063915252686E+01    0.597965342104434949E+01    0.311798870563508856E-01   -0.567753841876983678E+01    0.273755615949630737E+01   -0.861647546291351318E+00    0.350817859172821045E+01    0.490875539183616638E+01   -0.310546582937240689E+00   -0.437627850174903887E+01    0.552171289920806885E+00   -0.181983512639999390E+01   -0.111379048905194797E+15   -0.530831319988485095E+01    1
    0.198894536495208740E+02    0.883989214897155762E+00    0.126303815841674805E+01    0.193003118038177490E+01    0.194462716579437256E+01    0.294400453567504883E-01    0.412161856889724731E+01    0.120817866802215583E+02    0.155792704224586487E+01   -0.938747753500938487E+01    0.571599245071411133E+00   -0.166788083314895630E+01   -0.468847960233688354E+01    0.579625546932220459E+01   -0.371018254756927401E+00   -0.406641256809234619E+01    0.280641150474548340E+01   -0.106286612153053284E+01   -0.111379048905194797E+15   -0.531331319988484285E+01    1
    0.730668902397155762E+01    0.253164172172546387E+00    0.104912626743316650E+01    0.177274143695831299E+01    0.120199394226074219E+01    0.564819335937500000E+00    0.444685608148574829E+01    0.427214878201484716E+01    0.258827912807464600E+01   -0.191839836239814865E+01    0.110247313976287842E+01   -0.460910767316818237E+00    0.397818386554718018E+00    0.301667491197586024E+01   -0.128766325712203988E+01    0.959729999303817749E-01    0.124758440256118774E+01   -0.908405750989913940E+00   -0.111379048905194797E+15   -0.531831319988483830E+01    1
    0.198481035232543945E+02    0.572884082794189453E+00    0.103929817676544189E+01    0.131522428989410400E+01    0.833629608154296875E+00    0.148230707645416260E+01    0.412555515766143799E+01    0.128004927784204483E+02   -0.140641711950302128E+01   -0.452312618196010607E+01    0.286636567115783691E+01    0.352145463228225708E+00   -0.388104885816574097E+01    0.128627873659133911E+02    0.392793852090835394E+00   -0.333390766084194201E+01    0.340314292907714844E+01   -0.622693419456481934E+00   -0.111379048905194797E+15   -0.532331319988484530E+01    1
    0.679513931274414062E+01    0.991808891296386719E+00    0.183429861068725586E+01    0.124309456348419189E+01    0.109114742279052734E+01    0.198185050487518311E+01   -0.795839190483093262E+01    0.134709548234939582E+02    0.232449903488159215E+01   -0.606866122186183965E+01    0.252364748716354370E+01   -0.175921589136123657E+00    0.426560938358306885E+00    0.149442903220653527E+02   -0.749260812997817993E+00   -0.479536825120449084E+01    0.208089810609817505E+01   -0.174725350737571716E+01   -0.111379048905194797E+15   -0.532831319988484609E+01    1
    0.257715821266174316E+01    0.542184829711914062E+00    0.144639003276824951E+01    0.410979270935058594E+00    0.167897880077362061E+01    0.736121773719787598E+00   -0.393661260604858398E+00    0.110606286078691483E+02    0.258594757318496704E+01    0.538487759232520347E+00    0.193166106939315796E+01    0.130322873592376709E-01    0.310395002365112305E+01    0.687906360924243909E+01   -0.103848966956138611E+01   -0.741906007528305089E+01    0.288066291809082031E+01   -0.124566760659217834E+01   -0.111379048905194797E+15   -0.533331319988484154E+01    1
    0.149212646484375000E+02    0.185290682315826416E+01    0.133353233337402344E+01    0.134082341194152832E+01    0.156607532501220703E+01    0.241237878799438477E-01    0.189679592847824097E+01    0.278661526143550864E+01    0.239277033805847150E+01   -0.358505932390689885E+01    0.724924683570861816E+00   -0.159700599312782288E+01   -0.163697600364685059E+01    0.135603771388530738E+02    0.614466345310211270E+00   -0.975886944532394374E+01    0.238370645046234131E+01   -0.500096797943115234E+00   -0.111379048905194797E+15   -0.533831319988483788E+01    1
    0.368940114974975586E+01    0.829535961151123047E+00    0.186541998386383057E+01    0.990086674690246582E+00    0.903325080871582031E+00    0.119204258918762207E+01   -0.459853529930114746E+01    0.714007102251052839E+01    0.293979918360710180E+01    0.766147840023039706E+00    0.344809961318969727E+01   -0.149484395980834961E+00   -0.789035856723785400E+01    0.110751924425363519E+02    0.242214933633804375E+01   -0.853131434321403503E+01    0.302195632457733154E+01   -0.111979839205741882E+01   -0.111379048905194797E+15   -0.534331319988483511E+01    1
