    0.133591341709995977E+02    0.452614567569694037E+00    0.271708778695341213E+00    0.327754001406429341E+01   -0.278713332982275386E+01    0.784666620316015972E+00   -0.259326265726957026E+05
    0.133829710124315771E+02    0.211183906414833783E+00    0.157804191314270037E+01    0.340213342336566793E+01   -0.366126097868198963E+01    0.568161285861791487E+00   -0.259314808859422665E+05
    0.132756394716001793E+02    0.258211590082182030E+00    0.181849087799908049E+00    0.425311636059103471E+01   -0.360753488931911770E+01    0.109051768289213147E+01   -0.259312646443732410E+05
    0.134245004102990499E+02    0.994615257821571397E-01    0.684133497724654371E+00    0.883482177738591190E+01   -0.160847067910303032E+01    0.885737428319452125E+00   -0.259312481758044887E+05
    0.134469507704934585E+02    0.320891152355406717E-01    0.555077606194889217E+00    0.108195647052506025E+02   -0.272427860598052263E+01    0.949609818492664903E+00   -0.259310763037947909E+05
    0.133333178943540815E+02    0.666164933939614456E-01    0.137682798985257948E+01    0.560587536611872839E+01   -0.326298145570985021E+01    0.753469497263597798E+00   -0.259310670839039485E+05
    0.132396098156023250E+02    0.301024274402722891E+00    0.303833350797330315E+00    0.121445352772903767E+02   -0.200871514084302927E+00    0.101533479440279750E+01   -0.259309249062397321E+05
    0.134887378802793272E+02    0.637512424696259489E-01    0.331235937040211870E+00    0.879186731763319429E+01   -0.381307727724363454E+01    0.115237726995811940E+01   -0.259308521803708391E+05
    0.133347461701860190E+02    0.513320870327522050E+00    0.100973722284348630E+00    0.815680490446771245E+01   -0.324291335977356443E+01    0.114698939163722047E+01   -0.259308339942365637E+05
    0.133316947265200643E+02    0.202753834533264898E+00    0.104833130631470950E+01    0.319555883822782416E+01   -0.389307166235661439E+01    0.606786955224898783E+00   -0.259306561482985780E+05
    0.133038745518645065E+02    0.622580545897517990E+00    0.221812602389608315E+00    0.761738775506880827E+01   -0.108642605167745021E+01    0.109196622795013099E+01   -0.259304506674801014E+05
    0.134616192105919872E+02    0.628700316607255869E-02    0.102515070301489630E+01    0.127291202513142139E+02   -0.365649588882831456E+01    0.904854810627623518E+00   -0.259303300092494610E+05
    0.134846030075599455E+02    0.442335107090930102E+00    0.209651942057646201E+00    0.744772989942152375E+01   -0.216876630734395004E+01    0.107053191310381601E+01   -0.259301047961584882E+05
    0.133437164070332237E+02    0.123943928367545572E+00    0.124156863561163644E+01    0.138945519031889901E+02   -0.294942205731902218E+01    0.889985559546857097E+00   -0.259300836660970381E+05
    0.134583921458077533E+02    0.265022322389980469E+00    0.498827844934771614E+00    0.824887240595163007E+01   -0.262074305646015659E+01    0.994598448597987073E+00   -0.259300798300779425E+05
    0.132190010249565688E+02    0.551691597259560407E+00    0.392235009219593922E+00    0.494511812786767990E+01   -0.351754186370377253E+01    0.929442553907132929E+00   -0.259300590455469355E+05
    0.133643659837748086E+02    0.544094744813720443E+00    0.297023382329191565E+00    0.558070719825438388E+01   -0.373371989773848423E+01    0.104896463776598559E+01   -0.259299346338317118E+05
    0.132747964865958235E+02    0.614151817071487915E+00    0.143890309291111990E+00    0.144898587720270591E+02   -0.254816381778374978E+01    0.114936737379769838E+01   -0.259299006575398598E+05
    0.132100355000650094E+02    0.626520769382005294E+00    0.421744499938087547E+00    0.896049237590814407E+01   -0.348303047243558073E+01    0.104080619665711582E+01   -0.259298355933570638E+05
    0.134648586255500273E+02    0.120815277800832760E+00    0.704618968669577961E+00    0.587496866998304856E+01   -0.320771033464018274E+01    0.856475972966349808E+00   -0.259297560879513221E+05
    0.133476670769597145E+02    0.195005446335045574E+00    0.888584708556432679E+00    0.553260835721590460E+01   -0.367796019015741615E+01    0.810248614637190112E+00   -0.259297346367236205E+05
    0.132702601614171201E+02    0.864631084520678661E-01    0.779237211307336475E+00    0.648782263606411203E+01   -0.151927434828552643E+01    0.915626916630551069E+00   -0.259296618644905138E+05
    0.134403316639354298E+02    0.218395903871911462E+00    0.367425681391594650E+00    0.326661835990854232E+01   -0.339468682327916227E+01    0.849097135537854708E+00   -0.259295390467663128E+05
    0.134733701846331542E+02    0.389275638262878976E+00    0.354598660903779450E+00    0.135546769399051037E+02   -0.345266112829428495E+01    0.110105594658943717E+01   -0.259294561325120158E+05
    0.133556775969474444E+02    0.461803981761243154E+00    0.337299585928516166E+00    0.118971565949973694E+02   -0.289703366391600614E+01    0.101593417516070295E+01   -0.259293932444286693E+05
    0.133241614554488326E+02    0.701157237012870055E-01    0.125930617948120016E+01    0.140497444258990036E+02   -0.307810382240503877E+01    0.925208719010908620E+00   -0.259292333386498103E+05
    0.134622657531357497E+02    0.421937225785458447E+00    0.928203069094232780E-01    0.129064237494261711E+02   -0.374014984834149189E+00    0.115479236238313598E+01   -0.259292320266071547E+05
