

    0.102283867322866748E-98    0.291081903898742050E+06    0.131458640478096882E+02    0.832552681576040232E+00    0.136195415348533300E+01    0.632562455622405317E+00   -0.934016462846455653E+01    0.994878019996456331E+01   -0.251753908314377384E+00   -0.598017427346311425E+01    0.275844574933498832E+01   -0.925574399502888223E+00
    0.103694118396100189E-98    0.291081872511871450E+06    0.125990133019191735E+02    0.936372073233807001E+00    0.533431215596989472E+00    0.574288200587474651E+00   -0.775765488577295770E+01    0.128688509220155076E+02   -0.236233135801126171E+01   -0.163949884261371537E+01    0.262067474712128945E+01   -0.173717017828601206E+01
    0.105944500994378451E-98    0.291081825571900757E+06    0.120570485750294498E+02    0.916266080587448295E+00    0.113946259218684709E+01    0.933425722661252122E+00   -0.676815249868433710E+01    0.810977583110058120E+01    0.240710035156471758E+01   -0.215573153372338044E+01    0.202299782143615747E+01   -0.249115088075580360E+00
    0.121655602298632210E-98    0.291081545014422212E+06    0.124716995499907650E+02    0.834042798737681279E+00    0.158748014359526657E+01    0.737045546150181696E+00   -0.560077738691953364E+01    0.836947688458690564E+01    0.128894988900281415E+01   -0.199852695661437885E+01    0.155898716319422448E+01   -0.139028005194408255E+01
    0.144811307722367380E-98    0.291081192539525917E+06    0.132154155456494848E+02    0.830047680126815735E+00    0.425697499851585170E+00    0.743724440067718540E+00   -0.720229306712399264E+01    0.582027186937748553E+01   -0.915835258815844711E+00   -0.654305134180129144E+00    0.204738957781686892E+01   -0.194748861705150689E+01
    0.155049336121410630E-98    0.291081051915936056E+06    0.118265990434137347E+02    0.953450023351821274E+00    0.272213141608169285E+00    0.607304615386069724E+00   -0.728972360284546816E+01    0.484831293685337350E+01    0.587546569323942336E-01   -0.324273152148977672E+01    0.232486125860022064E+01   -0.604344270360752445E+00
    0.160189188378183075E-98    0.291080982691575540E+06    0.114262974889837174E+02    0.943691802446017247E+00    0.113808166540009847E+01    0.787897634528800128E+00   -0.160433860074587464E+01    0.388821525921218392E+01    0.805688444657746139E+00   -0.779626308897805664E+01    0.101912171614085195E+00   -0.817749078931631956E+00
    0.239076918251758338E-98    0.291080177831996058E+06    0.144066338922846331E+02    0.766870454134467971E+00    0.112738122033449595E+01    0.446436778762106357E+00   -0.821460205046401803E+01    0.118057060822647948E+02    0.167180702641639201E+01   -0.987457510379671710E+01    0.270046473496720463E+01   -0.137450104070581691E+01
    0.301911238380830833E-98    0.291079707136540674E+06    0.136151149652509638E+02    0.803060221651159534E+00    0.668723461515938894E-01    0.668508555431404972E+00   -0.688302198220251960E+01    0.997259700757688705E+01   -0.263782486666233495E+01   -0.989359575577538664E+01    0.182063092437452334E+01   -0.398839932654228457E+00
    0.344641648600178572E-98    0.291079438392308715E+06    0.133591974909026483E+02    0.884578971713786077E+00    0.131256381465268079E+01    0.519830855982239326E+00   -0.964864579896900310E+01    0.573934072238321491E+01    0.236731646191855116E+01   -0.629284924652449540E+01    0.278686299832231832E+01   -0.132375094309295038E+01
    0.364017725901716463E-98    0.291079324997535732E+06    0.127503513023786468E+02    0.889072329007689621E+00    0.755190088022383854E+00    0.528537277288959384E+00   -0.664717302654036590E+01    0.114133200838682853E+02   -0.632253658816304132E-01   -0.510557258007369619E+01    0.140351108934764901E+01   -0.162893069932113699E+01
    0.385050776376033395E-98    0.291079208652239176E+06    0.131170883995425989E+02    0.850945706286272974E+00    0.114947152028624333E+01    0.539776284439303478E+00   -0.832376084933838101E+01    0.109902309421264590E+02   -0.244412041608431263E+01   -0.165706892190367938E+00    0.203706868457981916E+01   -0.325883361526595250E+00
