Nested Sampling Global Log-Evidence           :   -0.121369803503025414E+05  +/-    0.399154803158001559E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.121369803503025414E+05 +/-    0.399154803158001559E+00
Local Log-Evidence   -0.121369803503025414E+05 +/-    0.399154803158001559E+00

Dim No.       Mean        Sigma
   1    0.313063571966170403E-02    0.236051936563063400E-02
   2    0.916264969101182158E+00    0.108460216055668874E-01
   3    0.138716376283373199E-04    0.712965478113057932E-05
   4   -0.575902128344305897E+01    0.294487659969798143E+00
   5    0.847215260958109972E+01    0.311132291240013537E+01
   6    0.193766604853318120E+00    0.966627387612667754E+00
   7   -0.460743757591055392E+01    0.301957697727809871E+01
   8    0.106716146264272216E+01    0.103394727897905839E+00
   9   -0.627063195639708693E+00    0.727753005218878979E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.712175403593249753E-03
   2    0.918474621755397291E+00
   3    0.896817022315957745E-06
   4   -0.606363862774968965E+01
   5    0.963535953119909649E+01
   6    0.106418072871606739E+01
   7   -0.704797564156264045E+00
   8    0.115925323535435587E+01
   9   -0.124087524064085919E+01

MAP Parameters
Dim No.        Parameter
   1    0.712175403593249753E-03
   2    0.918474621755397291E+00
   3    0.896817022315957745E-06
   4   -0.606363862774968965E+01
   5    0.963535953119909649E+01
   6    0.106418072871606739E+01
   7   -0.704797564156264045E+00
   8    0.115925323535435587E+01
   9   -0.124087524064085919E+01
