

    0.169198755895008860E-98    0.273175269188268212E+05    0.309585507589370090E+00    0.690068312907666237E-01    0.102477378702051225E+01    0.303164590207168405E+00    0.402541088238701661E+00    0.181670190282223884E-03   -0.949091003360336138E+01    0.140612808361942498E+02   -0.136195605435501355E+01   -0.224456169990308485E+01    0.266256912858062300E+01   -0.961093523664240390E-01
    0.167588559266889797E-98    0.273175109554489063E+05    0.320750983923484057E+00    0.702918856346149701E-01    0.100264849274843515E+01    0.308544859812856009E+00    0.405640198500973104E+00    0.166793780332527260E-03   -0.958255925042885792E+01    0.139045094942610099E+02   -0.172195135145502753E+01   -0.231783027214298265E+01    0.264127472831388310E+01   -0.279428912889976289E-01
    0.196987519383298594E-98    0.273171526108300895E+05    0.297585374023356275E+00    0.718656807106140827E-01    0.119795070694886374E+01    0.286028447242159589E+00    0.449051252079259777E+00    0.169185820555198523E-03   -0.965471807453945985E+01    0.129940021715989076E+02   -0.119179651142879650E+01   -0.185294796335664635E+01    0.264256315645879702E+01   -0.834513242561691904E-01
    0.194922885081170921E-98    0.273171385958190331E+05    0.312029313261724728E+00    0.575872792152315044E-01    0.108940287061597108E+01    0.287647637556079860E+00    0.411245003786139041E+00    0.193675950399884610E-03   -0.961567963143716042E+01    0.133356707575246105E+02   -0.147609776802529336E+01   -0.173769765852035718E+01    0.261328913700309817E+01   -0.281334835635139946E+00
    0.212144300184170812E-98    0.273169341827294411E+05    0.316413298171908386E+00    0.300803494810343505E-01    0.111439647374939299E+01    0.294344426023810002E+00    0.417602959995187817E+00    0.200798339387932713E-03   -0.966555612417464083E+01    0.130522076551810500E+02   -0.167619074547221003E+01   -0.151008399546311978E+01    0.264001062201938952E+01   -0.373987970530170521E+00
    0.259744337895457760E-98    0.273164942327559729E+05    0.282130062664837977E+00    0.449049645111164950E-01    0.115381451283269842E+01    0.309851690434092442E+00    0.428282307082308189E+00    0.197017841525665599E-03   -0.937626451343360223E+01    0.136870090706717846E+02   -0.247462926125853411E+00   -0.213416670228345673E+01    0.263757697771861288E+01   -0.247358493434384430E+00
    0.279538241524027397E-98    0.273163122624907264E+05    0.337975156892406703E+00    0.396333701930948468E-01    0.102724004774803257E+01    0.291001075642430163E+00    0.396289452649857044E+00    0.195028225620945135E-03   -0.974096813169665587E+01    0.133038201481269915E+02   -0.245079882099224955E+01   -0.153656660933531697E+01    0.268389192674322796E+01   -0.329825736726361507E+00
    0.596324214667331618E-98    0.273147618839732895E+05    0.332499936132628404E+00    0.678998243372883059E-01    0.100077905785090526E+01    0.266598930908493126E+00    0.388795303178954665E+00    0.201948742860634468E-03   -0.966919737436615989E+01    0.138495278348936992E+02   -0.237732819273641560E+01   -0.174537986990842953E+01    0.264741136514032860E+01   -0.127146040139925809E+00
    0.630306466671382125E-98    0.273146159529487159E+05    0.298681055020512121E+00    0.585582399398979631E-01    0.112882201201278964E+01    0.288602264045758838E+00    0.429406475294937251E+00    0.189946136710197959E-03   -0.954474785504307199E+01    0.133467658593914713E+02   -0.971255607811569943E+00   -0.187436318076605701E+01    0.257771011001942663E+01   -0.194774048090712748E+00
    0.763608083171357341E-98    0.273141971681868854E+05    0.331294385136113534E+00    0.673751300222514976E-01    0.974442113790499609E+00    0.306828538616353230E+00    0.391177366181931607E+00    0.172669098429184260E-03   -0.958632007387295992E+01    0.138456556535518374E+02   -0.178832849690973417E+01   -0.203094969286605309E+01    0.262459524658842902E+01   -0.170122156691861148E+00
