Nested Sampling Global Log-Evidence           :   -0.309166454254153541E+05  +/-    0.284761860653423959E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.309166454254153541E+05 +/-    0.284761860653423959E+00
Local Log-Evidence   -0.309166454254153541E+05 +/-    0.284761860653423959E+00

Dim No.       Mean        Sigma
   1    0.128631922514136487E+02    0.677961079380683673E-01
   2    0.324796827872273902E-01    0.292902914569926134E-01
   3    0.117140801020800689E+01    0.779289667350545751E-01
   4    0.781693513675221552E+00    0.348073121560002890E-01
   5    0.116386425349867210E-01    0.109031094157039047E-01
   6    0.104989650961532979E-04    0.971800891409635159E-05
   7   -0.225873304933440044E+01    0.303125771983048464E+00
   8    0.102049668508364029E+02    0.285387837242167475E+01
   9    0.144098105707191437E+01    0.245033143113630891E+00
  10   -0.596739641007872135E+00    0.793749208356708147E+00
  11    0.847377258725720783E+00    0.996334578861187425E-01
  12   -0.845646763968744275E-01    0.399479886766247350E+00
  13   -0.718310048181492800E+01    0.167991292797297787E+01
  14    0.864725097341157856E+01    0.358737819325863772E+01
  15    0.149024766134551445E+01    0.249515351108395650E+00
  16   -0.522727190589961865E+00    0.800513030857058605E+00
  17    0.185536386294540967E+01    0.669290711156859786E+00
  18   -0.230863206895890904E+00    0.417999833129470977E+00
  19   -0.633393805613503247E+01    0.196175508366200430E+00
  20    0.101485435869976701E+02    0.282408157622677924E+01
  21    0.125606252073947111E+01    0.169836062521519504E+00
  22   -0.719138874174321652E+00    0.774969578838407891E+00
  23    0.134273087557992832E+01    0.766512191751835825E-01
  24    0.697535794267826331E-01    0.392430930661018251E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.129084708807883342E+02
   2    0.383511893034708604E-01
   3    0.117597956641889834E+01
   4    0.790279808212970947E+00
   5    0.369294126408754864E-02
   6    0.118680601832568468E-06
   7   -0.187788768496952585E+01
   8    0.106554124043084428E+02
   9    0.105413804821187318E+01
  10   -0.135705511876482432E+01
  11    0.746987356005351821E+00
  12    0.321440157872918242E+00
  13   -0.519034889192908011E+01
  14    0.654159123436128453E+01
  15    0.139436928557253026E+01
  16   -0.156361537644289239E+01
  17    0.172705897380454654E+01
  18   -0.200121338865441256E+00
  19   -0.613438728267501698E+01
  20    0.106137325912374472E+02
  21    0.124192833578435269E+01
  22   -0.270674813974306927E+00
  23    0.126767994667725703E+01
  24    0.455609917287111088E+00

MAP Parameters
Dim No.        Parameter
   1    0.129084708807883342E+02
   2    0.383511893034708604E-01
   3    0.117597956641889834E+01
   4    0.790279808212970947E+00
   5    0.369294126408754864E-02
   6    0.118680601832568468E-06
   7   -0.187788768496952585E+01
   8    0.106554124043084428E+02
   9    0.105413804821187318E+01
  10   -0.135705511876482432E+01
  11    0.746987356005351821E+00
  12    0.321440157872918242E+00
  13   -0.519034889192908011E+01
  14    0.654159123436128453E+01
  15    0.139436928557253026E+01
  16   -0.156361537644289239E+01
  17    0.172705897380454654E+01
  18   -0.200121338865441256E+00
  19   -0.613438728267501698E+01
  20    0.106137325912374472E+02
  21    0.124192833578435269E+01
  22   -0.270674813974306927E+00
  23    0.126767994667725703E+01
  24    0.455609917287111088E+00
