    0.999440431594848633E+01   -0.272556052748797410E+05   -0.570378062280500497E+01    1
    0.999061048030853271E+01   -0.272447770167798553E+05   -0.570711395613835482E+01    1
    0.998578011989593506E+01   -0.272309910432075012E+05   -0.571044728947168334E+01    1
    0.998463153839111328E+01   -0.272277130780334592E+05   -0.571378062280501098E+01    1
    0.995470762252807617E+01   -0.271423282387279360E+05   -0.571711395613834394E+01    1
    0.992164433002471924E+01   -0.270480209695653357E+05   -0.572044728947168135E+01    1
    0.990640461444854736E+01   -0.270045649419505571E+05   -0.572378062280502586E+01    1
    0.982347369194030762E+01   -0.267682281269690211E+05   -0.572711395613835883E+01    1
    0.979060232639312744E+01   -0.266746175230008521E+05   -0.573044728947169002E+01    1
    0.977359056472778320E+01   -0.266261865905284358E+05   -0.573378062280501766E+01    1
    0.975064516067504883E+01   -0.265608793183224479E+05   -0.573711395613834529E+01    1
    0.974059224128723145E+01   -0.265322725524644811E+05   -0.574044728947167915E+01    1
    0.973885238170623779E+01   -0.265273219417659966E+05   -0.574378062280501744E+01    1
    0.965384840965270996E+01   -0.262855828488435000E+05   -0.574711395613836196E+01    1
    0.964618146419525146E+01   -0.262637919495900169E+05   -0.575044728947169581E+01    1
    0.957977354526519775E+01   -0.260751377186443569E+05   -0.575378062280501634E+01    1
    0.957799434661865234E+01   -0.260700855212300921E+05   -0.575711395613834398E+01    1
    0.956027150154113770E+01   -0.260197662433861624E+05   -0.576044728947168139E+01    1
    0.951382994651794434E+01   -0.258879629830041995E+05   -0.576378062280501613E+01    1
    0.946852922439575195E+01   -0.257594749136192804E+05   -0.576711395613835531E+01    1
    0.943839311599731445E+01   -0.256740415169208172E+05   -0.577044728947169805E+01    1
    0.939418137073516846E+01   -0.255487671540327719E+05   -0.577378062280503279E+01    1
    0.938035786151885986E+01   -0.255096134239096427E+05   -0.577711395613835421E+01    1
    0.935575067996978760E+01   -0.254399341473425047E+05   -0.578044728947167474E+01    1
    0.931192994117736816E+01   -0.253159063994118296E+05   -0.578378062280501393E+01    1
    0.925790607929229736E+01   -0.251631032229233533E+05   -0.578711395613835577E+01    1
    0.923686504364013672E+01   -0.251036209600372167E+05   -0.579044728947169407E+01    1
    0.917223632335662842E+01   -0.249210276783244553E+05   -0.579378062280503325E+01    1
    0.917202651500701904E+01   -0.249204351855863388E+05   -0.579711395613835734E+01    1
    0.916745185852050781E+01   -0.249075169264373508E+05   -0.580044728947169297E+01    1
    0.912928760051727295E+01   -0.247997786451970533E+05   -0.580378062280502593E+01    1
    0.912687182426452637E+01   -0.247929608512153900E+05   -0.580711395613834647E+01    1
    0.912586569786071777E+01   -0.247901214350611954E+05   -0.581044728947168032E+01    1
    0.912110865116119385E+01   -0.247766970022172936E+05   -0.581378062280502572E+01    1
    0.911497831344604492E+01   -0.247593984820835285E+05   -0.581711395613836935E+01    1
    0.910599470138549805E+01   -0.247340513810583725E+05   -0.582044728947169965E+01    1
    0.909793555736541748E+01   -0.247113154443178319E+05   -0.582378062280502462E+01    1
    0.903528392314910889E+01   -0.245346573539249475E+05   -0.582711395613835315E+01    1
    0.896440446376800537E+01   -0.243349950683864590E+05   -0.583044728947169411E+01    1
    0.891948640346527100E+01   -0.242085731413714457E+05   -0.583378062280502441E+01    1
    0.891125023365020752E+01   -0.241854016908036465E+05   -0.583711395613834316E+01    1
    0.890648484230041504E+01   -0.241719961643645656E+05   -0.584044728947168412E+01    1
    0.885836064815521240E+01   -0.240366722592400693E+05   -0.584378062280502064E+01    1
    0.883316636085510254E+01   -0.239658662631249281E+05   -0.584711395613835627E+01    1
    0.874644696712493896E+01   -0.237223609977803717E+05   -0.585044728947168746E+01    1
    0.873931229114532471E+01   -0.237023417350001328E+05   -0.585378062280502132E+01    1
    0.867563068866729736E+01   -0.235237568963334779E+05   -0.585711395613836583E+01    1
    0.861995577812194824E+01   -0.233677743952198616E+05   -0.586044728947168458E+01    1
    0.860245764255523682E+01   -0.233187794494578557E+05   -0.586378062280500867E+01    1
    0.856882691383361816E+01   -0.232246523376565201E+05   -0.586711395613835673E+01    1
    0.853008687496185303E+01   -0.231162895140805558E+05   -0.587044728947169592E+01    1
    0.846502840518951416E+01   -0.229344662215795433E+05   -0.587378062280501378E+01    1
    0.841599285602569580E+01   -0.227975548167807465E+05   -0.587711395613836363E+01    1
    0.840489566326141357E+01   -0.227665863613372094E+05   -0.588044728947169038E+01    1
    0.839957535266876221E+01   -0.227517412858360331E+05   -0.588378062280502512E+01    1
    0.839346587657928467E+01   -0.227346958994293418E+05   -0.588711395613835986E+01    1
    0.830447077751159668E+01   -0.224866043487077150E+05   -0.589044728947168750E+01    1
    0.830066323280334473E+01   -0.224759986450423639E+05   -0.589378062280501336E+01    1
    0.829893767833709717E+01   -0.224711924429376340E+05   -0.589711395613836142E+01    1
    0.828771948814392090E+01   -0.224399498781102557E+05   -0.590044728947168906E+01    1
    0.822953939437866211E+01   -0.222780183528553607E+05   -0.590378062280501403E+01    1
    0.820031881332397461E+01   -0.221967527451365168E+05   -0.590711395613835233E+01    1
    0.819844007492065430E+01   -0.221915292322428977E+05   -0.591044728947168974E+01    1
    0.818820357322692871E+01   -0.221630714934881107E+05   -0.591378062280503869E+01    1
    0.816954553127288818E+01   -0.221112152299049230E+05   -0.591711395613837610E+01    1
    0.811623513698577881E+01   -0.219631469975331056E+05   -0.592044728947170285E+01    1
    0.810018479824066162E+01   -0.219185960231391073E+05   -0.592378062280502160E+01    1
    0.808162808418273926E+01   -0.218671046102269756E+05   -0.592711395613834124E+01    1
    0.807516753673553467E+01   -0.218491819692131139E+05   -0.593044728947167687E+01    1
    0.803237497806549072E+01   -0.217305229335370204E+05   -0.593378062280501606E+01    1
    0.800429940223693848E+01   -0.216527244261225242E+05   -0.593711395613835968E+01    1
    0.796860396862030029E+01   -0.215538709746470340E+05   -0.594044728947169531E+01    1
    0.795434772968292236E+01   -0.215144092241085236E+05   -0.594378062280501940E+01    1
    0.794274747371673584E+01   -0.214823073196024561E+05   -0.594711395613835059E+01    1
    0.792809545993804932E+01   -0.214417704383506680E+05   -0.595044728947167822E+01    1
    0.792648673057556152E+01   -0.214373203609643606E+05   -0.595378062280501563E+01    1
    0.789595901966094971E+01   -0.213529008190897148E+05   -0.595711395613834949E+01    1
    0.787813544273376465E+01   -0.213036358385078893E+05   -0.596044728947167890E+01    1
    0.782557249069213867E+01   -0.211584508886743788E+05   -0.596378062280501009E+01    1
    0.779922604560852051E+01   -0.210857361055965885E+05   -0.596711395613835194E+01    1
    0.779358148574829102E+01   -0.210701624206977358E+05   -0.597044728947169379E+01    1
    0.779149174690246582E+01   -0.210643971525434063E+05   -0.597378062280502675E+01    1
    0.778715670108795166E+01   -0.210524382018264550E+05   -0.597711395613836682E+01    1
