    0.335197665715764370E+00    0.167873939773705377E+00    0.190574910721580570E+01    0.145470585390630763E+00    0.102516754229801069E+00    0.226233339875746200E-03   -0.985349158978444351E+01    0.802829118901862948E+01   -0.180005735050905735E+01   -0.640976860317933905E+01    0.345721550734457583E+01    0.401924824487990051E+00   -0.117278378733621812E+05
    0.262671925680817542E+00    0.184344180662730561E+00    0.191800145637570774E+01    0.204473122832921600E+00    0.123846490425689806E+00    0.202230038521062012E-03   -0.995445288718870103E+01    0.814123736080886218E+01   -0.217123299113472124E+01   -0.622542978886738929E+01    0.340377400741989078E+01    0.314544059607300142E+00   -0.117265442379218948E+05
    0.268024107629411035E+00    0.192651995019665345E+00    0.190945868370701177E+01    0.204206180288489247E+00    0.125793875914948700E+00    0.191412207866566180E-03   -0.990978322419432445E+01    0.813619168874350152E+01   -0.192445837874840575E+01   -0.637761749166463598E+01    0.348432032686068771E+01    0.367112242194138627E+00   -0.117259963658211382E+05
    0.263084495540132024E+00    0.171670854728985550E+00    0.192382811469292392E+01    0.213361643224285191E+00    0.102306382780734159E+00    0.218322938569280307E-03   -0.988196919446604127E+01    0.794833515303288873E+01   -0.201558654199442033E+01   -0.647412574447210964E+01    0.347572846448801132E+01    0.310762269789329082E+00   -0.117253769542191203E+05
    0.299693428407734164E+00    0.192851349050626564E+00    0.193599918583030206E+01    0.176906110486782453E+00    0.132586100885816321E+00    0.187710987896988393E-03   -0.991935296646710540E+01    0.814561916790652418E+01   -0.171900800445177415E+01   -0.620896985033658311E+01    0.345026093693166924E+01    0.382909266669566151E+00   -0.117252711702158158E+05
    0.303928574602203461E+00    0.171808327476247552E+00    0.186522681867609874E+01    0.177116389971797378E+00    0.113206026301405541E+00    0.211952728530747617E-03   -0.986362612710621711E+01    0.816959199980340145E+01   -0.204391852747876790E+01   -0.645462917101172984E+01    0.345371797326227492E+01    0.394706311173060431E+00   -0.117235960761442384E+05
    0.253412946498867531E+00    0.162698555720336258E+00    0.185120986377446206E+01    0.219677635089138068E+00    0.103851544955827671E+00    0.224158847490821191E-03   -0.991152045078794508E+01    0.808884462192793663E+01   -0.261172925810464918E+01   -0.647564510581450570E+01    0.341351979780206394E+01    0.320956595200688533E+00   -0.117235583444707972E+05
    0.316659397663532571E+00    0.174101502039534006E+00    0.190958233798949495E+01    0.174956459410541582E+00    0.119648208326215061E+00    0.199317142886052588E-03   -0.988842969377190784E+01    0.798577513281701634E+01   -0.194051946136238618E+01   -0.630013859411966859E+01    0.346206218469438021E+01    0.421509663242122912E+00   -0.117235172085298418E+05
    0.316341345424859588E+00    0.180190059104700401E+00    0.193321230859914506E+01    0.168316037515900685E+00    0.125683319534845905E+00    0.196980778024052520E-03   -0.990568173362198046E+01    0.807193402678722194E+01   -0.177669258069558578E+01   -0.620247522820852382E+01    0.343051083478872787E+01    0.388917627319775860E+00   -0.117232837427804334E+05
    0.328538943418171248E+00    0.171069198664920707E+00    0.191178527321171643E+01    0.148808749084234332E+00    0.100886031544880891E+00    0.226703256908852293E-03   -0.984022119431629427E+01    0.804065714287563971E+01   -0.167934159240372916E+01   -0.647486969226114262E+01    0.347492364867067849E+01    0.390436181419075989E+00   -0.117232435525618530E+05
    0.294491085147294940E+00    0.179984568043787235E+00    0.189592046412700199E+01    0.180150320459547708E+00    0.111533601011179456E+00    0.209280780823021639E-03   -0.994834610901903993E+01    0.786550353814508441E+01   -0.240595710773923832E+01   -0.631686481214403894E+01    0.347535697260793741E+01    0.434234337152465955E+00   -0.117231149580145302E+05
    0.274731639674590911E+00    0.185924144706090144E+00    0.192950508439879753E+01    0.198037537041810097E+00    0.120721681962723537E+00    0.199742880793635848E-03   -0.993128322625125115E+01    0.802751268013456709E+01   -0.201123430427123662E+01   -0.628929613840988644E+01    0.345384403219987401E+01    0.352943116001458446E+00   -0.117228559358215116E+05
    0.224805218555491931E+00    0.188543305331029976E+00    0.187709320940280122E+01    0.231912272696135235E+00    0.117134881769269839E+00    0.204839894201685823E-03   -0.998931685165067584E+01    0.803818859730403545E+01   -0.270938592798546551E+01   -0.637274445389646971E+01    0.344568899666997952E+01    0.338252344297827356E+00   -0.117225499020362022E+05
    0.333428399504946849E+00    0.160995494563891700E+00    0.189309389037414721E+01    0.157358031663387465E+00    0.104354267684489077E+00    0.221978149626361250E-03   -0.982642264804119492E+01    0.805665558225133438E+01   -0.177514614991386388E+01   -0.646044859783895831E+01    0.345176311323790275E+01    0.398071898320386364E+00   -0.117224507109005026E+05
    0.263755613478506568E+00    0.187232016347277624E+00    0.187067284226288066E+01    0.201334059248874986E+00    0.122216431547352566E+00    0.200942469812900079E-03   -0.996954524233852091E+01    0.808517253611962872E+01   -0.253922805391036732E+01   -0.631288833178549602E+01    0.344186492594464521E+01    0.392747199893288101E+00   -0.117224464679468529E+05
    0.293881254260527802E+00    0.175702155060362020E+00    0.181244632549196227E+01    0.176004800331077571E+00    0.117986856432710327E+00    0.211338029237382794E-03   -0.995119304051807596E+01    0.816122984111599514E+01   -0.278798786027474010E+01   -0.635310560605930164E+01    0.341907888022401751E+01    0.449767859228308531E+00   -0.117221905358842614E+05
    0.262222388139143892E+00    0.185511058596643935E+00    0.182599342444817569E+01    0.204210975033765785E+00    0.126461516598801976E+00    0.197496314280413184E-03   -0.998156167621702295E+01    0.815782165588943009E+01   -0.284185851855148908E+01   -0.632070510564076393E+01    0.342928834991354758E+01    0.424895650518101409E+00   -0.117221745095839869E+05
    0.301366952307134117E+00    0.174601598490228188E+00    0.192895656766420398E+01    0.174555048009504638E+00    0.102964159801906013E+00    0.221255696934972876E-03   -0.984310013983819410E+01    0.804586484152085291E+01   -0.162143427182219768E+01   -0.648978183689697996E+01    0.348275156526374863E+01    0.343408784614126716E+00   -0.117221321224610092E+05
    0.270129951628202858E+00    0.168146279179559432E+00    0.186537784028250453E+01    0.212074569827004317E+00    0.113340018503654757E+00    0.209912334254065241E-03   -0.986067371573765250E+01    0.819891587635888719E+01   -0.211622057155568122E+01   -0.650218683049706314E+01    0.344046221916845418E+01    0.332738936626189918E+00   -0.117220151339125223E+05
    0.268521188017354806E+00    0.161718410275919044E+00    0.183621622107773286E+01    0.208556951452498862E+00    0.104683761332946365E+00    0.222319537264397912E-03   -0.991845858960396853E+01    0.803907147260204624E+01   -0.273591690681986233E+01   -0.645734932326552435E+01    0.342185488779856950E+01    0.371471200689892811E+00   -0.117217234231727143E+05
    0.295391844892714084E+00    0.171751282025271013E+00    0.187240372566354640E+01    0.179964792827773445E+00    0.108784050346816125E+00    0.217311494063950376E-03   -0.990734396208234891E+01    0.803613033868505688E+01   -0.231536420615596583E+01   -0.640137074665048722E+01    0.344606522176919938E+01    0.397478083143695038E+00   -0.117217012616759002E+05
    0.265246132645725274E+00    0.180597089868401395E+00    0.192198019940339515E+01    0.209944647350185337E+00    0.114024693229721016E+00    0.203645606620011756E-03   -0.996113299187033796E+01    0.783316445325505750E+01   -0.238478467054495180E+01   -0.629198653124006224E+01    0.346522728717141870E+01    0.375808307488440629E+00   -0.117214754544312964E+05
    0.304657655241165282E+00    0.155232173558779663E+00    0.183293599338565150E+01    0.185927840819406137E+00    0.111847372412369833E+00    0.217416785041579872E-03   -0.985934608346489583E+01    0.821297577503033693E+01   -0.232143336267041178E+01   -0.643565063283534666E+01    0.339687111853584955E+01    0.379096606645232370E+00   -0.117214438010211925E+05
    0.238789867641440223E+00    0.179691677896810509E+00    0.186288503014020446E+01    0.230237048138480394E+00    0.117230190670417483E+00    0.203370327927689668E-03   -0.996401056341179370E+01    0.803025065432286667E+01   -0.271127603316306010E+01   -0.638691420834325640E+01    0.344221442789728860E+01    0.358974174854576944E+00   -0.117213244098454306E+05
