    0.118445765972137451E+02    0.232049942016601562E+00    0.749245047569274902E+00    0.135353624820709229E+01    0.140054059028625488E+01    0.454874515533447266E+00   -0.375192463397979736E+00    0.705780480802059085E+01   -0.243911169171333331E+01   -0.727998048365116190E+01    0.216649258136749268E+01   -0.181945234537124634E+00    0.866929590702056885E+00    0.655656590759754110E+01    0.259291106462478549E+00   -0.578751541674137115E+01    0.146410679817199707E+01    0.352261990308761597E+00   -0.113556385040283203E+01    0.541852742731571180E+01    0.393653248548507673E+01   -0.987503180503845179E+01    0.242594999074935913E+01   -0.423257023096084595E+00   -0.111379048905194797E+15   -0.529831319988485294E+01    1
    0.846740365028381348E+01    0.689972758293151855E+00    0.123631119728088379E+00    0.199956953525543213E+01    0.718801617622375488E+00    0.612199783325195312E+00    0.204368531703948975E+01    0.117840269654989243E+02   -0.220890257358551034E+01   -0.819793985784053802E+01    0.307932287454605103E+01   -0.162855681777000427E+01   -0.632799237966537476E+01    0.271136698126792908E+01   -0.464972132444381625E+00   -0.891215758025646210E+01    0.162393087148666382E+01   -0.125182372331619263E+01   -0.343499571084976196E+01    0.746532510817050898E+01   -0.719955044984817771E+00   -0.892432728111743856E+01    0.220866423845291138E+01   -0.294774740934371948E+00   -0.111379048905194797E+15   -0.530331319988484751E+01    1
    0.164975428581237793E+02    0.174802684783935547E+01    0.692593693733215332E+00    0.115139877796173096E+01    0.189899420738220215E+01    0.185237360000610352E+01   -0.351935029029846191E+00    0.594024585187435150E+01   -0.425052422285080223E+00   -0.872367798388004267E+01    0.173905307054519653E+01   -0.866804540157318115E+00    0.228678017854690552E+01    0.420738880932331050E+01   -0.992310088872909724E+00    0.620106860995292664E+00    0.142640423774719238E+01   -0.854681700468063354E+00    0.770583748817443848E-01    0.453972489535808510E+01    0.343151631951332092E+01   -0.616406538486480748E+01    0.193527293205261230E+01   -0.159626540541648865E+01   -0.111379048905194797E+15   -0.530831319988485095E+01    1
    0.127631187438964844E+02    0.185470557212829590E+01    0.154792249202728271E+01    0.183323264122009277E+00    0.512555360794067383E+00    0.125200486183166504E+01    0.154200941324234009E+01    0.625282334983348775E+01    0.118358185291290319E+01   -0.138015963137149811E+01    0.160597598552703857E+01   -0.350743502378463745E+00   -0.912613987922668457E+01    0.383623409867286647E+01   -0.128701900243759160E+01   -0.893407296240329707E+01    0.294789266586303711E+01   -0.164166224002838135E+01   -0.297280639410018921E+01    0.565413612425327283E+01   -0.442264157533645896E+00   -0.790019728541374278E+01    0.144165635108947754E+01   -0.129110050201416016E+01   -0.111379048905194797E+15   -0.531331319988484285E+01    1
    0.847150087356567383E+00    0.190466952323913574E+01    0.361716985702514648E+00    0.280488014221191406E+00    0.279872417449951172E-01    0.194484114646911621E+00   -0.887923002243041992E+01    0.137005073487758615E+02    0.133880949616432154E+01    0.477845498919485578E+00    0.104325014352798462E+01   -0.785222619771957397E+00    0.369869679212570190E+01    0.594907770454883522E+01   -0.161232779026031503E+01   -0.106795256733894384E+01    0.186820250749588013E+01    0.282675951719284058E+00   -0.841299504041671753E+01    0.359067741036415100E+01   -0.112380856871604928E+01   -0.751033283174037969E+01    0.163689363002777100E+01   -0.149140340089797974E+01   -0.111379048905194797E+15   -0.531831319988483830E+01    1
    0.668896675109863281E+01    0.211535215377807617E+00    0.308268189430236816E+00    0.177984166145324707E+01    0.112477111816406250E+01    0.493444681167602539E+00    0.754155218601226807E+00    0.116148285210132585E+02   -0.275985988378524816E+01   -0.836123225092888944E+00    0.240750283002853394E+01   -0.531937003135681152E+00   -0.943880856037139893E+01    0.130204029768705354E+02    0.191400882601737976E+01   -0.961490722298622202E+01    0.128791749477386475E+01   -0.177673947811126709E+01    0.240077674388885498E+00    0.646682171821594221E+01   -0.106800388693809523E+01   -0.909145997166633535E+01    0.113699388504028320E+01   -0.174042609333992004E+01   -0.111379048905194797E+15   -0.532331319988484530E+01    1
    0.152740645408630371E+02    0.310795307159423828E+00    0.103135585784912109E+00    0.200138807296752930E+00    0.489684462547302246E+00    0.241045713424682617E+00    0.211359173059463501E+01    0.851131302118301392E+01    0.140681045055389387E+01   -0.341860084235668182E+01    0.192225456237792969E+01   -0.841474354267120361E+00   -0.287649184465408325E+01    0.105610461622476564E+02    0.560691827535629184E+00   -0.345314540565013939E+01    0.316639882326126099E+01   -0.632694065570831299E-01    0.123454064130783081E+01    0.115215807676315301E+02   -0.263211138248443621E+01   -0.849717313051223755E+01    0.233623439073562622E+01   -0.116839942336082458E+01   -0.111379048905194797E+15   -0.532831319988484609E+01    1
    0.856616377830505371E+01    0.831736564636230469E+00    0.191082715988159180E+01    0.936058759689331055E-01    0.160805213451385498E+01    0.404646396636962891E+00    0.397379130125045776E+01    0.510536947548389364E+01    0.136667852401733381E+01   -0.842452629506587947E+01    0.213119488954544067E+01   -0.118000727891921997E+01   -0.939165532588958740E+01    0.121426092922687516E+02    0.220944281220436078E+01   -0.551370889544487053E+01    0.288924938440322876E+01   -0.986844003200531006E-01    0.562150180339813232E+00    0.826680763363838267E+01    0.367497497797012329E+01   -0.397116961479187047E+01    0.286156916618347168E+01   -0.641379475593566895E+00   -0.111379048905194797E+15   -0.533331319988484154E+01    1
    0.191060280799865723E+02    0.101350414752960205E+01    0.122951793670654297E+01    0.531040191650390625E+00    0.135442721843719482E+01    0.199602091312408447E+01   -0.329454809427261353E+01    0.129475305438041666E+02    0.376697571277618426E+01   -0.972776445746421814E+01    0.323930895328521729E+01   -0.159302473068237305E+00   -0.249809563159942627E+01    0.773320148289203591E+01    0.622798842191696345E+00   -0.866575083434581828E+01    0.115468376874923706E+01   -0.692772239446640015E+00    0.288622975349426270E+00    0.854184088110923767E+01    0.258010174632072431E+01   -0.871956811547279287E+01    0.292798155546188354E+01   -0.175190669298171997E+01   -0.111379048905194797E+15   -0.533831319988483788E+01    1
    0.103388452529907227E+02    0.895275712013244629E+00    0.142688333988189697E+01    0.136200010776519775E+01    0.185925066471099854E+01    0.722491741180419922E-01    0.217743992805480957E+01    0.328160965144634220E+01   -0.208664496541023281E+01   -0.296279052495956474E+01    0.179347634315490723E+01   -0.173800855875015259E+00   -0.104169726371765137E+01    0.146296943575143814E+02    0.971067965030671942E-01   -0.287174489796161669E+01    0.261627972126007080E+01   -0.322661072015762329E+00   -0.330064743757247925E+01    0.472229384779930061E+01   -0.155203242897987370E+01   -0.506334837973117846E+01    0.775607526302337646E+00   -0.188996550440788269E+01   -0.111379048905194797E+15   -0.534331319988483511E+01    1
    0.194518458843231201E+02    0.271208763122558594E+00    0.424465417861938477E+00    0.196308887004852295E+01    0.515665292739868164E+00    0.182190322875976562E+01    0.104638546705245972E+01    0.763324223160743642E+01    0.281281016469001788E+01   -0.445819456875324249E+01    0.117656308412551880E+01   -0.521427959203720093E+00   -0.953997433185577393E+01    0.129190018534660318E+02    0.320969756245613080E+01   -0.280031988024711964E+00    0.853657841682434082E+00   -0.883213996887207031E+00   -0.745284825563430786E+01    0.144635131925344460E+02    0.685625171661377042E+00   -0.570452179014682770E+01    0.343490940332412720E+01   -0.654967397451400757E+00   -0.111379048905194797E+15   -0.534831319988484299E+01    1
    0.174518692493438721E+02    0.182049059867858887E+01    0.507003426551818848E+00    0.769246101379394531E+00    0.140187382698059082E+01    0.544322848320007324E+00   -0.949174284934997559E+01    0.120668191522359827E+02    0.944982373714446933E+00   -0.659490843117237091E+01    0.232819795608520508E+01   -0.188345131278038025E+01   -0.923177599906921387E-01    0.922484366297721792E+01    0.353968169093132001E+01   -0.804041187167167593E+01    0.338706684112548828E+01   -0.193132427334785461E+01   -0.359188616275787354E+01    0.593662959337234497E+01   -0.148121508359909071E+01   -0.471202936172485387E+01    0.214992886781692505E+01   -0.135225829482078552E+01   -0.111379048905194797E+15   -0.535331319988485443E+01    1
    0.141505718231201172E+01    0.135036289691925049E+01    0.708074212074279785E+00    0.390362381935119629E+00    0.102682650089263916E+01    0.162602019309997559E+01    0.869916677474975586E+00    0.261840173602104187E+01   -0.639236736297607688E+00   -0.355578638315200823E+01    0.675442576408386230E+00   -0.185075205564498901E+01   -0.688019841909408569E+01    0.349721816182136536E+01    0.350490164756774902E+01   -0.223706817328929919E+01    0.588839590549468994E+00   -0.219142138957977295E-01    0.208480536937713623E+01    0.368781003654003126E+01    0.368005254268646276E+01   -0.886797633171081578E+01    0.344466549158096313E+01   -0.140776902437210083E+00   -0.111379048905194797E+15   -0.535831319988483568E+01    1
    0.502817153930664062E+01    0.683897256851196289E+00    0.132752561569213867E+01    0.197212481498718262E+01    0.107387125492095947E+01    0.658105254173278809E+00   -0.674010217189788818E+00    0.122366520822048166E+02    0.268731666803360003E+01   -0.461699526309967112E+01    0.308283960819244385E+01   -0.932961076498031616E+00   -0.488162100315093994E+01    0.653027489781379700E+01    0.309983733892440849E+01   -0.237255939841270802E+00    0.121384900808334351E+01   -0.855935186147689819E+00   -0.613768696784973145E+00    0.707073534429073280E+01    0.120688946247100848E+01   -0.722646623849882985E-01    0.262202054262161255E+01    0.452169507741928101E+00   -0.111379048905194797E+15   -0.536331319988484623E+01    1
    0.123159062862396240E+02    0.135987412929534912E+01    0.107512223720550537E+01    0.112006664276123047E+00    0.192146003246307373E+01    0.171769225597381592E+01    0.238541305065155029E+01    0.501849668025970441E+01    0.131447082757949829E+01    0.628122964501379499E+00    0.521626293659210205E+00    0.152620255947113037E+00   -0.458666205406188965E+01    0.111860799729824052E+02   -0.172013247609138498E+01   -0.567256702482700348E+01    0.254452919960021973E+01   -0.115606975555419922E+01   -0.327943563461303711E+01    0.539133949279785085E+01    0.351630210876464844E+01   -0.948208478689193690E+01    0.159250593185424805E+01    0.189006805419921875E+00   -0.111379048905194797E+15   -0.536831319988485056E+01    1
    0.175351822376251221E+02    0.642395496368408203E+00    0.119081282615661621E+01    0.453546524047851562E+00    0.104349732398986816E+00    0.121995162963867188E+01   -0.500142008066177368E+01    0.117689336210489266E+02    0.169244300127029401E+01   -0.687799723744392466E+01    0.177104789018630981E+01   -0.119819027185440063E+01    0.436023771762847900E+00    0.132016852051019669E+02   -0.791811263561248868E+00   -0.793419947922229785E+01    0.193934524059295654E+01   -0.117349770665168762E+01   -0.250924825668334961E+01    0.617780894935131020E+01    0.252902833819389361E+01   -0.273801002800464666E+01    0.634644746780395508E+00   -0.176145446300506592E+01   -0.111379048905194797E+15   -0.537331319988484601E+01    1
    0.876280069351196289E+00    0.507861375808715820E-01    0.859984755516052246E+00    0.909231543540954590E+00    0.188402414321899414E+01    0.747013092041015625E-01    0.245414376258850098E+00    0.115558391243219383E+02    0.393669247031211889E+01   -0.185156160295009720E+01    0.528689980506896973E+00   -0.346110135316848755E+00   -0.268538981676101685E+01    0.550453880429267883E+01   -0.247417880296707171E+01   -0.314892964363098216E+01    0.181428259611129761E+01   -0.126831021904945374E+01    0.347350835800170898E+01    0.503261745572090113E+01   -0.218873502612113979E+01   -0.971578729450702738E+01    0.187788099050521851E+01   -0.114486557245254517E+01   -0.111379048905194797E+15   -0.537831319988484857E+01    1
    0.125229442119598389E+02    0.902919888496398926E+00    0.873986959457397461E+00    0.164037263393402100E+01    0.154731631278991699E+01    0.161066496372222900E+01   -0.726585000753402710E+01    0.943099741339683462E+01   -0.768434149026870905E+00   -0.921237246990203928E+01    0.304754227399826050E+01    0.474494427442550659E+00   -0.192370057106018066E+01    0.805291115343570674E+01    0.373153146505355870E+01   -0.156614539027215116E+00    0.147449678182601929E+01   -0.292543739080429077E+00   -0.967245399951934814E+00    0.111449951082468033E+02   -0.145791364312171945E+01   -0.637470837831497228E+01    0.707940042018890381E+00   -0.108921137452125549E+01   -0.111379048905194797E+15   -0.538331319988484491E+01    1
