    0.187696409225463867E+02    0.164645755290985107E+01    0.498616248369216919E+01   -0.216739732173070605E+13   -0.570378062280500497E+01    1
    0.189602792263031006E+02    0.192532563209533691E+01    0.494745731353759766E+01   -0.198259188376797949E+13   -0.570711395613835482E+01    1
    0.671739578247070312E+01    0.159315681457519531E+01    0.485685318708419800E+01   -0.160927000060633057E+13   -0.571044728947168334E+01    1
    0.177342581748962402E+02    0.129088723659515381E+01    0.485653847455978394E+01   -0.160810482712135083E+13   -0.571378062280501098E+01    1
    0.488310813903808594E+01    0.150080025196075439E+01    0.466538727283477783E+01   -0.103552968400036572E+13   -0.571711395613834394E+01    1
    0.164484703540802002E+02    0.857160806655883789E+00    0.462280720472335815E+01   -0.938820660444047485E+12   -0.572044728947168135E+01    1
    0.145401751995086670E+02    0.422527194023132324E+00    0.445679098367691040E+01   -0.640568956417445801E+12   -0.572378062280502586E+01    1
    0.137291538715362549E+02    0.859256982803344727E-01    0.443998783826828003E+01   -0.616258115071736816E+12   -0.572711395613835883E+01    1
    0.864835977554321289E+01    0.835397720336914062E+00    0.438323676586151123E+01   -0.540768213675020142E+12   -0.573044728947169002E+01    1
    0.219166517257690430E+01    0.186199259757995605E+01    0.434606313705444336E+01   -0.496406053420387695E+12   -0.573378062280501766E+01    1
    0.132516551017761230E+02    0.179002153873443604E+01    0.433410316705703735E+01   -0.482922617693421265E+12   -0.573711395613834529E+01    1
    0.179908251762390137E+02    0.107933592796325684E+01    0.433118313550949097E+01   -0.479686742726624878E+12   -0.574044728947167915E+01    1
    0.188166737556457520E+01    0.100989258289337158E+01    0.424158841371536255E+01   -0.390266850271168091E+12   -0.574378062280501744E+01    1
    0.145568335056304932E+02    0.169513702392578125E+01    0.416896402835845947E+01   -0.330169992841371338E+12   -0.574711395613836196E+01    1
    0.988583564758300781E+00    0.459585309028625488E+00    0.411435782909393311E+01   -0.291158833851506165E+12   -0.575044728947169581E+01    1
    0.780106782913208008E+00    0.198359882831573486E+01    0.410790443420410156E+01   -0.286864314963596252E+12   -0.575378062280501634E+01    1
    0.187319719791412354E+02    0.499103784561157227E+00    0.408144176006317139E+01   -0.269907568022722076E+12   -0.575711395613834398E+01    1
    0.198678147792816162E+02    0.187505197525024414E+01    0.408074617385864258E+01   -0.269475690125625488E+12   -0.576044728947168139E+01    1
    0.135507571697235107E+02    0.845813274383544922E+00    0.398337930440902710E+01   -0.215353208984989716E+12   -0.576378062280501613E+01    1
    0.166972303390502930E+02    0.595682024955749512E+00    0.396500617265701294E+01   -0.206432644793489685E+12   -0.576711395613835531E+01    1
    0.177953183650970459E+02    0.113318181037902832E+01    0.391182065010070801E+01   -0.182638570945287933E+12   -0.577044728947169805E+01    1
    0.709507822990417480E+01    0.942492485046386719E+00    0.389074742794036865E+01   -0.173987352580107452E+12   -0.577378062280503279E+01    1
    0.829811096191406250E+00    0.129138088226318359E+01    0.385008692741394043E+01   -0.158436681179195465E+12   -0.577711395613835421E+01    1
    0.541978359222412109E+01    0.767727851867675781E+00    0.363466531038284302E+01   -0.964785254400183258E+11   -0.578044728947167474E+01    1
    0.393930673599243164E+00    0.125057339668273926E+01    0.359404593706130981E+01   -0.878636058713592987E+11   -0.578378062280501393E+01    1
    0.129219436645507812E+02    0.136945593357086182E+01    0.357443094253540039E+01   -0.839840511258851471E+11   -0.578711395613835577E+01    1
    0.800727128982543945E+01    0.734910964965820312E+00    0.352395355701446533E+01   -0.747681671191858521E+11   -0.579044728947169407E+01    1
    0.669821500778198242E+01    0.145824992656707764E+01    0.350787818431854248E+01   -0.720510886546287994E+11   -0.579378062280503325E+01    1
    0.129862797260284424E+02    0.688830733299255371E+00    0.338557839393615723E+01   -0.543674715649475784E+11   -0.579711395613835734E+01    1
    0.145406174659729004E+02    0.135329794883728027E+01    0.335798919200897217E+01   -0.510210935409181824E+11   -0.580044728947169297E+01    1
    0.155949604511260986E+02    0.519636750221252441E+00    0.333127349615097046E+01   -0.479770533792965469E+11   -0.580378062280502593E+01    1
    0.111337482929229736E+02    0.113877499103546143E+01    0.331420570611953735E+01   -0.461278369716412659E+11   -0.580711395613834647E+01    1
    0.112459182739257812E+01    0.751691818237304688E+00    0.328864872455596924E+01   -0.434910447249061279E+11   -0.581044728947168032E+01    1
    0.144861662387847900E+02    0.800726890563964844E+00    0.325277328491210938E+01   -0.400433047638307877E+11   -0.581378062280502572E+01    1
    0.594998478889465332E+01    0.181916511058807373E+01    0.322999954223632812E+01   -0.379970870238016281E+11   -0.581711395613836935E+01    1
    0.321002602577209473E+01    0.405939936637878418E+00    0.319270253181457520E+01   -0.348697809258803787E+11   -0.582044728947169965E+01    1
    0.106887304782867432E+02    0.157417750358581543E+01    0.318928360939025879E+01   -0.345967357043317947E+11   -0.582378062280502462E+01    1
    0.648533463478088379E+01    0.102900516986846924E+01    0.318399786949157715E+01   -0.341779694313599434E+11   -0.582711395613835315E+01    1
    0.410070896148681641E+01    0.986012816429138184E+00    0.312721639871597290E+01   -0.299888245517253227E+11   -0.583044728947169411E+01    1
    0.340752243995666504E+01    0.884902000427246094E+00    0.305000543594360352E+01   -0.251039435144401131E+11   -0.583378062280502441E+01    1
    0.143523001670837402E+02    0.163941025733947754E+01    0.292275071144104004E+01   -0.187278684948206215E+11   -0.583711395613834316E+01    1
    0.193441379070281982E+02    0.116376411914825439E+01    0.288756102323532104E+01   -0.172703905211896133E+11   -0.584044728947168412E+01    1
    0.961141586303710938E+00    0.607836604118347168E+00    0.272273838520050049E+01   -0.118149191494940224E+11   -0.584378062280502064E+01    1
    0.132577717304229736E+02    0.114526963233947754E+01    0.271696180105209351E+01   -0.116594248378706741E+11   -0.584711395613835627E+01    1
    0.867693424224853516E+01    0.160770380496978760E+01    0.266968607902526855E+01   -0.104564835256148319E+11   -0.585044728947168746E+01    1
    0.132252883911132812E+02    0.191028821468353271E+01    0.260454416275024414E+01   -0.900003741577800560E+10   -0.585378062280502132E+01    1
    0.346782207489013672E+00    0.127420878410339355E+01    0.259951055049896240E+01   -0.889563520492850494E+10   -0.585711395613836583E+01    1
    0.654995560646057129E+01    0.471560597419738770E+00    0.255553036928176880E+01   -0.803901814950583172E+10   -0.586044728947168458E+01    1
    0.154750692844390869E+02    0.180566024780273438E+01    0.255041539669036865E+01   -0.794535128818922424E+10   -0.586378062280500867E+01    1
    0.227744579315185547E+00    0.267116189002990723E+00    0.254424184560775757E+01   -0.783237976297387695E+10   -0.586711395613835673E+01    1
    0.113944458961486816E+02    0.139194524288177490E+01    0.251204639673233032E+01   -0.727319062151355457E+10   -0.587044728947169592E+01    1
    0.414247632026672363E+01    0.126106429100036621E+01    0.250740349292755127E+01   -0.719545668233288288E+10   -0.587378062280501378E+01    1
    0.107710289955139160E+02    0.656476736068725586E+00    0.247143596410751343E+01   -0.662374315875925541E+10   -0.587711395613836363E+01    1
    0.969870090484619141E+01    0.141366982460021973E+01    0.247013330459594727E+01   -0.660385429514920521E+10   -0.588044728947169038E+01    1
    0.628951430320739746E+01    0.477867722511291504E+00    0.232117056846618652E+01   -0.468573608763697052E+10   -0.588378062280502512E+01    1
    0.983454823493957520E+01    0.260001063346862793E+00    0.229846298694610596E+01   -0.444713059327637577E+10   -0.588711395613835986E+01    1
    0.913691520690917969E+00    0.185359716415405273E+00    0.210966676473617554E+01   -0.287832737643406677E+10   -0.589044728947168750E+01    1
    0.427239656448364258E+01    0.878074407577514648E+00    0.204915791749954224E+01   -0.250393227286921167E+10   -0.589378062280501336E+01    1
    0.902646660804748535E+01    0.170475590229034424E+01    0.202531754970550537E+01   -0.237035627065278816E+10   -0.589711395613836142E+01    1
    0.174696803092956543E+01    0.164384245872497559E+01    0.198874831199645996E+01   -0.217845108821362543E+10   -0.590044728947168906E+01    1
    0.881338119506835938E+00    0.850213766098022461E-01    0.186503410339355469E+01   -0.163797697830926943E+10   -0.590378062280501403E+01    1
    0.118454694747924805E+02    0.998520970344543457E+00    0.186010599136352539E+01   -0.162005535179351950E+10   -0.590711395613835233E+01    1
    0.168738162517547607E+02    0.898921489715576172E-01    0.184369266033172607E+01   -0.156017949247819567E+10   -0.591044728947168974E+01    1
    0.803481936454772949E+01    0.153713369369506836E+01    0.180881500244140625E+01   -0.143927662838816977E+10   -0.591378062280503869E+01    1
    0.162146675586700439E+02    0.999092459678649902E+00    0.166499137878417969E+01   -0.103359093106125355E+10   -0.591711395613837610E+01    1
    0.198136818408966064E+02    0.144720077514648438E+00    0.166207134723663330E+01   -0.102683562051559877E+10   -0.592044728947170285E+01    1
    0.207075476646423340E+01    0.164115333557128906E+01    0.163006275892257690E+01   -0.952932361910566926E+09   -0.592378062280502160E+01    1
    0.108026266098022461E+00    0.574004650115966797E+00    0.159822046756744385E+01   -0.885343377276125789E+09   -0.592711395613834124E+01    1
    0.630878090858459473E+01    0.164568424224853516E-01    0.150013476610183716E+01   -0.706355248652152538E+09   -0.593044728947167687E+01    1
    0.629987835884094238E+01    0.121887803077697754E+00    0.149599075317382812E+01   -0.699636324072138548E+09   -0.593378062280501606E+01    1
    0.104887676239013672E+02    0.100342333316802979E+01    0.146651774644851685E+01   -0.653878141185206771E+09   -0.593711395613835968E+01    1
    0.475272178649902344E+01    0.190531504154205322E+01    0.146129727363586426E+01   -0.645767031634741306E+09   -0.594044728947169531E+01    1
    0.225475430488586426E+01    0.156684041023254395E+01    0.144593536853790283E+01   -0.623146271243931532E+09   -0.594378062280501940E+01    1
    0.157871448993682861E+02    0.154433250427246094E+01    0.142220139503479004E+01   -0.590631530889788032E+09   -0.594711395613835059E+01    1
    0.196042037010192871E+02    0.143586564064025879E+01    0.135918021202087402E+01   -0.510956711951819897E+09   -0.595044728947167822E+01    1
    0.718236327171325684E+01    0.131205320358276367E+01    0.132830351591110229E+01   -0.475214293918219924E+09   -0.595378062280501563E+01    1
    0.104518246650695801E+02    0.148033010959625244E+01    0.127863794565200806E+01   -0.423915089357768714E+09   -0.595711395613834949E+01    1
    0.922979593276977539E+01    0.126542282104492188E+01    0.127741485834121704E+01   -0.422654495415734231E+09   -0.596044728947167890E+01    1
    0.163338470458984375E+02    0.597077608108520508E-01    0.121834456920623779E+01   -0.369137045460180879E+09   -0.596378062280501009E+01    1
