Nested Sampling Global Log-Evidence           :   -0.255319370634382503E+05  +/-    0.206691980595424485E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.255319370634382503E+05 +/-    0.206691980595424485E+00
Local Log-Evidence   -0.255319370634382503E+05 +/-    0.206691980595424485E+00

Dim No.       Mean        Sigma
   1    0.112785623054893702E+01    0.172702763301647117E-02
   2   -0.991598846075430918E+00    0.113884213918939037E+01
   3    0.865940157263677968E+01    0.328947000046857152E+01
   4    0.162035925457004432E+00    0.191544503535021349E+01
   5   -0.407254602100331287E+01    0.331486082633440882E+01
   6    0.995237229609371887E+00    0.329319973440410529E+00
   7   -0.616550169540262427E+00    0.605718127926601735E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.112725016840746761E+01
   2   -0.246926233356967373E+01
   3    0.919326300068734881E+01
   4    0.208876690053379566E+01
   5   -0.773942260675891092E+01
   6    0.139963885121075249E+01
   7   -0.928695873518411097E+00

MAP Parameters
Dim No.        Parameter
   1    0.112725016840746761E+01
   2   -0.246926233356967373E+01
   3    0.919326300068734881E+01
   4    0.208876690053379566E+01
   5   -0.773942260675891092E+01
   6    0.139963885121075249E+01
   7   -0.928695873518411097E+00
