   -0.560850510884012099E+01    0.369921819674214447E+01   -0.259672399798055675E+00   -0.265825189165514875E+01    0.955188092165341729E+00   -0.186549768533934124E+00   -0.437405577501009884E+04
   -0.587644613294185092E+01    0.134184094877730722E+02    0.177865525759722143E+00   -0.639920608513198808E+01    0.120041041218480671E+01   -0.446903382202576527E+00   -0.437399918606216943E+04
   -0.536896034917991916E+01    0.125275689258626279E+02   -0.194670303150751156E+01   -0.533379448797012490E+01    0.109067456087861192E+01   -0.121329610726116188E+01   -0.437247876265823652E+04
   -0.519945571607837831E+01    0.100105806281709846E+02   -0.235418380921381232E+01   -0.355466371091848377E+01    0.973254533214430451E+00    0.226783102609606768E+00   -0.437130679724106449E+04
   -0.542644659421863640E+01    0.510286161591285214E+01   -0.182580592307865408E+01   -0.645282535850959249E+01    0.100502664177450973E+01   -0.161165304892597172E+01   -0.437123998856787694E+04
   -0.539005234443786563E+01    0.566393120028850916E+01   -0.194070413842282341E+01   -0.256065087449804718E+01    0.945713522518282890E+00   -0.106123678544477040E+01   -0.437056472484253300E+04
   -0.564159998181628453E+01    0.559484116973441559E+01   -0.559277197805826631E+00   -0.379246781597956684E+01    0.107421390868871969E+01   -0.125136862752995048E+01   -0.437046986664894666E+04
   -0.523288594167718291E+01    0.648662595436021316E+01   -0.273277302252667376E+01   -0.598577555047308163E+01    0.911846484057511564E+00    0.256599873391258892E+00   -0.437036659443064036E+04
   -0.547637192824023256E+01    0.118009299328720907E+02   -0.100300079681691257E+01   -0.176270697394375730E+01    0.103369195729446672E+01   -0.188245215012551270E+01   -0.437028259482590965E+04
   -0.537746394208663325E+01    0.125258090129609023E+02   -0.272327656038659471E+01   -0.495740784769963305E+01    0.108912324756637546E+01   -0.140878553260347039E+01   -0.437025971764001042E+04
   -0.537911570829563690E+01    0.147045607002394370E+02   -0.124520333489647106E+01   -0.153581288083264766E+00    0.102058824084937450E+01    0.406913851378447600E+00   -0.436994521457716201E+04
   -0.526478709829538083E+01    0.145972523274494463E+02   -0.278333160543851621E+01   -0.117316645011815801E+01    0.107370715616772316E+01   -0.193546543723936693E+01   -0.436987834564894638E+04
   -0.527247256428641276E+01    0.763056069683385108E+01   -0.240366459294486479E+01   -0.983384716760753541E+01    0.996981379697695069E+00   -0.905887637594558148E+00   -0.436962253029726344E+04
   -0.521555366455217584E+01    0.868895744745924503E+01   -0.272358870562612143E+01   -0.641720216410860900E+01    0.988917253379724692E+00   -0.121205779725236340E+01   -0.436955250967218126E+04
   -0.536108013980210263E+01    0.148574781945472196E+02   -0.254798561081772901E+01   -0.862512009596153995E+01    0.110630298784922676E+01   -0.437623292956691223E+00   -0.436948160564564296E+04
   -0.548821552299028070E+01    0.119909702310390145E+02   -0.118954160976263990E+01   -0.901899926767229587E+01    0.105315192796386503E+01   -0.849422323844023719E+00   -0.436943790024527425E+04
   -0.585955346063366456E+01    0.834784724948458212E+01    0.123166146537278642E+00   -0.313742560028981998E+01    0.116461321955430885E+01    0.382615415210760812E+00   -0.436943420183114267E+04
   -0.557460435314939851E+01    0.103242322324151949E+02   -0.116125870288410571E+01   -0.460325159158607100E+01    0.110160638074751405E+01    0.532996884516356850E-01   -0.436935621700042975E+04
   -0.523375820650194878E+01    0.122002284344379426E+02   -0.214397114304954473E+01   -0.920313182054273149E+01    0.997764236084653922E+00   -0.305019633157500136E+00   -0.436932177369142209E+04
   -0.533226508577933966E+01    0.135080796976064867E+02   -0.260062685619933553E+01   -0.638239619503916877E+01    0.104930711893365158E+01    0.297697280475535120E+00   -0.436915652153917381E+04
   -0.557286392049661305E+01    0.974087887174524525E+01   -0.122369544368638472E+01   -0.210437347543258824E+00    0.111952876213639474E+01   -0.365664412103720471E+00   -0.436915254355031630E+04
   -0.527550087027311498E+01    0.707658911704022486E+01   -0.197103674003482343E+01   -0.251553724018995783E+01    0.957636255851147200E+00   -0.684622808832327845E+00   -0.436909588849242846E+04
   -0.569116982863214194E+01    0.778702074483116391E+01   -0.114649665708143722E+00   -0.623353643982140238E+01    0.108417376250757802E+01   -0.139119787053004984E+00   -0.436906481844001974E+04
   -0.532459841322107152E+01    0.112356264690967720E+02   -0.220317704900937850E+01   -0.996021019719199430E+01    0.100993721434632455E+01   -0.963181518349051746E+00   -0.436900921084128004E+04
