    0.124837099104993250E+02    0.292267504759999797E+00    0.205348058172866305E+00    0.783984051831393192E+00    0.830494710066348230E+00    0.211961715803111982E-01    0.101200572713009862E+02    0.971843713171285373E+00   -0.173143786089643870E+01    0.680634010616595120E+00   -0.493376893889631463E+00    0.146131780725357685E+01    0.710365664641740313E+01   -0.664903687294115642E+00   -0.348868788453229861E+01    0.114168836615720637E+01   -0.140977592898741722E+01   -0.274558859199543804E+05
    0.126900674087515544E+02    0.796825093543874000E-02    0.930267454682416450E+00    0.823651212938352417E+00    0.658248490511568862E+00    0.298785641589049078E+00    0.146929334865522847E+02    0.158335849132578588E+00    0.725130819144171213E+00    0.570547645420386274E+00   -0.478076724619647564E+00    0.274681571465416718E+01    0.459812914021431052E+01   -0.227551350060199331E+01    0.966022982240512640E+00    0.953487184152152722E+00    0.944870039280811813E-01   -0.274543578688819543E+05
    0.125796534655059311E+02    0.128538264640190303E+00    0.177017642952352255E+00    0.802615005946724192E+00    0.979755204072978558E+00    0.391518982403374294E+00    0.453296565448507316E+01   -0.225689508610777523E+00   -0.340694120006449808E+01    0.508782648381532532E+00   -0.395267930562775982E+00    0.146668916458763743E+01    0.483861295361877541E+01   -0.587202793287633362E+00   -0.193483472851034177E+01    0.988123087252530397E+00   -0.103706207179500787E+01   -0.274537701616815466E+05
    0.123605737581802178E+02    0.338776364079761277E-01    0.176303920233643119E+01    0.827125021445245023E+00    0.114663608002561235E+01    0.871709056814596650E+00    0.900040349913071225E+01   -0.210260935737661780E+01    0.902208349873213855E+00    0.592518225564613421E+00   -0.360232944793486887E+00    0.331343212955266786E+01    0.903430536950486029E+01   -0.367731597821105272E+01    0.965808554120910046E+00    0.103016019435094952E+01    0.218928704469247171E+00   -0.274526761588104600E+05
    0.124438352837533568E+02    0.153756389494687590E+00    0.446465747852752559E+00    0.838285469664983962E+00    0.978758375515851098E+00    0.503115090943436316E+00    0.554362878866685627E+01   -0.321458111189857609E+01   -0.103343715588816698E+01    0.529942334373477486E+00    0.129645345420136060E+00    0.130991114838699696E+01    0.703067742918597371E+01   -0.248181746395538472E+01   -0.243340964902521950E+01    0.122337152485645806E+01   -0.164029052200057879E+01   -0.274523898870850353E+05
    0.123061416084079962E+02    0.247982755108264487E-01    0.187166890579572098E+01    0.823767233171389002E+00    0.842920217499098401E+00    0.164121962727530102E+01    0.141329311505428912E+02   -0.129445685361376572E+01   -0.777468989359860085E+00    0.505189790291119434E+00   -0.819702009665365106E+00    0.344268588854822610E+01    0.671277460675441162E+01   -0.326568315681449883E+01   -0.254401504325152139E+01    0.992128748804030458E+00    0.104897722897996371E-01   -0.274523765163496428E+05
    0.123140466376685556E+02    0.226111180105576237E-01    0.177289381057688011E+01    0.930320576571179947E+00    0.949832760381994046E+00    0.107980450249964921E+01    0.104654578408131655E+02   -0.196997766235386207E+01   -0.791057663462836125E+00    0.511638014409826924E+00   -0.354811714113798526E+00    0.281667211090929381E+01    0.658706302940926935E+01   -0.354943490433804643E+01   -0.185085105198803035E+01    0.108750776425951923E+01   -0.103653947590684314E+01   -0.274522825896723225E+05
    0.126058857341854846E+02    0.167248844021004178E-01    0.177213437693145726E+01    0.877687361154959489E+00    0.475438747479987489E+00    0.292034383668382025E+00    0.122266667113988454E+02   -0.336519969961854715E+01   -0.139083208474691977E+01    0.771337103175500527E+00   -0.941827403237845751E+00    0.291693058831061736E+01    0.935385815883048188E+01   -0.346221329277476109E+01   -0.367479007155460957E+01    0.110477514820833589E+01    0.115003761938456739E+00   -0.274522005094290434E+05
    0.126294770166640440E+02    0.681122142719649271E-01    0.483222100955934541E+00    0.870552912873889584E+00    0.839675210627107926E+00    0.347021581939710777E+00    0.956275437707069642E+01   -0.218369098158227093E+01   -0.225110358004716415E+01    0.650301257801335186E+00   -0.869328232635707354E+00    0.236474089101571883E+01    0.554166767432464447E+01   -0.213649302412718534E+01   -0.176713765939261958E+01    0.106858472286803186E+01   -0.216835704794014594E+00   -0.274516251466848735E+05
    0.125199360366225108E+02    0.642254563150639057E-01    0.893060935055206451E+00    0.700723569646079514E+00    0.119269079740412431E+01    0.709623427133841522E+00    0.844263514043263186E+01   -0.226370040323440147E+01   -0.963182220537103895E+00    0.698278892652754557E+00   -0.149071944083802799E+01    0.968663240339679432E+00    0.322214871359964494E+01   -0.129594297325522811E+01    0.109164361781840835E+01    0.984706161749365316E+00   -0.146903933352773652E+01   -0.274513344800167542E+05
    0.126261675864886591E+02    0.653537080163790335E-01    0.445475192141874921E+00    0.799046762485740358E+00    0.994374472063168868E+00    0.899949941160918421E+00    0.138642437480823446E+02   -0.161373114905194370E+01   -0.361099288408503449E+01    0.611939084620261919E+00    0.269795509831728619E+00    0.230697772211431751E+01    0.104408147025730962E+02   -0.236699082290471008E+01   -0.745033244772015824E+00    0.108669260333004480E+01   -0.534190210070365268E+00   -0.274512303659630561E+05
    0.123830423675979695E+02    0.513658201578795978E-01    0.185735776785424234E+01    0.803781478509255742E+00    0.415208795644174788E+00    0.983804771420860424E+00    0.118525088356762645E+02   -0.743286847147874852E-01   -0.175047555990592452E+01    0.532093380485925804E+00   -0.115868364767936294E+01    0.222199168548225234E+01    0.972666437438275366E+01   -0.210070126528378864E+01   -0.208126267159377276E+01    0.114131480318197420E+01    0.286197023677491558E+00   -0.274511441434825101E+05
    0.124046222351291178E+02    0.645230867066790975E-01    0.789245856928707856E+00    0.822485537215648210E+00    0.669581995571744804E+00    0.127717158625632488E+01    0.109640838668270284E+02   -0.206584632210614316E+01   -0.917212398884788893E+00    0.566014500529818276E+00   -0.144343336382328324E+01    0.234307871718250782E+01    0.718527175323908018E+01   -0.872460652235094170E+00    0.165744465028129362E+01    0.103820708599401690E+01    0.350837554230965853E+00   -0.274511252679799909E+05
    0.125934834397652438E+02    0.572074465893909478E-01    0.816471207662543774E+00    0.880985005727979553E+00    0.726299128636461511E+00    0.389555077564134933E+00    0.102955053128053571E+02   -0.299902422857897788E+01   -0.162912518496891767E+01    0.780363748193680373E+00   -0.206904276330050596E+00    0.171105221398571072E+01    0.478176655270891793E+01   -0.183154306762815589E+01   -0.285504747792247748E+01    0.107588288287611378E+01   -0.125600670218662502E+01   -0.274510583290673130E+05
    0.125135367272536335E+02    0.555727717291728679E-01    0.100256699942948990E+01    0.849697853926395963E+00    0.439746145275622335E+00    0.536526728457600632E+00    0.141372357507384692E+02   -0.189006477122010930E+01   -0.331688946439968824E+00    0.655379406228904338E+00   -0.103800272022700035E+00    0.354019326974435122E+01    0.882453720969753519E+01   -0.313949210705366344E+01   -0.255113978550716736E+01    0.106311881807388109E+01   -0.845717969262015479E+00   -0.274508655423764030E+05
