Nested Sampling Global Log-Evidence           :   -0.121343290279067642E+05  +/-    0.383771443438627513E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.121343290279067642E+05 +/-    0.383771443438627513E+00
Local Log-Evidence   -0.121343290279067642E+05 +/-    0.383771443438627513E+00

Dim No.       Mean        Sigma
   1    0.501058669523031259E-02    0.329130668428864476E-02
   2    0.914974818869492057E+00    0.105697599487012388E-01
   3    0.131333435135271119E-04    0.650528825194318902E-05
   4   -0.575188504172817794E+01    0.295698135430171982E+00
   5    0.821072407352011702E+01    0.309244126170978095E+01
   6    0.199093574015061364E+00    0.948385175872741293E+00
   7   -0.447370696673140866E+01    0.297249049414591804E+01
   8    0.106047680643702180E+01    0.109562261127216121E+00
   9   -0.657728487168367404E+00    0.699088386953985230E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.194522227604533777E-02
   2    0.915823040032211044E+00
   3    0.667456678717306611E-05
   4   -0.606977902078544940E+01
   5    0.122045824459783141E+02
   6    0.944666712815834142E+00
   7   -0.879424646752283756E+01
   8    0.118674476984307153E+01
   9   -0.867868884021109954E+00

MAP Parameters
Dim No.        Parameter
   1    0.194522227604533777E-02
   2    0.915823040032211044E+00
   3    0.667456678717306611E-05
   4   -0.606977902078544940E+01
   5    0.122045824459783141E+02
   6    0.944666712815834142E+00
   7   -0.879424646752283756E+01
   8    0.118674476984307153E+01
   9   -0.867868884021109954E+00
