    0.176822692791399269E-01    0.180589599172569559E+00    0.426193784016818566E+00    0.148533717959917072E-01   -0.976870675918204334E+01   -0.602663376168988485E+01    0.117784674646853240E+02   -0.373304151439424636E+00   -0.366820661841442419E+01    0.134947241718892919E+01   -0.151488026469147452E+01   -0.510324047807961900E+01    0.656427159490872381E+01    0.159964132902585376E+01   -0.697443311718056513E+01    0.707382115628923946E+00   -0.260838936780536379E-01   -0.508490955511967790E+01    0.576964410404999306E+01   -0.280529215737142668E+01   -0.453831527245461519E+01    0.867845827182898821E+00   -0.430926840042668680E+00   -0.890738961720227053E+04
    0.233417890400564529E-01    0.181346510929929011E+00    0.563649769921356514E+00    0.268533164836684936E-02   -0.988548399095800789E+01   -0.707943643614641882E+01    0.126878056207025196E+02   -0.365238501408083938E+01   -0.425537957714638093E+01    0.140759190563293024E+01   -0.118032376414359552E+01   -0.504154524173069252E+01    0.234244571160420811E+01   -0.180870339018257908E+01   -0.108058208844708759E+01    0.160016315163605416E+01   -0.428725968966950255E+00   -0.516304356608389003E+01    0.143034588997451380E+02   -0.345755176563281141E+01   -0.827614795540359793E+01    0.102127895969140248E+01   -0.620710175027092248E+00   -0.890586719487633309E+04
    0.171285629888705791E-01    0.174993801609173771E+00    0.161700478651599033E+00    0.171604170686638115E-01   -0.708191619296229113E+01   -0.523693156752375977E+01    0.551516659394786224E+01    0.162388694339766992E+01   -0.365046222863234249E+01    0.110147599393957640E+01   -0.185142058119335262E+00   -0.960113986974654843E+01    0.118936714081081689E+02    0.106114333718454201E+01   -0.773431876256392847E+01    0.257120992872621201E+01   -0.143113764316255443E+00   -0.509514216644743989E+01    0.126963303036567119E+02   -0.243344130100072542E+01   -0.286043834690250520E+00    0.987373204698325124E+00   -0.644867893422395255E+00   -0.890549442118268053E+04
    0.229812219484241097E-02    0.207507147291266680E+00    0.779469003934995741E+00    0.385680818302476958E-02   -0.733193835635457702E+01   -0.653718224362265588E+01    0.454856463736913952E+01    0.209333339758406289E-01   -0.456236584600300432E+01    0.112453251851011249E+01   -0.319840849161673546E+00   -0.862625903458746279E+01    0.306291582735846468E+01    0.780993145996839999E-01   -0.988605922104882495E+01    0.343043759526638148E+01   -0.168105179762971235E+01   -0.539238288829482038E+01    0.872961791533923304E+01   -0.179648594120987637E+01   -0.490534159509419521E+01    0.104437055645660548E+01   -0.966049461750166927E+00   -0.890404017088120236E+04
    0.361556369704980826E-01    0.177624248367575760E+00    0.855575907866496510E+00    0.390692023463575129E-02   -0.839642975940039449E+01   -0.585991115781168403E+01    0.450604697070360061E+01   -0.127074891977066473E+01   -0.395209142092123944E+01    0.805134391377404501E+00   -0.637574646889700336E+00   -0.799068313372492600E+01    0.114560373716232284E+02   -0.358434220586953023E+01   -0.166472722124103356E+01    0.130833829653693900E+01   -0.468085227814416749E+00   -0.541524722151833870E+01    0.781331205280412089E+01   -0.890454566815292559E+00   -0.158965019876577607E+01    0.102412981697114458E+01    0.224780456072219303E+00   -0.890388003633135850E+04
    0.408124767889737269E-01    0.163815297803763305E+00    0.275137819174974319E+00    0.399316903236338842E-02   -0.521460034802619266E+01   -0.671311533463900822E+01    0.604030403559434959E+01    0.121534127299476058E+01   -0.749526536045063096E+01    0.187466255792355474E+01   -0.353117377188109094E+00   -0.820655252836505156E+01    0.589570192574809759E+01   -0.109778969588202857E+01    0.542098056910715442E+00    0.281274789374782452E+01   -0.128785133378203742E+00   -0.519121385820577430E+01    0.121138642893307349E+02   -0.285125603004814332E+01   -0.923458892212138416E+01    0.103759075924322541E+01   -0.552247266644102286E+00   -0.890381602370762994E+04
    0.378663752203031306E-01    0.173984195168131350E+00    0.756371153523692774E+00    0.108807392833815981E-01   -0.594186821718283653E+01   -0.903597695102411080E+01    0.108735331647171876E+02    0.163097133903418268E+01    0.173403238197908038E+00    0.155836435243613769E+01   -0.576399379423297553E+00   -0.839375161955213756E+01    0.806422716160544084E+01   -0.371119216115546191E+01   -0.693756706903531573E+01    0.187264142505081366E+01   -0.886370472424512501E+00   -0.527814963590568631E+01    0.133956265111548092E+02   -0.225840888846827070E+01   -0.530243896798688130E+01    0.103333561681289487E+01    0.321690488847183431E+00   -0.890377766752719799E+04
    0.321677460759593817E-01    0.187644726410238077E+00    0.250527352261160241E+00    0.869357061683709992E-02   -0.891677468055741862E+01   -0.641763278191364606E+01    0.144475823238686445E+02   -0.887094244711440272E+00   -0.279479539380351394E+01    0.115576001215048629E+01   -0.775703600893346001E+00   -0.639372937069216452E+01    0.685486668638499363E+01   -0.288239892171119694E+01   -0.600510665924233855E+01    0.939006260666729653E+00   -0.220048516802164196E+00   -0.520759068182949214E+01    0.846913101061143081E+01   -0.266169675984402865E+01   -0.652216661845630341E+01    0.958698213292489165E+00   -0.892422677090379035E+00   -0.890369222102142339E+04
    0.201113102476571173E-01    0.177175351861330016E+00    0.752455480249434427E+00    0.126055290236024575E-01   -0.724984162259420550E+01   -0.576683105072177948E+01    0.764172762840260056E+01    0.157941095113663721E+01    0.130071071536571026E+01    0.155701192814516087E+01   -0.173911716600211008E+01   -0.799238246656423890E+01    0.987337924132350686E+01   -0.256847098281727071E+01   -0.645333381257594141E+01    0.237012883092729032E+01   -0.700156177746172226E+00   -0.500910340219194872E+01    0.105925888790664970E+02   -0.369048973843641415E+01   -0.643280444225250481E+01    0.936584244081818618E+00   -0.163735380343742487E+01   -0.890362316858819213E+04
    0.420140028736326471E-01    0.172931022520786876E+00    0.317220722744217698E+00    0.103300178124423013E-01   -0.728847880265096393E+01   -0.830440822181980032E+01    0.125392253183280857E+02   -0.505343731531143536E+00   -0.154385240728437623E+00    0.188918247523369454E+01   -0.169274864290553118E+01   -0.805709998149894702E+01    0.106260891539357978E+02   -0.143998258862237716E+00   -0.840860085133451918E+01    0.307872702665757592E+01   -0.871872420828162631E+00   -0.524259145631634471E+01    0.115887836541835441E+02   -0.185579826124343672E+01   -0.493610951718913782E+01    0.995801655652727158E+00   -0.171216607158534262E+01   -0.890355340298358897E+04
