    0.276302789045323927E+01    0.203561916216603266E-01    0.268409351801551302E-01    0.141730325977784746E-01    0.184718618343096164E+00   -0.652273072772817830E+01    0.437301190065660528E+01   -0.129194502229545538E+01   -0.640228905358008760E+01    0.247949020963143463E+01   -0.103733105567521022E+01   -0.577159569793076699E+00    0.794848624319379304E+01    0.407516394548100180E+00   -0.240201559357419381E+01    0.531965020107459607E+00    0.665016437218846068E-01   -0.836070213616675417E+01    0.806097536028018347E+01    0.158983644360863074E+01   -0.558530428475071883E+01    0.645597635693953120E+00   -0.382604275163104690E+00   -0.263937667339764994E+05
    0.285558905003505004E+01    0.231038529432519221E-01    0.480032220343955540E+00    0.138280696762393710E-04    0.181791930585876838E+00   -0.597532305201260527E+01    0.116445300857601879E+02   -0.529005464705609718E-01   -0.624636172090335151E+01    0.180280261948303178E+01   -0.112025863366284062E+01   -0.303353717485782326E+00    0.149708523153056667E+02   -0.374844420575933679E+01   -0.306379403455814270E-01    0.577741580004544897E+00   -0.194604144938059553E+00   -0.804226774881016127E+01    0.111019528147277668E+02    0.171255754749874001E+01   -0.336996765308988433E+01    0.132460584046670227E+01    0.160574416335909076E+00   -0.263932557360941864E+05
    0.281582444098618812E+01    0.362170776003546829E-01    0.131320375744830287E+01    0.128207403228913063E-01    0.401948885696394448E-01   -0.781971913132004381E+01    0.126987081896929794E+02    0.417657313280774822E-01   -0.389831579755221380E+01    0.714790719409507891E+00   -0.107654279422003718E+01   -0.288101350077443641E+00    0.110437789832743185E+02   -0.232898527839465563E+01   -0.590087128712893350E+01    0.517248108736365619E+00   -0.130593266386706297E+01   -0.815076760135464440E+01    0.380740037344676896E+01   -0.956887517488812289E+00   -0.247898684790790114E+01    0.148438331482413788E+01   -0.149782683100297676E+01   -0.263931463228285647E+05
    0.282054085432825374E+01    0.259745618425455405E-01    0.104025530193734839E+01    0.286701214665863310E-02    0.149383642668469041E+00   -0.547669414444927405E+01    0.494137528439141605E+01    0.143455291156606712E+01   -0.166376698835158088E+01    0.131682468473636338E+01   -0.157669357346960770E+01   -0.380134702728724960E+00    0.919490583194684774E+01   -0.130984861037192735E+01   -0.749099621882447764E+01    0.518742017685558610E+00   -0.728856884257079729E+00   -0.906385737056798924E+01    0.378495928451388686E+01   -0.678791757621163505E+00   -0.388816776357092575E+01    0.125935880196180117E+01   -0.170885516361931278E+01   -0.263909617102521042E+05
    0.280599369844150237E+01    0.266396718863120378E-01    0.149394259349023928E+01    0.446661231515843495E-02    0.804534483852519244E-01   -0.621496508442032081E+01    0.108024493344980108E+02   -0.381830385052632826E+01    0.661514151379341442E+00    0.927370868494409750E+00   -0.877478448430687008E+00   -0.595399822534618650E+00    0.616178211047127711E+01   -0.487007544197100017E+00   -0.749451771648247522E+01    0.540436820527506523E+00   -0.105900250402776130E+01   -0.785298362613392609E+01    0.909654504508403861E+01    0.221944655552311065E+01   -0.825122633056680677E+01    0.976289749065798462E+00   -0.108024705553106082E+01   -0.263907207204956394E+05
    0.280174585838569712E+01    0.172473288451209864E-01    0.186330414333712135E+01    0.115298448572907202E-01    0.639146208137050947E-01   -0.600845213928826549E+01    0.715439640884751604E+01   -0.485776356562173106E-01   -0.618333419424254593E+01    0.164419816447217126E+01   -0.119923865920809103E+01   -0.195101944651142389E+00    0.127905826182915874E+02   -0.341940606077965725E+01   -0.680596604775251635E+00    0.529197495710852062E+00   -0.121963574017770693E+00   -0.811172681283707142E+01    0.106385942642811528E+02   -0.132845146184410501E+01   -0.881740969761453997E+00    0.692812558486108787E+00   -0.156314057286555119E-02   -0.263906330204048973E+05
    0.281207009263616392E+01    0.546247266423843542E-02    0.279213783624864653E+00    0.125608108181847616E-01    0.679547089409869437E-01   -0.710550175895938363E+01    0.334095542132647161E+01   -0.153159473618033948E+01   -0.639074492777026570E+01    0.186264879486139656E+01   -0.982669003372634298E+00   -0.437134728620666380E+00    0.113660050484618260E+02   -0.170168148924621709E+01   -0.532018937589845287E+01    0.576426083472025952E+00   -0.649260117440769502E+00   -0.780867821932352246E+01    0.131199517023835526E+02   -0.213184223638055181E+01   -0.423466805359181730E+01    0.107887348157645557E+01   -0.883910200007503200E+00   -0.263903706775038845E+05
    0.281465758967402557E+01    0.239447872652206774E-01    0.854129511231161209E+00    0.709245135101419996E-02    0.109067263469939821E+00   -0.787143521654657796E+01    0.126593890907723647E+02   -0.130065466621134185E+01    0.124579582782181753E+01    0.162781716198133286E+01   -0.101993957684022241E+01   -0.467172109378561018E+00    0.892538684380655489E+01   -0.726213515580812707E+00   -0.739385281765645885E+00    0.513585056992726163E+00   -0.625586168373727380E+00   -0.883935472595524807E+01    0.526484910191312672E+01    0.685009462831967397E+00   -0.674204673701566204E+01    0.151446557889403577E+01   -0.600710641242249377E+00   -0.263898050361868736E+05
    0.285687329850611915E+01    0.295137019346695291E-01    0.590000573103799525E-01    0.453211496184807629E-02    0.735304730932297423E-01   -0.776408746491857471E+01    0.136797141577730663E+02    0.591974864766313225E+00   -0.200176321644384636E+01    0.820768477378349903E+00   -0.100961690001145188E+00   -0.582451625083296065E+00    0.102159439110956427E+02   -0.453746431500737568E+00   -0.711174751222976376E+01    0.542674281261314784E+00   -0.517948547228097356E+00   -0.858968944142787016E+01    0.554241252727706879E+01    0.135508921048954090E+01   -0.875092879448408212E+01    0.178886880127115067E+01   -0.653305915369372325E+00   -0.263897944530052846E+05
    0.286686217839983737E+01    0.169011233766253478E-02    0.130286540700031805E+01    0.571422306213764143E-02    0.147273854280178557E+00   -0.708996436127333318E+01    0.132829428259305189E+02   -0.149421260575732218E+01   -0.243654251657342691E+01    0.291748066242512927E+01   -0.135050590138373172E+01   -0.441927391598671448E+00    0.112614304550734232E+02   -0.200356171121066318E+01   -0.186965037283194135E+01    0.559009038246887968E+00   -0.716774314139232871E+00   -0.867419334829428834E+01    0.138533036617691003E+02    0.442546966616047754E+00   -0.510023678566843053E+01    0.202355793921547233E+01   -0.205647406903591623E+00   -0.263896612336500948E+05
    0.285546070550653042E+01    0.273799105180929890E-01    0.700350839632302602E+00    0.115469615565413344E-02    0.177414048066063756E+00   -0.964484493895660577E+01    0.771708254056313070E+01    0.772243623938948076E+00   -0.597518312880153424E+01    0.876822741046165754E+00   -0.289646014581525835E+00   -0.297759075267279627E+00    0.138509496528096889E+02   -0.233450096532389573E+01   -0.955112508500266166E+01    0.528228365335412509E+00    0.163228686767618481E+00   -0.746297159280462097E+01    0.602270439296200166E+01   -0.186624532121648024E+01   -0.521375945244120764E+01    0.145744680238551449E+01   -0.142343182096128995E+01   -0.263895756907022660E+05
    0.280692379413635518E+01    0.231566868123144858E-01    0.255680168789161721E+00    0.633678067376616111E-02    0.164229723215484291E+00   -0.739026803933428234E+01    0.110286940863734806E+02    0.321252100028263321E+00   -0.498864693649390301E+01    0.238873031180291395E+01    0.294175029836562629E+00   -0.426469132388087147E+00    0.114730658369978578E+02   -0.944662758641670042E+00   -0.900569847133664680E+01    0.538318061757459332E+00   -0.934926559559441595E+00   -0.950092637249021443E+01    0.610088000595564495E+01   -0.246221369330494966E+01   -0.528117960846333467E+01    0.154530423555464669E+01   -0.168532894361337848E+01   -0.263894479148257778E+05
    0.285115249794827186E+01    0.134969907616442081E-01    0.604127168067512321E+00    0.564457937549292521E-02    0.683780540636941409E-01   -0.745936281595297057E+01    0.908746674653055386E+01   -0.187044157880108175E+01   -0.350663368014522892E+01    0.199566445920441393E+01   -0.761401167645722632E+00   -0.589487885870902062E+00    0.100033511349572883E+02   -0.161737094410280502E+00   -0.822703465270697976E+01    0.532516891092541078E+00   -0.288386096918763046E+00   -0.639096871076909068E+01    0.600197845055908452E+01   -0.431384200033241072E+00   -0.452014635408895771E+01    0.112376678999880886E+01   -0.988862949623643184E+00   -0.263893530001733416E+05
    0.286474949790891653E+01    0.884037440133035417E-02    0.148115101739003907E+01    0.746994369648302896E-02    0.918887196930089634E-01   -0.890568019316363291E+01    0.107099204897404299E+02   -0.843754273500769258E+00   -0.272627688858369943E+01    0.283979001495829575E+01   -0.133079710904012449E+01   -0.579442887593064171E+00    0.138968135918843352E+02   -0.900230715199431319E+00   -0.306773990625792692E+00    0.593093254986505114E+00   -0.122824335733208123E+01   -0.918840783743717360E+01    0.103549065844530297E+02   -0.245315064491793855E+01   -0.546707871403434975E+01    0.165639240273569022E+01    0.192341131579429891E-01   -0.263893528824975874E+05
    0.288140965359543788E+01    0.109741321780664897E-01    0.457039227316463403E+00    0.328521835067706325E-02    0.753376267134738820E-01   -0.690030583646707640E+01    0.105486271530619611E+02   -0.261729755201128134E+01    0.104098158694178267E+01    0.153289177050311798E+01   -0.164362551929341438E+01   -0.766363206597743485E+00    0.945859721088389627E+01    0.114705605879819927E+00   -0.776124319417067454E+01    0.577330312899874132E+00   -0.118674891851929476E+01   -0.741481062831092608E+01    0.415613102262864320E+01   -0.405497498108824406E+00   -0.472507042398901778E+01    0.806383601647959303E+00   -0.137776707830222600E+01   -0.263890972742325575E+05
    0.285161181583814383E+01    0.201556622174144454E-01    0.787289943038762430E+00    0.226330641764798513E-03    0.152726787984762274E+00   -0.614887760060651090E+01    0.427010302045059831E+01    0.221409850651079765E+00   -0.316043147554556381E+01    0.113015470819886898E+01   -0.638463443081122906E+00   -0.375564113624124118E+00    0.117344889655738811E+02   -0.257965805692359051E+01   -0.225473805324629506E+01    0.552090371488009435E+00    0.360440851663201833E-01   -0.913251180771277049E+01    0.132729158755305292E+02   -0.195418237297349418E+00   -0.614141136597982928E+01    0.169664426315835315E+01   -0.327630215716815609E+00   -0.263889874682236441E+05
    0.283657909856223078E+01    0.296412747921197019E-01    0.202896534319726624E+00    0.167399102765464452E-02    0.976562365494481471E-01   -0.999896470965270368E+01    0.103551979629137030E+02   -0.699896015052110965E+00   -0.553702300237562550E+01    0.116713538148504314E+01   -0.363872784078002054E+00   -0.191571341818811192E+00    0.123338628157541201E+02   -0.348382830272940192E+01   -0.754420327060578977E+01    0.509375764428961486E+00   -0.584294510156042612E+00   -0.713972654585351307E+01    0.411007855609148010E+01   -0.128459155722064766E+01   -0.726592965350561926E+01    0.878673879254220136E+00   -0.114385925349334561E+01   -0.263888943085672472E+05
    0.280185597015870691E+01    0.120380256558756133E-01    0.146490901911150706E+01    0.678541394024183720E-02    0.111574577474368108E+00   -0.951197761020468491E+01    0.120873580384635133E+02   -0.359472437283296342E+01   -0.555088431566214968E+01    0.333919731424538346E+01   -0.708199082488868203E+00   -0.339654454300731601E+00    0.130967343025822132E+02   -0.192290468033291617E+01   -0.928846192979767338E+01    0.548944776073110541E+00   -0.996582721358826529E+00   -0.678606693346177536E+01    0.455278366539212165E+01   -0.229766494672741883E+01   -0.118958945686750184E+01    0.576366411416156077E+00   -0.978520556041301282E+00   -0.263887886109309147E+05
    0.279676481353875461E+01    0.281379007218630732E-01    0.101229338578974404E+01    0.485445878454936371E-02    0.650412254643380761E-01   -0.925535224625976660E+01    0.775947436347578634E+01   -0.286972540003522436E+01   -0.831968873490011518E+01    0.137035054175074023E+01   -0.923035578687507297E+00   -0.303175636040862173E+00    0.127676389909187975E+02   -0.237520508761990135E+01   -0.832267347430740756E+01    0.541045334245649712E+00   -0.141088581231627841E+01   -0.753812120373902506E+01    0.593552183581632598E+01   -0.223643292303552244E+01   -0.510241606419651017E+01    0.151203968484852291E+01   -0.534065581142302070E+00   -0.263887766223218932E+05
