    0.113223060132369602E+01   -0.173440419687441039E+01   -0.256699400760302378E+05
    0.112182086168725981E+01   -0.471749099010547290E+00   -0.256686286027101451E+05
    0.113563862235843738E+01   -0.138077544592866652E+01   -0.256686015280715837E+05
    0.113280947307101520E+01   -0.159470734965086969E+01   -0.256685282043702100E+05
    0.113232363352481569E+01   -0.700056547208488755E+00   -0.256684382112581116E+05
    0.113409764153842474E+01   -0.165797144464515367E+01   -0.256683465061289389E+05
    0.112216361943466580E+01   -0.577791663275867284E+00   -0.256680359840221900E+05
    0.112241170491449083E+01   -0.597540627584637773E+00   -0.256679809954951961E+05
    0.113381966030172787E+01   -0.152595894913880215E+01   -0.256677521412916722E+05
    0.112861692583146844E+01   -0.105205666537413434E+01   -0.256676072025877329E+05
    0.112249455653207786E+01   -0.512084540767019814E+00   -0.256669949628083232E+05
    0.112240641050899326E+01   -0.524329851466112107E+00   -0.256669921520524476E+05
    0.113040619463984671E+01   -0.633854987804858272E+00   -0.256668898663166219E+05
    0.112864523622324864E+01   -0.102274005784769551E+01   -0.256668430093138413E+05
    0.113401587458898589E+01   -0.134178669786516869E+01   -0.256668347506347600E+05
    0.113168389196595243E+01   -0.698920820462974435E+00   -0.256667850428051497E+05
    0.113412772476244594E+01   -0.131657973075928170E+01   -0.256667737187915409E+05
    0.113454438560870408E+01   -0.120788750955047330E+01   -0.256667633092483775E+05
    0.113274470248252168E+01   -0.133798088015068517E+01   -0.256667081769368378E+05
    0.113408727075328253E+01   -0.937067185719461904E+00   -0.256666795991254112E+05
    0.113393890793898411E+01   -0.129447541591838089E+01   -0.256665490364746511E+05
    0.113325855428339795E+01   -0.131350220279323349E+01   -0.256664484142987858E+05
    0.113103844028711142E+01   -0.119997108181165779E+01   -0.256664480011856358E+05
    0.113350878514544506E+01   -0.863446784085016850E+00   -0.256664344854805640E+05
    0.113437660927402861E+01   -0.109081013677248295E+01   -0.256664210183075229E+05
    0.113005495392500910E+01   -0.627974360911453422E+00   -0.256664207049505712E+05
    0.113275497121541191E+01   -0.130373699161808609E+01   -0.256664206980651688E+05
    0.112513476296300574E+01   -0.749403907296593008E+00   -0.256664107180381579E+05
    0.112322209524313799E+01   -0.607254569394777732E+00   -0.256664076117589138E+05
    0.113427731082025218E+01   -0.118089570837484947E+01   -0.256663784220862981E+05
    0.113321986775700401E+01   -0.129400690633064253E+01   -0.256663078365759793E+05
    0.112412229710658007E+01   -0.673747235122781563E+00   -0.256662670145306547E+05
    0.112915189264305349E+01   -0.103759027280847516E+01   -0.256662552562454657E+05
    0.112532468817941922E+01   -0.512713968976201029E+00   -0.256662487634579629E+05
    0.113345469738176741E+01   -0.871148844915864196E+00   -0.256661871699916046E+05
    0.113308972571983535E+01   -0.127400426049576265E+01   -0.256661530295853190E+05
    0.112627580908425884E+01   -0.820756314004006171E+00   -0.256661493253512745E+05
    0.113107732552583951E+01   -0.117972890460613766E+01   -0.256661272238351012E+05
    0.112720120344570729E+01   -0.546881439961722116E+00   -0.256660860931968127E+05
    0.112639508820601453E+01   -0.531797429520477261E+00   -0.256660347959187748E+05
    0.112688736675284407E+01   -0.858768928542051890E+00   -0.256659945570297787E+05
    0.113354496446945152E+01   -0.123152657616209904E+01   -0.256659940977565821E+05
    0.113137764431863452E+01   -0.118324274748133629E+01   -0.256659021449946049E+05
    0.112573737036092769E+01   -0.774754481236360482E+00   -0.256658716919130893E+05
    0.112322646457687636E+01   -0.560436262659227191E+00   -0.256657914559660094E+05
    0.113095336598310547E+01   -0.114324341658397799E+01   -0.256657362629305353E+05
    0.113296126853028278E+01   -0.121933287111486366E+01   -0.256657300376436833E+05
    0.113354251919370075E+01   -0.117492550290963349E+01   -0.256656833230205266E+05
    0.113085129859387656E+01   -0.113203276588841062E+01   -0.256656726739105543E+05
    0.112352155615003291E+01   -0.598203273661130908E+00   -0.256656699421019584E+05
    0.112332823189018560E+01   -0.552754975884041544E+00   -0.256656572038434060E+05
    0.112679970801411322E+01   -0.838992950892263556E+00   -0.256655901125015262E+05
    0.112350404087035471E+01   -0.538152435912060856E+00   -0.256655857662980598E+05
    0.112963834295101728E+01   -0.628223633464459530E+00   -0.256655617057415075E+05
    0.113353834843273260E+01   -0.114926306461502525E+01   -0.256655577608659296E+05
    0.112355192931092684E+01   -0.593180636492779634E+00   -0.256655483826410273E+05
    0.113373862808906223E+01   -0.107752553975182974E+01   -0.256655362288360011E+05
    0.113372802704324904E+01   -0.101942914105840421E+01   -0.256655310180238193E+05
    0.112901796403092902E+01   -0.994017973068066274E+00   -0.256655306035864232E+05
    0.112693462193667049E+01   -0.845634491828301638E+00   -0.256655114530707579E+05
    0.112685034826495079E+01   -0.839256223234721377E+00   -0.256654957228484818E+05
    0.112833887380772957E+01   -0.585798635689181779E+00   -0.256654947961310863E+05
    0.113090224255970062E+01   -0.112277367294222152E+01   -0.256654908409524978E+05
