   -0.185229092836380005E+01   -0.190159446001052856E+01   -0.701878637545392849E+06   -0.570378062280500497E+01    1
   -0.186664810776710510E+01   -0.164589810371398926E+01   -0.666345508422220941E+06   -0.570711395613835482E+01    1
   -0.175556433200836182E+01   -0.167471343278884888E+01   -0.655554394930828013E+06   -0.571044728947168334E+01    1
   -0.150155025720596313E+01   -0.192306253314018250E+01   -0.636008569745229091E+06   -0.571378062280501098E+01    1
   -0.169088682532310486E+01   -0.159265401959419250E+01   -0.633926308574512252E+06   -0.571711395613834394E+01    1
   -0.157376027107238770E+01   -0.172745454311370850E+01   -0.632207727402553195E+06   -0.572044728947168135E+01    1
   -0.142068141698837280E+01   -0.181450155377388000E+01   -0.610018205684024841E+06   -0.572378062280502586E+01    1
   -0.152795878052711487E+01   -0.157694333791732788E+01   -0.606233561501200660E+06   -0.572711395613835883E+01    1
   -0.144442632794380188E+01   -0.167248874902725220E+01   -0.602033111712327227E+06   -0.573044728947169002E+01    1
   -0.158932387828826904E+01   -0.145368492603302002E+01   -0.598346457894581603E+06   -0.573378062280501766E+01    1
   -0.132505485415458679E+01   -0.187720888853073120E+01   -0.593065243542382959E+06   -0.573711395613834529E+01    1
   -0.185328707098960876E+01   -0.126854029297828674E+01   -0.592172827017432428E+06   -0.574044728947167915E+01    1
   -0.127303180098533630E+01   -0.196086275577545166E+01   -0.585274578491141670E+06   -0.574378062280501744E+01    1
   -0.148030018806457520E+01   -0.144013425707817078E+01   -0.580320881108085741E+06   -0.574711395613836196E+01    1
   -0.142944371700286865E+01   -0.143720674514770508E+01   -0.571899972911503399E+06   -0.575044728947169581E+01    1
   -0.134378316998481750E+01   -0.144191667437553406E+01   -0.558109597189710825E+06   -0.575378062280501634E+01    1
   -0.134596383571624756E+01   -0.140408807992935181E+01   -0.553859214959785342E+06   -0.575711395613834398E+01    1
   -0.191368523240089417E+01   -0.107782498002052307E+01   -0.552089028169415193E+06   -0.576044728947168139E+01    1
   -0.195120799541473389E+01   -0.105416142940521240E+01   -0.548089740426395438E+06   -0.576378062280501613E+01    1
   -0.168597495555877686E+01   -0.112160602211952209E+01   -0.547400964428453823E+06   -0.576711395613835531E+01    1
   -0.155190354585647583E+01   -0.109115076065063477E+01   -0.529527604606270208E+06   -0.577044728947169805E+01    1
   -0.105335450172424316E+01   -0.185099396109580994E+01   -0.525606219449733617E+06   -0.577378062280503279E+01    1
   -0.111564522981643677E+01   -0.153505986928939819E+01   -0.522348869947454077E+06   -0.577711395613835421E+01    1
   -0.151005011796951294E+01   -0.105833646655082703E+01   -0.519065531027844583E+06   -0.578044728947167474E+01    1
   -0.101284790039062500E+01   -0.181852033734321594E+01   -0.514044894936213968E+06   -0.578378062280501393E+01    1
   -0.173844674229621887E+01   -0.927148759365081787E+00   -0.506663813900508569E+06   -0.578711395613835577E+01    1
   -0.126770332455635071E+01   -0.112487044930458069E+01   -0.502802981739793846E+06   -0.579044728947169407E+01    1
   -0.132205703854560852E+01   -0.105505785346031189E+01   -0.498385095037639257E+06   -0.579378062280503325E+01    1
   -0.135574480891227722E+01   -0.101090943813323975E+01   -0.494358479459341499E+06   -0.579711395613835734E+01    1
   -0.124714648723602295E+01   -0.106458306312561035E+01   -0.490534448717206600E+06   -0.580044728947169297E+01    1
   -0.190123188495635986E+01   -0.812948882579803467E+00   -0.484790814957792289E+06   -0.580378062280502593E+01    1
   -0.104492640495300293E+01   -0.127296650409698486E+01   -0.484748596822163439E+06   -0.580711395613834647E+01    1
   -0.865642845630645752E+00   -0.175911477208137512E+01   -0.474136753622348828E+06   -0.581044728947168032E+01    1
   -0.106183704733848572E+01   -0.109786799550056458E+01   -0.467831676267899689E+06   -0.581378062280502572E+01    1
   -0.147623404860496521E+01   -0.816496819257736206E+00   -0.465197626246553962E+06   -0.581711395613836935E+01    1
   -0.969183683395385742E+00   -0.117066818475723267E+01   -0.459908286301667104E+06   -0.582044728947169965E+01    1
   -0.116189587116241455E+01   -0.935246199369430542E+00   -0.458447175795070420E+06   -0.582378062280502462E+01    1
   -0.967678099870681763E+00   -0.113179880380630493E+01   -0.455493390541229048E+06   -0.582711395613835315E+01    1
   -0.152777832746505737E+01   -0.726043105125427246E+00   -0.447498992273859913E+06   -0.583044728947169411E+01    1
   -0.723606884479522705E+00   -0.192474481463432312E+01   -0.440349142247408745E+06   -0.583378062280502441E+01    1
   -0.713977158069610596E+00   -0.199770480394363403E+01   -0.438899492710567953E+06   -0.583711395613834316E+01    1
   -0.735992223024368286E+00   -0.168519347906112671E+01   -0.438064543303319544E+06   -0.584044728947168412E+01    1
   -0.829232215881347656E+00   -0.119493651390075684E+01   -0.434372499393921637E+06   -0.584378062280502064E+01    1
   -0.847478836774826050E+00   -0.112569093704223633E+01   -0.432010702078970149E+06   -0.584711395613835627E+01    1
   -0.934052079916000366E+00   -0.966638982295989990E+00   -0.430167324807196448E+06   -0.585044728947168746E+01    1
   -0.957619875669479370E+00   -0.937387019395828247E+00   -0.430085550700503925E+06   -0.585378062280502132E+01    1
   -0.110486039519309998E+01   -0.762775212526321411E+00   -0.421774514870199317E+06   -0.585711395613836583E+01    1
   -0.655326992273330688E+00   -0.178710961341857910E+01   -0.419155103692552831E+06   -0.586044728947168458E+01    1
   -0.144163566827774048E+01   -0.619557231664657593E+00   -0.417686762089117314E+06   -0.586378062280500867E+01    1
   -0.172010040283203125E+01   -0.575817495584487915E+00   -0.417550877344665118E+06   -0.586711395613835673E+01    1
   -0.174247908592224121E+01   -0.571660190820693970E+00   -0.417073094812817581E+06   -0.587044728947169592E+01    1
   -0.169317179918289185E+01   -0.576842635869979858E+00   -0.417041865450685436E+06   -0.587378062280501378E+01    1
   -0.118746304512023926E+01   -0.690873950719833374E+00   -0.416031827377435518E+06   -0.587711395613836363E+01    1
   -0.193201133608818054E+01   -0.552072584629058838E+00   -0.415930185403191019E+06   -0.588044728947169038E+01    1
   -0.129726612567901611E+01   -0.612855851650238037E+00   -0.407737518011580803E+06   -0.588378062280502512E+01    1
   -0.759608834981918335E+00   -0.102114331722259521E+01   -0.404933826710090507E+06   -0.588711395613835986E+01    1
   -0.192772719264030457E+01   -0.497724920511245728E+00   -0.401070267504487012E+06   -0.589044728947168750E+01    1
   -0.166628429293632507E+01   -0.480223894119262695E+00   -0.391108862972638628E+06   -0.589378062280501336E+01    1
   -0.135839027166366577E+01   -0.496450901031494141E+00   -0.384167664061224321E+06   -0.589711395613836142E+01    1
   -0.132910472154617310E+01   -0.479878008365631104E+00   -0.378794509164633811E+06   -0.590044728947168906E+01    1
   -0.585031032562255859E+00   -0.114004331827163696E+01   -0.377046236336275586E+06   -0.590378062280501403E+01    1
   -0.514503717422485352E+00   -0.155098396539688110E+01   -0.376230566566124035E+06   -0.590711395613835233E+01    1
   -0.185867583751678467E+01   -0.401518613100051880E+00   -0.373853723164677445E+06   -0.591044728947168974E+01    1
   -0.791628718376159668E+00   -0.711909979581832886E+00   -0.373821491505747545E+06   -0.591378062280503869E+01    1
   -0.586421042680740356E+00   -0.107650381326675415E+01   -0.373310207296299573E+06   -0.591711395613837610E+01    1
   -0.479708194732666016E+00   -0.173164835572242737E+01   -0.370520260832014028E+06   -0.592044728947170285E+01    1
   -0.458193808794021606E+00   -0.175018015503883362E+01   -0.364936310830035130E+06   -0.592378062280502160E+01    1
   -0.100928619503974915E+01   -0.508981853723526001E+00   -0.363959950399645139E+06   -0.592711395613834124E+01    1
   -0.176645430922508240E+01   -0.359942644834518433E+00   -0.361199508526251244E+06   -0.593044728947167687E+01    1
   -0.144735425710678101E+01   -0.374708503484725952E+00   -0.357633755851811438E+06   -0.593378062280501606E+01    1
   -0.176132401823997498E+01   -0.345077902078628540E+00   -0.357118876204925997E+06   -0.593711395613835968E+01    1
   -0.439963459968566895E+00   -0.149197706580162048E+01   -0.355161443344972213E+06   -0.594044728947169531E+01    1
   -0.398448407649993896E+00   -0.180531242489814758E+01   -0.349260669102738029E+06   -0.594378062280501940E+01    1
   -0.137373650074005127E+01   -0.337349921464920044E+00   -0.345801097582680755E+06   -0.594711395613835059E+01    1
   -0.770429968833923340E+00   -0.541678905487060547E+00   -0.345023769805918098E+06   -0.595044728947167822E+01    1
   -0.669551283121109009E+00   -0.631621509790420532E+00   -0.344618930875920341E+06   -0.595378062280501563E+01    1
   -0.193448886275291443E+01   -0.287118464708328247E+00   -0.343528564631169604E+06   -0.595711395613834949E+01    1
   -0.383117407560348511E+00   -0.136347278952598572E+01   -0.337043731082371785E+06   -0.596044728947167890E+01    1
   -0.820536464452743530E+00   -0.454676121473312378E+00   -0.335735148522050062E+06   -0.596378062280501009E+01    1
   -0.806861668825149536E+00   -0.461444050073623657E+00   -0.335518630068397848E+06   -0.596711395613835194E+01    1
   -0.810837477445602417E+00   -0.438251346349716187E+00   -0.331761000231952989E+06   -0.597044728947169379E+01    1
   -0.278257906436920166E+00   -0.172449907660484314E+01   -0.315398833407538245E+06   -0.597378062280502675E+01    1
   -0.130256935954093933E+01   -0.213655084371566772E+00   -0.312581447026596346E+06   -0.597711395613836682E+01    1
   -0.331740647554397583E+00   -0.102136904001235962E+01   -0.311793616206601437E+06   -0.598044728947168824E+01    1
   -0.751633226871490479E+00   -0.332751393318176270E+00   -0.306531482435673592E+06   -0.598378062280501855E+01    1
   -0.154301607608795166E+01   -0.136883258819580078E+00   -0.298302420293205068E+06   -0.598711395613835595E+01    1
   -0.538101971149444580E+00   -0.423276454210281372E+00   -0.296669304957531276E+06   -0.599044728947169425E+01    1
   -0.929710775613784790E+00   -0.196712523698806763E+00   -0.292371430753512017E+06   -0.599378062280503432E+01    1
   -0.521832197904586792E+00   -0.405417233705520630E+00   -0.291880681930894381E+06   -0.599711395613836995E+01    1
   -0.248149156570434570E+00   -0.101824793219566345E+01   -0.291704488962746342E+06   -0.600044728947169581E+01    1
   -0.191197127103805542E+00   -0.146514171361923218E+01   -0.288670222153341805E+06   -0.600378062280502434E+01    1
   -0.175056070089340210E+00   -0.191009953618049622E+01   -0.288451871970627748E+06   -0.600711395613837418E+01    1
   -0.104058927297592163E+01   -0.148770421743392944E+00   -0.287172689194758423E+06   -0.601044728947169471E+01    1
   -0.220900535583496094E+00   -0.106493228673934937E+01   -0.286833456325575651E+06   -0.601378062280501702E+01    1
   -0.204631805419921875E+00   -0.118128925561904907E+01   -0.286374791818700498E+06   -0.601711395613836331E+01    1
   -0.295104920864105225E+00   -0.705770611763000488E+00   -0.284807653479189205E+06   -0.602044728947169183E+01    1
   -0.424920141696929932E+00   -0.401594132184982300E+00   -0.277492054359525035E+06   -0.602378062280501236E+01    1
   -0.151292172074317932E+01   -0.544984042644500732E-01   -0.276317174532061967E+06   -0.602711395613836221E+01    1
   -0.537069529294967651E+00   -0.258036524057388306E+00   -0.271137212203675299E+06   -0.603044728947171205E+01    1
   -0.114168494939804077E+00   -0.161605221033096313E+01   -0.269779138911398011E+06   -0.603378062280504324E+01    1
   -0.138004779815673828E+00   -0.119191032648086548E+01   -0.269686767453445820E+06   -0.603711395613836554E+01    1
   -0.940591990947723389E+00   -0.760755836963653564E-01   -0.265911610544047551E+06   -0.604044728947168430E+01    1
    0.145792877674102783E+01    0.143308445811271667E+01   -0.262824097367580398E+06   -0.604378062280502437E+01    1
   -0.197279751300811768E+00   -0.584490090608596802E+00   -0.255861267861652916E+06   -0.604711395613836888E+01    1
   -0.123394340276718140E+00   -0.820960372686386108E+00   -0.253843923534231348E+06   -0.605044728947169297E+01    1
   -0.489124953746795654E-01   -0.188981264829635620E+01   -0.253818760576265311E+06   -0.605378062280501794E+01    1
