Nested Sampling Global Log-Evidence           :   -0.524856988180123699E+04  +/-    0.201171681709995026E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.524856988180123699E+04 +/-    0.201171681709995026E+00
Local Log-Evidence   -0.524856988180123699E+04 +/-    0.201171681709995026E+00

Dim No.       Mean        Sigma
   1   -0.357960040648123901E+01    0.847925567045657025E+00
   2   -0.192276046211804941E+01    0.360734468590675261E+00
   3    0.938052128280818032E+01    0.320735213493532711E+01
   4    0.194728295751261871E+01    0.131044081005423196E+00
   5   -0.427278691959051216E+01    0.321266447213219797E+01
   6    0.122518681097865034E+01    0.134322391679962627E+00
   7   -0.109309551544624894E+01    0.341773714436658826E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.327817959909789858E+01
   2   -0.196361614252710659E+01
   3    0.136059832942645080E+02
   4    0.182102719000876156E+01
   5    0.100928492642872314E+01
   6    0.128240045984627926E+01
   7   -0.149206411568687658E+01

MAP Parameters
Dim No.        Parameter
   1   -0.327817959909789858E+01
   2   -0.196361614252710659E+01
   3    0.136059832942645080E+02
   4    0.182102719000876156E+01
   5    0.100928492642872314E+01
   6    0.128240045984627926E+01
   7   -0.149206411568687658E+01
