Nested Sampling Global Log-Evidence           :   -0.258574719718801098E+05  +/-    0.300362030043411776E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.258574719718801098E+05 +/-    0.300362030043411776E+00
Local Log-Evidence   -0.258574719718801098E+05 +/-    0.300362030043411776E+00

Dim No.       Mean        Sigma
   1    0.134325547014864881E+02    0.636146037427990502E-01
   2    0.122286433569889941E+00    0.517802243349154007E-01
   3    0.963250852192086948E+00    0.512505299798953873E+00
   4    0.348119894195558707E-01    0.218286485824319802E-01
   5    0.589342612434130775E+00    0.150951192150226704E+00
   6   -0.702210266593778965E+01    0.188712131940407102E+01
   7    0.856139287961962836E+01    0.348642985815423989E+01
   8   -0.916295901339616803E+00    0.180556271116663525E+01
   9   -0.410762224854616775E+01    0.311684219486772429E+01
  10    0.156458827027052072E+01    0.691107533670740959E+00
  11   -0.595611280431456280E+00    0.620377213745343270E+00
  12   -0.747547500140434540E+01    0.166290593300338596E+01
  13    0.859007043344134580E+01    0.360453329755368346E+01
  14   -0.654326752916536747E+00    0.175789245652271320E+01
  15   -0.414295962019103126E+01    0.326237251236843706E+01
  16    0.165539592294561588E+01    0.720588553128301501E+00
  17   -0.689679732860933203E+00    0.599881421711573326E+00
  18   -0.670862474110628426E+01    0.711246770202438872E+00
  19    0.846038182501331093E+01    0.319669978896427454E+01
  20   -0.101488395364606587E+01    0.151598584905550582E+01
  21   -0.410199927928570851E+01    0.321434969988521635E+01
  22    0.124103892276960837E+01    0.218545948892292285E+00
  23   -0.627809443062000261E+00    0.624213526311715672E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.134267958736706134E+02
   2    0.131745133453173457E+00
   3    0.254527200477757842E+00
   4    0.204137869529275318E-01
   5    0.570244889205126837E+00
   6   -0.349940283108258843E+01
   7    0.966023996798470108E+01
   8   -0.135830141632888868E-01
   9   -0.658323588574262608E+01
  10    0.993531333139508699E+00
  11   -0.102004791484520041E+01
  12   -0.629373856395718345E+01
  13    0.974268377747796777E+01
  14    0.162299080252639172E+00
  15   -0.498096472680928493E+01
  16    0.127720854314576049E+01
  17   -0.164015986412459491E+01
  18   -0.651560821799290579E+01
  19    0.100561139602458418E+02
  20   -0.246228513199611942E+01
  21    0.378785713117824940E+00
  22    0.129100829680862428E+01
  23   -0.557845073000241998E+00

MAP Parameters
Dim No.        Parameter
   1    0.134267958736706134E+02
   2    0.131745133453173457E+00
   3    0.254527200477757842E+00
   4    0.204137869529275318E-01
   5    0.570244889205126837E+00
   6   -0.349940283108258843E+01
   7    0.966023996798470108E+01
   8   -0.135830141632888868E-01
   9   -0.658323588574262608E+01
  10    0.993531333139508699E+00
  11   -0.102004791484520041E+01
  12   -0.629373856395718345E+01
  13    0.974268377747796777E+01
  14    0.162299080252639172E+00
  15   -0.498096472680928493E+01
  16    0.127720854314576049E+01
  17   -0.164015986412459491E+01
  18   -0.651560821799290579E+01
  19    0.100561139602458418E+02
  20   -0.246228513199611942E+01
  21    0.378785713117824940E+00
  22    0.129100829680862428E+01
  23   -0.557845073000241998E+00
