    0.159783792495727539E+02    0.167215025424957275E+01    0.761007070541381836E+00    0.195357787609100342E+01    0.149405789375305176E+01    0.166517198085784912E+01    0.312097400426864624E+01    0.141535407900810242E+02   -0.263305566310882577E+01   -0.662067654728890176E+00    0.282510811090469360E+01   -0.112721380591392517E+01   -0.796790122985839844E+01    0.125532773196697214E+02    0.202295725941658056E+01   -0.926837162971496653E+01    0.196793186664581299E+01   -0.113233637809753418E+01   -0.111379048905194797E+15   -0.529831319988485294E+01    1
    0.355866432189941406E+01    0.918720364570617676E+00    0.748207092285156250E+00    0.570290446281433105E+00    0.293523907661437988E+00    0.115819573402404785E+01   -0.633530050516128540E+01    0.888377761244773723E+01    0.154229456782340968E+01   -0.605781579017639160E+01    0.255790197849273682E+01   -0.174053579568862915E+00   -0.622818827629089355E+01    0.114455791324377039E+02    0.331820428967475944E+01   -0.495981650650501305E+01    0.302516603469848633E+01   -0.189392685890197754E+00   -0.111379048905194797E+15   -0.530331319988484751E+01    1
    0.835206508636474609E+01    0.251322507858276367E+00    0.157306098937988281E+01    0.195339071750640869E+01    0.980535745620727539E+00    0.154329609870910645E+01   -0.647994577884674072E+00    0.121869769632816300E+02    0.229852639436721784E+01   -0.275275190472602915E+01    0.311032509803771973E+01    0.235601067543029785E-01    0.210978478193283081E+01    0.228612817227840415E+01   -0.893529534339904785E+00   -0.781988874673843348E+01    0.327047497034072876E+01   -0.116598513722419739E+01   -0.111379048905194797E+15   -0.530831319988485095E+01    1
    0.363146066665649414E+01    0.141923034191131592E+01    0.750632166862487793E+00    0.133844649791717529E+01    0.463695764541625977E+00    0.183535635471343994E+01   -0.249581128358840942E+01    0.126298987746238716E+02   -0.389723742008209140E+00   -0.590666113495826739E+01    0.114627468585968018E+01   -0.159476888179779053E+01    0.204237282276153564E+01    0.951967640817165339E+01    0.176154451966285741E+01   -0.870526222288608587E+01    0.290132272243499756E+01   -0.197476696968078613E+01   -0.111379048905194797E+15   -0.531331319988484285E+01    1
    0.913924694061279297E+01    0.439406633377075195E+00    0.120652127265930176E+01    0.662326812744140625E-02    0.859327435493469238E+00    0.198460578918457031E+01    0.571006834506988525E+00    0.113606507033109665E+02    0.125071749091148376E+01   -0.244035556614398974E+01    0.211514455080032349E+01   -0.510417789220809937E+00    0.270933538675308228E+01    0.995606193840503551E+01   -0.166452602744102496E+01   -0.741742578744888270E+01    0.328271764516830444E+01   -0.308697193861007690E+00   -0.111379048905194797E+15   -0.531831319988483830E+01    1
    0.108137905597686768E+02    0.185395610332489014E+01    0.938579082489013672E+00    0.355220794677734375E+00    0.180744957923889160E+01    0.109526371955871582E+01   -0.558969825506210327E+01    0.523443709909915889E+01   -0.176161378622055076E+01   -0.233479586243630521E+00    0.132502299547195435E+01   -0.177793663740158081E+01   -0.313909441232681274E+01    0.836232008337974619E+01    0.226403506398200971E+01   -0.974769833087921178E+01    0.349011445045471191E+01    0.160274982452392578E+00   -0.111379048905194797E+15   -0.532331319988484530E+01    1
    0.177090275287628174E+02    0.859763145446777344E+00    0.523042321205139160E+00    0.190782105922698975E+01    0.129094946384429932E+01    0.137240684032440186E+01   -0.484641522169113159E+01    0.391628038585185978E+01    0.366113855242729169E+01   -0.194027784764766764E+01    0.304956072568893433E+01   -0.638479560613632202E+00   -0.400684714317321777E+01    0.137405602097511270E+02    0.150492474436759949E+01   -0.636589210033416819E+01    0.344077467918395996E+01   -0.265546411275863647E+00   -0.111379048905194797E+15   -0.532831319988484609E+01    1
    0.829222202301025391E+01    0.817974805831909180E+00    0.148014855384826660E+01    0.169602501392364502E+01    0.615308403968811035E+00    0.178722941875457764E+01   -0.750531405210494995E+01    0.320436374545097324E+01    0.249953108429908788E+01   -0.122415824234485626E+01    0.118176889419555664E+01   -0.151195254921913147E+01   -0.474422037601470947E+01    0.132664258807897575E+02   -0.697885775566100985E+00   -0.268290241658687645E+01    0.275996100902557373E+01   -0.158046674728393555E+01   -0.111379048905194797E+15   -0.533331319988484154E+01    1
    0.149053847789764404E+02    0.101914668083190918E+01    0.113086557388305664E+01    0.131963646411895752E+01    0.159440004825592041E+01    0.727733969688415527E+00    0.281558483839035034E+01    0.102283658176660524E+02    0.356281204223632830E+01    0.705714434385299683E+00    0.132965266704559326E+01   -0.115049463510513306E+01   -0.373706519603729248E+01    0.305629783570766422E+01   -0.953231430053711026E+00   -0.549646924734115672E+01    0.318606013059616089E+01    0.441030442714691162E+00   -0.111379048905194797E+15   -0.533831319988483788E+01    1
    0.186617803573608398E+02    0.243058204650878906E-01    0.693870306015014648E+00    0.167180371284484863E+01    0.100345838069915771E+01    0.336168169975280762E+00    0.482885181903839111E+01    0.312143680155277226E+01   -0.194170776009559654E+01   -0.504689454734325427E+01    0.239202541112899780E+01   -0.254128843545913696E+00   -0.473876208066940308E+01    0.623701601624488777E+01   -0.254043514132499704E+01   -0.301191118657589030E+01    0.247718662023544312E+01   -0.206882029771804810E+00   -0.111379048905194797E+15   -0.534331319988483511E+01    1
    0.152617394924163818E+02    0.740382194519042969E+00    0.137507498264312744E+01    0.279696106910705566E+00    0.192948997020721436E+01    0.106934273242950439E+01    0.253602981567382812E+01    0.981949627101421285E+01    0.216034268736839330E+01   -0.833274334669127370E-01    0.246361321210861206E+01   -0.620176315307617188E+00   -0.478598147630691528E+01    0.458866672813892329E+01    0.125718581676482977E+00   -0.735612563490867633E+01    0.959001064300537109E+00    0.930371880531311035E-02   -0.111379048905194797E+15   -0.534831319988484299E+01    1
    0.687695860862731934E+01    0.140562045574188232E+01    0.959750175476074219E+00    0.165346813201904297E+01    0.147307074069976807E+01    0.152371895313262939E+01   -0.617682129144668579E+01    0.565965738296508736E+01   -0.265274819135665929E+01   -0.645767067670822215E+01    0.198946785926818848E+01   -0.173729312419891357E+01    0.453772485256195068E+01    0.850297671556472778E+01    0.131279201507568377E+01   -0.749490305781364441E+00    0.120518600940704346E+01   -0.639820665121078491E+00   -0.111379048905194797E+15   -0.535331319988485443E+01    1
    0.113515901565551758E+02    0.134165859222412109E+01    0.556624650955200195E+00    0.126753735542297363E+01    0.102424383163452148E+00    0.849651098251342773E+00   -0.447534054517745972E+01    0.140180997520685189E+02    0.270413440465927124E+01   -0.509272183179855364E+01    0.235859435796737671E+01   -0.879851847887039185E+00   -0.305150419473648071E+01    0.875954118669033122E+01    0.387734467983245867E+01   -0.951691195666790080E+01    0.538216471672058105E+00    0.421583950519561768E-01   -0.111379048905194797E+15   -0.535831319988483568E+01    1
    0.194262921810150146E+02    0.132501053810119629E+01    0.143539464473724365E+01    0.193296241760253906E+01    0.891343116760253906E+00    0.550460815429687500E-01    0.369841694831848145E+01    0.125242415040731423E+02   -0.250431640744209316E+01   -0.992710841298103297E+01    0.108729058504104614E+01   -0.413191288709640503E+00   -0.827897846698760986E+01    0.561317244470119459E+01    0.315235143303871190E+01   -0.818559197783470083E+01    0.296884983777999878E+01   -0.875948786735534668E+00   -0.111379048905194797E+15   -0.536331319988484623E+01    1
