Nested Sampling Global Log-Evidence           :   -0.171181009732215665E+06  +/-    0.327510227757244088E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           2


Mode   1
Strictly Local Log-Evidence   -0.171181394758214330E+06 +/-    0.735373975587355844E+00
Local Log-Evidence   -0.171181394757042319E+06 +/-    0.339654459431444122E+00

Dim No.       Mean        Sigma
   1    0.130139526585971748E+02    0.995033655837160025E-01
   2    0.730626145558909146E+00    0.274663389555808921E-01
   3    0.735509821470040071E+00    0.123503014720733245E-03
   4    0.593626855543853527E+00    0.166395770196926009E-01
   5   -0.374350509167274348E+01    0.530158642166853378E+00
   6    0.209886141939252058E+01    0.462733930551574094E-01
   7    0.258474202043586887E+01    0.614900080887202938E+00
   8   -0.540194266139205137E+01    0.274291939135307272E+01
   9    0.996066399583562911E+00    0.227155610010024905E+00
  10   -0.111713039046010362E+00    0.200253438962502001E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.130014323155801303E+02
   2    0.728159243521321220E+00
   3    0.735613377846890959E+00
   4    0.607165442633053720E+00
   5   -0.374249918364948453E+01
   6    0.206923694236679845E+01
   7    0.286595154984754608E+01
   8   -0.644041431984454960E+01
   9    0.977063524516854187E+00
  10   -0.222663578234083559E-01

MAP Parameters
Dim No.        Parameter
   1    0.130014323155801303E+02
   2    0.728159243521321220E+00
   3    0.735613377846890959E+00
   4    0.607165442633053720E+00
   5   -0.374249918364948453E+01
   6    0.206923694236679845E+01
   7    0.286595154984754608E+01
   8   -0.644041431984454960E+01
   9    0.977063524516854187E+00
  10   -0.222663578234083559E-01


Mode   2
Strictly Local Log-Evidence   -0.171182150532068859E+06 +/-    0.350326258052007511E+00
Local Log-Evidence   -0.171182150522866606E+06 +/-    0.310718306769206976E+00

Dim No.       Mean        Sigma
   1    0.130167094254324329E+02    0.112854277176185680E+00
   2    0.735321977621054335E+00    0.351654021455296423E-01
   3    0.735469316887734093E+00    0.173332237216568979E-03
   4    0.594351255349403473E+00    0.180204796550196937E-01
   5   -0.847746726220620950E+01    0.473914228366345502E+00
   6    0.810573279390148294E+01    0.374019840270674830E+01
   7    0.218237836137648911E+01    0.462651105271040877E-01
   8   -0.479603151976729603E+01    0.309776290329030957E+01
   9    0.321215725526291918E+01    0.208806557547680266E+00
  10   -0.544057336805985114E+00    0.327388413581687687E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.127271229116915148E+02
   2    0.695503104444354481E+00
   3    0.734628872893141827E+00
   4    0.634590185571772714E+00
   5   -0.804555924558478708E+01
   6    0.130888117666431292E+02
   7    0.207270187141397777E+01
   8    0.915104369382250482E+00
   9    0.308735669291100878E+01
  10   -0.170474967824655654E+01

MAP Parameters
Dim No.        Parameter
   1    0.127271229116915148E+02
   2    0.695503104444354481E+00
   3    0.734628872893141827E+00
   4    0.634590185571772714E+00
   5   -0.804555924558478708E+01
   6    0.130888117666431292E+02
   7    0.207270187141397777E+01
   8    0.915104369382250482E+00
   9    0.308735669291100878E+01
  10   -0.170474967824655654E+01
