

    0.105261607916453404E-98    0.562953960598802660E+05    0.120013114827798049E+02    0.213730885977002655E+00    0.878117192622168807E+00    0.109900860543978762E+01    0.441458014731107684E+00    0.424576701266489236E-03   -0.766962086241173591E+01    0.236613889257324184E+01   -0.127826427351435656E+01   -0.946377623695421200E+01    0.204700599428936814E+01   -0.705355862205303552E+00   -0.130498075244926603E+01    0.340012455930721735E+01   -0.139321526000491103E+01   -0.486027468961305331E+00    0.623062750839131985E+00    0.391778619153036800E+00   -0.731866454384461029E+01    0.112868212283348583E+02    0.138550698071059308E+01   -0.789069494849753639E+00    0.151533616585709430E+01   -0.930857565225693406E-01
    0.213558665899717315E-98    0.562939711342379014E+05    0.122287196630179285E+02    0.510884211088980411E+00    0.117970926061176851E+01    0.786034347262308919E+00    0.456111219371633569E+00    0.325599129529000519E-03   -0.643328428077765668E+01    0.962833660376997003E+01   -0.166562552153812793E+01   -0.291128663512830865E+01    0.183085319841758887E+01   -0.161702477539124301E+01   -0.773400578070628164E+01    0.472577672933840720E+01   -0.126629811400391890E+01   -0.541319727680956486E+01    0.190613591893231993E+01   -0.219534461871019770E+00   -0.755694260816147612E+01    0.133929522067821622E+02   -0.293046194065533738E+01   -0.481641883139199578E+01    0.222826675559150233E+01   -0.104201315437659248E+01
    0.220078623771275292E-98    0.562939009876646378E+05    0.117519579610743374E+02    0.117978438268417724E+00    0.448737442729960134E+00    0.945674221013260929E+00    0.123215094395892355E+01    0.234676159748749508E-03   -0.683711485880773040E+01    0.100823576488773057E+02   -0.264794130557809781E+01   -0.356590207992112074E+01    0.151455358652188088E+01    0.287962173515060815E+00   -0.852894280551169537E+01    0.851801945785494574E+01    0.234778379684138283E+01   -0.499017674315744042E+01    0.109544329294626586E+01   -0.132574612079251786E+01   -0.675986987852640198E+01    0.678872555881389239E+01    0.749733178898322805E+00   -0.118347313942637200E+00    0.180437903002392841E+01   -0.116733439195134325E+01
    0.297642927784359553E-98    0.562932871683129197E+05    0.114660899303859214E+02    0.248613222710715287E+00    0.164477748699020460E+00    0.898793996093923298E+00    0.593256669034183060E+00    0.626606548261043699E-03   -0.388830175770980802E+01    0.570141379607627563E+01   -0.901915923816991594E-01   -0.651973690235018744E+01    0.174048551284033692E+01   -0.667092909279450419E+00   -0.347749115099812478E+01    0.133817226649536209E+02    0.100865150798792902E+01   -0.228000903455338211E+01    0.146466171862592121E+01   -0.112439954384611296E+01   -0.884207081504502845E+01    0.210479644808866384E+01    0.103352484947039125E+01   -0.403111724081667511E+01    0.116132418370946988E+01   -0.769064676036153472E+00
    0.352216165831287147E-98    0.562929404672020391E+05    0.117234110892388657E+02    0.742250077319063561E+00    0.134663519263663289E+01    0.698464862506337880E+00    0.119300342954140914E+01    0.215860876828297479E-03   -0.827349487859438071E+01    0.841881149420845531E+01   -0.994630664542416332E+00   -0.399944584533986802E+01    0.274233331450926698E+01   -0.472243677270146156E+00   -0.843945899846984560E+01    0.565562287901804961E+01   -0.178243917924161477E+01    0.230436254505926641E+00    0.101770072619021912E+01   -0.716934136940317046E-02   -0.717150972851842194E+01    0.110616499382402367E+02    0.877591741939678815E+00    0.787358044043966032E+00    0.188886152246698891E+01   -0.131702495719300949E+01
    0.408803383430037354E-98    0.562926324887605151E+05    0.130300698665788044E+02    0.620682879133954368E+00    0.846956120504212207E+00    0.815734137304024998E+00    0.309612694258752208E+00    0.139089329734378591E-03   -0.652587668675767940E+01    0.396497806041645262E+01    0.100308954027755526E+01   -0.457186167997491566E+00    0.174013447038260116E+01    0.367135552309293622E+00   -0.572488266573571103E+01    0.115015127370160073E+02   -0.181452040609430809E+01   -0.255159053569409799E+01    0.110190949581569875E+01   -0.719447506481588395E+00   -0.615724089517815809E+01    0.624490904288808668E+01   -0.984526719901203995E+00   -0.853519135443743338E+01    0.119027332137467767E+01   -0.522377175486514300E+00
    0.412894690061054596E-98    0.562926025722458071E+05    0.122848445512957660E+02    0.547280685022175417E+00    0.527892529598761095E+00    0.832940900181137422E+00    0.110202630516149480E+00    0.365066987278590631E-03   -0.663636491006588169E+01    0.111756046129540110E+02   -0.276355806896007339E+01   -0.798748729466066187E+01    0.297042426001437443E+01   -0.170376349621336898E+01   -0.255814351900849424E+01    0.365638541071771872E+01    0.995224409766639173E+00   -0.863967217350870165E+01    0.728015103944781306E+00    0.270218419380494623E-01   -0.768769375392676935E+01    0.124502172924613248E+02   -0.644245865695576292E+00   -0.508094213836866615E+01    0.184984656594059849E+01    0.638934093545682202E-01
    0.480772138767457509E-98    0.562922881705234395E+05    0.125737347407257101E+02    0.361643679299806398E+00    0.116209903336122045E+01    0.416734580366923901E+00    0.501386149631104949E+00    0.477484920558914169E-03   -0.310910529661761093E+01    0.110840168825502481E+02    0.944027502693119747E+00    0.449198927268113835E+00    0.149457611273509716E+01   -0.292525968374025336E+00   -0.500619676718365003E+01    0.127908379888551273E+02    0.195379289292615255E+01   -0.856766948329686429E+01    0.136580006965721257E+01   -0.305520042482507304E+00   -0.800886526863663306E+01    0.585302385117411816E+01   -0.224363059733207715E+01   -0.848252318609214662E+01    0.928829139404375281E+00   -0.186384374008384701E+01
    0.510179567669830757E-98    0.562921594318767748E+05    0.120111253351365281E+02    0.498155285222288968E-01    0.907195913336449666E+00    0.792196973263483151E+00    0.593609032876898812E+00    0.631934629112027675E-03   -0.289706259939977251E+01    0.597608779768195753E+01    0.475582129501535000E+00   -0.719899721957027605E+01    0.142801595347953714E+01   -0.419360716752534168E+00   -0.420731558619402257E+01    0.116067679401955388E+02    0.155696906476881569E+01   -0.875409515707428554E+01    0.157250879351381201E+01   -0.165910325974004236E+01   -0.907030742801903145E+01    0.577460818268419107E+01   -0.703033743917058640E+00   -0.449228658638748257E+01    0.242093759676857978E+01   -0.147719500841811424E+01
    0.115255037895211657E-97    0.562905194924178650E+05    0.124485065488759830E+02    0.392947787908981105E+00    0.139475868113618695E+01    0.878865004683009654E+00    0.991687049117304875E+00    0.190995713679488157E-03   -0.775219017467015448E+01    0.106381327797498031E+02   -0.560328076531844133E+00   -0.865471640587695035E+01    0.141529085059278548E+01   -0.107617225207950806E+01   -0.647327120938340173E+01    0.798505866062076120E+01    0.153473446490589893E+01    0.897495919342260251E+00    0.171764032775498410E+01   -0.103007337657210662E+01   -0.702888886658322676E+01    0.352358402668867665E+01    0.990648018411674602E+00   -0.258152898264413011E+00    0.164911656979293753E+01   -0.163397332930138073E+01
