Nested Sampling Global Log-Evidence           :   -0.272721725512685771E+05  +/-    0.235687878245808502E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.272721725512685771E+05 +/-    0.235687878245808502E+00
Local Log-Evidence   -0.272721725512685771E+05 +/-    0.235687878245808502E+00

Dim No.       Mean        Sigma
   1    0.134673318909646333E+02    0.101221974350244825E+00
   2    0.935241268896836175E-01    0.614989028707225507E-01
   3    0.104055515961733569E+01    0.541986601516637134E+00
   4    0.960591664071123175E+00    0.355071200655382446E-01
   5    0.130977314292748309E+00    0.100439077476971755E+00
   6    0.224381052775751765E-03    0.611709482975989058E-04
   7   -0.757410297495548246E+01    0.164986030183942090E+01
   8    0.862957335626411037E+01    0.357359054885232608E+01
   9   -0.562474951166875070E+00    0.137525186970328606E+01
  10   -0.493209871911538533E+00    0.804376922925697957E+00
  11    0.175965062830073538E+01    0.716106270271042677E+00
  12   -0.712114156176281599E+00    0.699175821471769599E+00
  13   -0.750727030756277092E+01    0.172252731972922279E+01
  14    0.855733752404048253E+01    0.355874561332398232E+01
  15   -0.547224737292205443E+00    0.136609795040425430E+01
  16   -0.488441735734492455E+00    0.796115245545551575E+00
  17    0.175096161424616059E+01    0.718462233285968921E+00
  18   -0.733627220935813562E+00    0.695898459334774455E+00
  19   -0.566365605410300965E+01    0.290299914695062611E+00
  20    0.865484749531185038E+01    0.308732992503473369E+01
  21   -0.824903750492922749E+00    0.119362266886574586E+01
  22   -0.500715092204452095E+00    0.803596056710861206E+00
  23    0.120880637057261975E+01    0.100541098006239421E+00
  24   -0.745865360197350724E+00    0.701114674483478306E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.135137704041842817E+02
   2    0.845712567177513558E-01
   3    0.450763535607075216E+00
   4    0.969671999317156863E+00
   5    0.281755292425117827E-01
   6    0.275276040312047779E-03
   7   -0.881342510938027246E+01
   8    0.105677418001435157E+02
   9   -0.176715747865065764E+01
  10    0.752239368812437581E+00
  11    0.259814438749949073E+01
  12   -0.219337305013198147E+00
  13   -0.636135252706644394E+01
  14    0.558788525422968085E+01
  15   -0.197657437683800574E+01
  16   -0.498122086006373754E+00
  17    0.709537499213210632E+00
  18   -0.324533925236415000E+00
  19   -0.542670916679458148E+01
  20    0.485174254703415730E+01
  21   -0.287223007840739353E+01
  22   -0.627341381618387262E+00
  23    0.108883399368638578E+01
  24    0.382010805548921528E+00

MAP Parameters
Dim No.        Parameter
   1    0.135137704041842817E+02
   2    0.845712567177513558E-01
   3    0.450763535607075216E+00
   4    0.969671999317156863E+00
   5    0.281755292425117827E-01
   6    0.275276040312047779E-03
   7   -0.881342510938027246E+01
   8    0.105677418001435157E+02
   9   -0.176715747865065764E+01
  10    0.752239368812437581E+00
  11    0.259814438749949073E+01
  12   -0.219337305013198147E+00
  13   -0.636135252706644394E+01
  14    0.558788525422968085E+01
  15   -0.197657437683800574E+01
  16   -0.498122086006373754E+00
  17    0.709537499213210632E+00
  18   -0.324533925236415000E+00
  19   -0.542670916679458148E+01
  20    0.485174254703415730E+01
  21   -0.287223007840739353E+01
  22   -0.627341381618387262E+00
  23    0.108883399368638578E+01
  24    0.382010805548921528E+00
