    0.150992202758789062E+02    0.631234407424926758E+00    0.951738476753234863E+00    0.140116155147552490E+01    0.601339995861053467E+01   -0.626686573028564453E+01    0.242908346354961369E+01    0.831877797842025757E+00   -0.175455202460289073E+01    0.174708610773086548E+01   -0.932916253805160522E-01   -0.360635310411453247E+01    0.109116086542606361E+02   -0.846560859680175692E+00    0.920071700215338240E+00    0.204719257354736328E+01   -0.157442635297775269E+01    0.446606159210205078E+01    0.601852453351020777E+01    0.356423616409302646E-01   -0.340970792770385778E+01    0.168414235115051270E+01   -0.669491946697235107E+00   -0.111379048905194797E+15   -0.529831319988485294E+01    1
    0.558715462684631348E+01    0.451025843620300293E+00    0.176621603965759277E+01    0.696766376495361328E-01    0.796363830566406250E+01   -0.792996764183044434E+01    0.107518595665693262E+02   -0.868582832813262762E+00   -0.421945548653602653E+01    0.267311394214630127E+01   -0.498097449541091919E+00   -0.340212523937225342E+01    0.125764260053634622E+02    0.230714353919029236E+01   -0.534131576120853424E+01    0.265842920541763306E+01   -0.417925685644149780E+00    0.128057271242141724E+01    0.433938880562782270E+01    0.247731886506080645E+01    0.188637955188751150E+01    0.570797979831695557E+00   -0.908591300249099731E+00   -0.111379048905194797E+15   -0.530331319988484751E+01    1
    0.205015063285827637E+01    0.414714813232421875E+00    0.128590178489685059E+01    0.163524222373962402E+01    0.718218863010406494E+01    0.393430471420288086E+01    0.831701998114585805E+01   -0.163873112201690763E+00   -0.331483639180660283E+01    0.301574790477752686E+01   -0.205463886260986328E+00   -0.220771431922912598E+00    0.241004735529422742E+01    0.273096925616264397E+01    0.127425354421138692E+01    0.193262058496475220E+01   -0.766243785619735718E+00   -0.444596678018569946E+01    0.327785754203796387E+01   -0.315418077111244211E+01   -0.799430910348892176E+01    0.608837604522705078E+00   -0.138138897716999054E+01   -0.111379048905194797E+15   -0.530831319988485095E+01    1
    0.114516580104827881E+02    0.169628846645355225E+01    0.136676156520843506E+01    0.179619801044464111E+01    0.860441923141479492E+00   -0.313423156738281250E+01    0.143037540704011903E+02    0.567195034027099254E+00   -0.770629907846450823E+01    0.266027885675430298E+01   -0.217926099896430969E+00    0.118680983781814575E+01    0.143244126707315438E+02    0.145171124935150164E+01   -0.395026876628398949E+01    0.169588112831115723E+01   -0.574097439646720886E+00    0.505108535289764404E+00    0.132140761971473673E+02    0.240406078100204645E+00   -0.419846401512622869E+01    0.125365817546844482E+01    0.112118646502494812E+00   -0.111379048905194797E+15   -0.531331319988484285E+01    1
    0.149998724460601807E+02    0.181470370292663574E+01    0.140470385551452637E+00    0.968767046928405762E+00    0.664770841598510742E+01   -0.177526354789733887E+01    0.910366465449333262E+01   -0.320020910501480138E+01    0.100799783766269613E+01    0.951846718788146973E+00    0.152664124965667725E+00    0.210046499967575073E+01    0.323424013853073067E+01   -0.167346896529197720E+01   -0.612916013598442078E+01    0.268729656934738159E+01   -0.879830241203308105E+00   -0.411105364561080933E+01    0.304758330881595585E+01   -0.712829172611236572E+00   -0.323060411512851786E+01    0.206043803691864014E+01   -0.263409525156021118E+00   -0.111379048905194797E+15   -0.531831319988483830E+01    1
    0.124792003631591797E+02    0.125595176219940186E+01    0.331390261650085449E+00    0.682314634323120117E+00    0.705184876918792725E+01    0.198199987411499023E+01    0.795485921800136531E+01    0.822200566530227661E+00   -0.362047737240791356E+01    0.102566343545913696E+01   -0.163590875267982483E+01    0.325307279825210571E+01    0.143720809012651429E+02   -0.373787903785705566E+01   -0.346057935655117088E+01    0.335584950447082520E+01   -0.108563868701457977E+01   -0.159224659204483032E+01    0.591201742291450483E+01   -0.389459548592567462E+01   -0.881840402781963384E+01    0.189979660511016846E+01    0.456972271203994751E-01   -0.111379048905194797E+15   -0.532331319988484530E+01    1
    0.881169199943542480E+01    0.131507754325866699E+01    0.154354691505432129E+01    0.119857299327850342E+01    0.400025725364685059E+01    0.350554555654525757E+01    0.294784018397331238E+01    0.201046997904777580E+01   -0.353420941233634966E+01    0.277202093601226807E+01   -0.712626159191131592E+00   -0.297612160444259644E+01    0.789752936363220126E+01    0.117691818475723231E+01   -0.863301723301410640E+01    0.147466415166854858E+01   -0.154877048730850220E+01    0.288102626800537109E+00    0.516229872405529022E+01   -0.374030019640922573E+01   -0.826454785466194153E+01    0.268493908643722534E+01   -0.163836324214935303E+01   -0.111379048905194797E+15   -0.532831319988484609E+01    1
    0.302331328392028809E+01    0.222860217094421387E+00    0.430898666381835938E+00    0.393599390983581543E+00    0.515335500240325928E+01   -0.360755026340484619E+00    0.106566504657268517E+02    0.202006989121437108E+01   -0.798692565560340917E+01    0.194344276189804077E+01   -0.250245377421379089E+00   -0.408468306064605713E+01    0.780994180738925881E+01    0.264373368024825695E+00   -0.506630381941796770E+00    0.263342636823654175E+01   -0.160762096941471100E+01    0.390576958656311035E+01    0.905693734586238719E+01   -0.469390666484832852E+00   -0.821552976667880941E+01    0.266706180572509766E+01   -0.910713732242584229E+00   -0.111379048905194797E+15   -0.533331319988484154E+01    1
    0.108014583587646484E+02    0.409564852714538574E+00    0.168323814868927002E+01    0.179876887798309326E+01    0.632406473159790039E+01   -0.343197822570800781E+01    0.141551030755043037E+02   -0.199165740013122572E+01   -0.590728061795234716E+01    0.203625631332397461E+01   -0.952706933021545410E-01   -0.971867829561233521E+01    0.964804470837116313E+01   -0.998444449901580988E+00   -0.893429125249385869E+01    0.229022002220153809E+01   -0.160988783836364746E+01   -0.876703858375549316E+01    0.632824375927448202E+01    0.286562548279762286E+01   -0.270459435284137761E+01    0.325313520431518555E+01   -0.123260483145713806E+00   -0.111379048905194797E+15   -0.533831319988483788E+01    1
    0.159296333789825439E+02    0.515772104263305664E+00    0.926583766937255859E+00    0.694970607757568359E+00    0.727394104003906250E+01    0.494251757860183716E+01    0.877227643728256190E+01    0.181694468259811437E+01   -0.434035143256187439E+01    0.163985103368759155E+01   -0.806557118892669678E+00    0.376621693372726440E+01    0.128810068249702461E+02   -0.163876953124999991E+01   -0.753397541642189061E+01    0.186636304855346680E+01    0.223569259047508240E+00   -0.351545661687850952E+01    0.547032598853111196E+01   -0.182881916761398333E+01   -0.313035205006599426E+01    0.774080097675323486E+00    0.129387915134429932E+00   -0.111379048905194797E+15   -0.534331319988483511E+01    1
    0.496369242668151855E+01    0.193129456043243408E+01    0.104850912094116211E+01    0.182620799541473389E+01    0.655850768089294434E+01   -0.355501562356948853E+01    0.608982541859149862E+01    0.359886527061461514E-01   -0.451871091723442131E+01    0.261764979362487793E+01   -0.135066078603267670E+01   -0.226272732019424438E+01    0.106777011811733225E+02    0.178494237065315264E+01   -0.479830255806446093E+01    0.320623123645782471E+01   -0.375907942652702332E+00   -0.754890888929367065E+01    0.962335920929908717E+01   -0.170067954659461984E+01   -0.980527883470058370E+01    0.118948596715927124E+01   -0.196902945637702942E+00   -0.111379048905194797E+15   -0.534831319988484299E+01    1
