    0.134970789772358390E+02    0.246711656862415168E+00   -0.256680700599599040E+05
    0.136239584499107362E+02    0.278582723828528361E-01   -0.256679580863413321E+05
    0.132692858059410330E+02    0.236763695740344920E+00   -0.256677785223680185E+05
    0.135602116576881837E+02    0.194210650526854905E+00   -0.256677385162426435E+05
    0.132944045862329219E+02    0.207894958166339960E+00   -0.256676677265407416E+05
    0.135477201278059987E+02    0.424247064472873039E-01   -0.256676241201531957E+05
    0.135581798643699720E+02    0.193807500341972527E+00   -0.256675242939717755E+05
    0.132792269837948460E+02    0.327894200426695204E+00   -0.256673189560681676E+05
    0.135838825679118891E+02    0.166410582304411969E+00   -0.256672618414735189E+05
    0.132563546876165219E+02    0.297864534019836591E+00   -0.256669592265105493E+05
    0.136325262701596639E+02    0.568651992321538291E-01   -0.256668967952668645E+05
    0.132718386026825677E+02    0.313247684109777047E+00   -0.256667359893707035E+05
    0.134753139134643760E+02    0.247944921625675330E+00   -0.256665773987227803E+05
    0.135182926215001018E+02    0.635102717961170266E-01   -0.256665401149280260E+05
    0.132854113277436081E+02    0.237542132449440946E+00   -0.256664986423499358E+05
    0.134801757335662842E+02    0.815930366516113281E-01   -0.256664041836844153E+05
    0.134829396510891648E+02    0.239899920246170462E+00   -0.256662795672347602E+05
    0.132760605725760605E+02    0.265468988249721705E+00   -0.256661535496977449E+05
    0.136197931548665530E+02    0.890604100733602272E-01   -0.256661515951410547E+05
    0.132731389834272395E+02    0.284904248858616871E+00   -0.256661353456208926E+05
    0.132860563972958978E+02    0.245514771776619289E+00   -0.256661155414985806E+05
    0.134439873950185600E+02    0.261348421207726889E+00   -0.256659782914226671E+05
    0.133761957123168322E+02    0.151762817863933863E+00   -0.256659630987151941E+05
    0.135681244901328864E+02    0.164853137571994185E+00   -0.256659307442957761E+05
    0.135498399087861348E+02    0.609116679252625567E-01   -0.256659029485210485E+05
    0.133565417689402466E+02    0.168840759659890705E+00   -0.256658959452696472E+05
    0.133273658551409930E+02    0.196702044311234475E+00   -0.256658867006661094E+05
    0.133542454097804608E+02    0.299943550719778240E+00   -0.256658670934985748E+05
    0.132879560601787539E+02    0.249377983999587299E+00   -0.256658649553137147E+05
    0.132836449977475386E+02    0.292873861160969806E+00   -0.256658260725171458E+05
    0.136056359415953771E+02    0.111565704280265174E+00   -0.256658055883265624E+05
    0.135656277641039686E+02    0.164921170111946347E+00   -0.256657595166723768E+05
    0.136113163037195228E+02    0.801448280303325711E-01   -0.256657566764072944E+05
    0.134455512207307244E+02    0.107252356940166882E+00   -0.256656994720758048E+05
    0.136100577526087427E+02    0.860416874869614767E-01   -0.256656805605757327E+05
    0.133009343417888779E+02    0.232936198912277376E+00   -0.256656648382412968E+05
    0.133063174792121668E+02    0.301667226748030426E+00   -0.256656609808195390E+05
    0.132889033763604090E+02    0.255838093250279397E+00   -0.256656382051876972E+05
    0.133084190257266677E+02    0.223329030101925785E+00   -0.256656209212898248E+05
    0.135141364130896786E+02    0.757604150671866705E-01   -0.256655651809321134E+05
