Nested Sampling Global Log-Evidence           :   -0.261186680606316404E+05  +/-    0.208287290513597817E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.261186680606316404E+05 +/-    0.208287290513597817E+00
Local Log-Evidence   -0.261186680606316404E+05 +/-    0.208287290513597817E+00

Dim No.       Mean        Sigma
   1    0.133958763007749173E+02    0.704865350543808916E-01
   2    0.232015321321959650E+00    0.483509780397764488E-01
   3   -0.560269972215458179E+01    0.431867954220253703E+00
   4    0.940892068967367834E+01    0.322444158479541176E+01
   5   -0.107159164491316350E+01    0.162999951266626475E+01
   6   -0.414405849108951241E+01    0.330558464872040147E+01
   7    0.103895524303625764E+01    0.129037387718151625E+00
   8   -0.643248617115271371E+00    0.652195516004260845E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.133769101649227711E+02
   2    0.224070056640566950E+00
   3   -0.619883780246608840E+01
   4    0.137759424477709835E+02
   5    0.108592404976342038E+01
   6   -0.253265274845722477E+01
   7    0.119832578121210953E+01
   8   -0.151075812359055783E+01

MAP Parameters
Dim No.        Parameter
   1    0.133769101649227711E+02
   2    0.224070056640566950E+00
   3   -0.619883780246608840E+01
   4    0.137759424477709835E+02
   5    0.108592404976342038E+01
   6   -0.253265274845722477E+01
   7    0.119832578121210953E+01
   8   -0.151075812359055783E+01
