    0.128524815587036052E+02    0.244654410644406101E+00    0.960889570474874222E+00    0.880368621336382828E+00    0.506622336396402792E-01    0.225237184851043054E-04   -0.975575316764715161E+01    0.731668725474574622E+01    0.142812482521404616E+01    0.705996262991430479E+00   -0.178520434735580302E+01    0.200493377786269367E+01    0.887383315265425798E+00   -0.185323011577039010E+01   -0.616222401132478659E+01    0.120139217355188173E+02    0.183007602436250205E+01    0.681761052501665743E+00   -0.285960281164877372E+01    0.194108424459702977E+01    0.537483156615275348E+00   -0.167208973341268408E+01   -0.688308230699661650E+01    0.136454997020962843E+02    0.146756720707158395E+01    0.262980423548562880E+00   -0.966020066634420260E+01    0.158130125211773098E+01    0.542236873175329315E+00   -0.584423555029909947E+00   -0.309043428739532064E+05
    0.130623386412411318E+02    0.188019671301152408E+00    0.102841037267554980E+01    0.866437337868330437E+00    0.406939467035343783E-01    0.468669208387078431E-05   -0.774998369754304761E+01    0.143733446422632660E+02    0.373177105075977567E+00   -0.104213399913175042E+01   -0.817928731339502946E+01    0.206071429338597412E+01    0.990630638340168845E+00   -0.271072102868217701E+00   -0.856613267944696766E+01    0.418106436413938898E+01   -0.980336854078289743E+00    0.381642681263812067E+00   -0.169047986282724416E+01    0.231045598874596392E+01    0.124162266876005400E+01   -0.143023986315159268E+01   -0.702030047869527962E+01    0.113862331520227897E+02    0.145127078243685514E+01    0.909506705806502280E+00   -0.472901310399009844E-01    0.162982835240815427E+01    0.643721220444723796E+00   -0.189194136257250878E+01   -0.309024726319714428E+05
    0.130710681836089009E+02    0.267833045217018284E+00    0.112724094796589069E+01    0.863738533285670518E+00    0.225004981993743008E-02    0.911989122137055399E-05   -0.640319715634126485E+01    0.111127008498787596E+02   -0.829378356824450602E-01    0.121851966411073742E+01   -0.815269509795316338E+01    0.192848957097879792E+01    0.119648765699325610E+01    0.208997142588414953E+00   -0.586430036954226619E+01    0.387565445464986214E+01   -0.718335377381481122E+00   -0.864106363557452628E+00   -0.131592289751569087E+02    0.163672482688905507E+01    0.102939304125217812E+01    0.147209341081214085E+00   -0.716662118158740657E+01    0.865804316407450614E+01    0.164960165219472032E+01    0.219990826625393820E+00   -0.976012948513663936E+01    0.167080017421564331E+01    0.632627270331590719E+00   -0.169112425331734162E+01   -0.309018692758641700E+05
    0.129421307967459995E+02    0.320047742687809333E+00    0.105579475091771102E+01    0.808061586591269032E+00    0.536154993723504947E-01    0.408547457437863701E-04   -0.989066859834760059E+01    0.217858086879412216E+01   -0.522979223380672931E+00   -0.558031823075466393E+00   -0.560356164709513216E+01    0.200047206594534988E+01    0.101577305302001752E+01   -0.123237418072354687E+01   -0.668560544059805029E+01    0.127398930015161120E+02    0.181648569629673706E+01    0.376488840533771407E+00   -0.263668285995496454E+01    0.158325230250067195E+01    0.137583300814572951E+01    0.482786918225581729E+00   -0.673662875041549825E+01    0.107060423164560277E+02    0.174059860079171558E+01   -0.114104354314670564E+01   -0.774794362923246815E+01    0.153644440305967112E+01    0.100374337416182513E+01   -0.277101700122076355E+00   -0.309016000570736433E+05
    0.130655293410295954E+02    0.576623669124633267E-01    0.131378246306397206E+01    0.895238391175524950E+00    0.449217885306744513E-02    0.434337812291626214E-04   -0.950209320523604006E+01    0.657831249793290862E+01    0.176281672429384195E+01   -0.563669643984958224E+00   -0.187284613125933319E+01    0.164107710069030555E+01    0.122871690330938277E+01   -0.452559229257652351E+00   -0.982002238607727307E+01    0.103662673907164233E+02   -0.545326108672207877E+00   -0.632063631258586334E+00   -0.116482780903794065E+02    0.239244094719765288E+01    0.100251271675770903E+01   -0.152825586275120306E+01   -0.674670877947181324E+01    0.146929216295416722E+02    0.186628758201677125E+01   -0.554903433790327583E+00   -0.833937820106130800E+01    0.154435167054357003E+01    0.105291909049968813E+01   -0.133275433317701353E+01   -0.309015727151995779E+05
    0.131044131496594645E+02    0.110481813345317065E+00    0.111430625816848949E+01    0.917859954302514880E+00    0.368038783639596107E-01    0.220799221265520335E-04   -0.637376102291384861E+01    0.771905569942394809E+01    0.192034194672820901E+01    0.121055564108198288E+00   -0.119955979695373216E+02    0.199914384479333695E+01    0.131959579387146042E+01    0.450589410651732969E+00   -0.723119331143185562E+01    0.988992005628491455E+01   -0.851612059899690577E+00    0.179224876414973155E+01   -0.683457012383682994E+01    0.228400843686114330E+01    0.782558867213324350E+00   -0.466355241716840396E-01   -0.711808784961887930E+01    0.136289549442785720E+02    0.167280652865757840E+01   -0.233252553764154102E+00   -0.447693120863696592E+01    0.161116086568576722E+01    0.604998853223893351E+00   -0.588148854782351238E+00   -0.309015541934278626E+05
    0.128988781176814467E+02    0.384193224966271174E+00    0.131503659240369730E+01    0.775254351873224445E+00    0.330147076830700631E-01    0.932053068300631673E-05   -0.787780495129038272E+01    0.690487379252920341E+01   -0.463115594384412743E+00   -0.737497431879626797E+00   -0.114465279625515688E+02    0.177546242092023299E+01    0.141916649065730804E+01    0.493532552955693760E+00   -0.836486720329449085E+01    0.244948924009563207E+01   -0.250449659913992262E+00   -0.778935457240263140E+00   -0.454140256098130912E+01    0.200744193842246865E+01    0.771331346652051386E+00   -0.176313556846932107E+01   -0.683462486658590862E+01    0.694936153739134710E+01    0.186089288573020561E+01   -0.101050487353199570E+01   -0.144321225744231860E+02    0.153417372526831741E+01    0.663600698849589721E+00   -0.950914475546219773E+00   -0.309014213086270211E+05
    0.129980920023339479E+02    0.320711970074254338E+00    0.109458270297351268E+01    0.817987943264163797E+00    0.267141543446203188E-01    0.293481266126605763E-04   -0.669265464596029691E+01    0.130479636838661683E+02    0.350825029314927095E+00    0.745866119540138817E+00   -0.142090961026514169E+02    0.154366146575645491E+01    0.117347795436589064E+01   -0.285136260733139357E+00   -0.608613708887111660E+01    0.585107954686874265E+01    0.158905070455574360E+01    0.552304952632666213E+00   -0.424742873649044306E+01    0.182176707714167119E+01    0.132932520720930247E+01   -0.108045926615491572E+01   -0.656073014394932486E+01    0.137394769124638216E+02    0.594106087522047632E+00    0.149771342192347157E+01   -0.126193219827789083E+02    0.152950638623044188E+01    0.953909697998802097E+00    0.120364754391524720E+00   -0.309013463678627450E+05
    0.130566325692657266E+02    0.182568218872997179E+00    0.108715956612514919E+01    0.894110940339380322E+00    0.442232090051146963E-02    0.172684116576276277E-04   -0.509609850360714844E+01    0.970744619825723376E+01    0.952642029191831385E+00   -0.635322026843688104E+00   -0.149140554255556097E+02    0.160883896598527398E+01    0.730429584568227486E+00    0.114697677352706418E+00   -0.820113196860582150E+01    0.553380063803097766E+01    0.194614336854878567E+01    0.129655352658467282E+01   -0.101037998519924983E+02    0.215998333535970666E+01    0.136145691234232924E+01    0.225699439632389254E+00   -0.692354084486295562E+01    0.106568044177959393E+02    0.139644784525300314E+01   -0.312630807165660940E+00   -0.127412419485816901E+02    0.156753141951353236E+01    0.817081950012350622E+00   -0.379007235881219096E-01   -0.309010237058334278E+05
    0.131158890465351856E+02    0.708175610688162871E-01    0.998251852287698083E+00    0.934041783796331071E+00    0.179704204371318108E-01    0.403066839510285947E-04   -0.993500212490718049E+01    0.346842899739978128E+01   -0.133252066203079478E+01    0.176460228215621240E+01   -0.926176000529937404E+01    0.167962716776078924E+01    0.105748773021725384E+01   -0.145665431546925328E+01   -0.846518967768887798E+01    0.231515225138890157E+01   -0.150193538953949313E+01    0.187818303912972806E+01   -0.671745435103984079E+01    0.221895531741989327E+01    0.657933173416202832E+00   -0.115846263379849868E+01   -0.666496212670484312E+01    0.112122797040557920E+02    0.137587344830703695E+01    0.658759613291224344E-01   -0.665559212876953765E+01    0.150976098090157906E+01    0.864060982734535798E+00   -0.108489776598124843E+01   -0.309009923029534148E+05
