    0.269341866648162911E-01    0.123295980921853032E+01    0.725854491073448377E-01    0.702720127693538598E-04   -0.769764954070970120E+01    0.138152670577306687E+02   -0.125678934466681458E+01   -0.665299126029974452E+01    0.272396267020144212E+01   -0.335261750898623312E-01   -0.931176825611125203E+01    0.136308783471591930E+02   -0.145007652174959145E+01   -0.380038458802752022E+01    0.107410535244708272E+01   -0.599997902737650080E-01   -0.588699850593108920E+01    0.102366933617061555E+02   -0.134904462049187313E+01   -0.522788443276421866E+01    0.116674120127236525E+01   -0.940770141203627119E+00   -0.569116704433204723E+04
    0.318966192981443783E-01    0.129549892793563881E+01    0.700164132297488584E-01    0.682306990705462040E-04   -0.757311091111752344E+01    0.134574183373515304E+02   -0.140046270441101472E+01   -0.653252943727935076E+01    0.211948733815854595E+01   -0.497436886322085048E+00   -0.929666415595212747E+01    0.120760814332161637E+02   -0.101074827180982574E+01   -0.471216000562626380E+01    0.116059220220591652E+01    0.283832233789262922E-01   -0.590895940990290214E+01    0.102110811658555463E+02   -0.149271498231144739E+01   -0.791217549999748115E+01    0.117860181250497220E+01   -0.989332232413859813E+00   -0.568404453080049825E+04
    0.492637178604987680E-01    0.135644138194457753E+01    0.751329572013351848E-01    0.493061072701253913E-04   -0.633472026989555825E+01    0.906513038998581244E+01   -0.102958195626858529E+01   -0.352718445226306887E+01    0.152436238045095296E+01   -0.702183479803146104E+00   -0.755294115184092529E+01    0.741485127366782759E+01   -0.259996319617430238E+01   -0.591962301049067463E+01    0.974232324015862350E+00    0.241189342810361751E-01   -0.596927473534361930E+01    0.579156441136317923E+01   -0.150492009548291517E+01   -0.768931083522914882E+01    0.116003387647818945E+01   -0.171924533839986138E+01   -0.568058085277323971E+04
    0.400169971360625834E-01    0.121704878006945405E+01    0.658193968285219339E-01    0.660191757875049063E-04   -0.685678171877483678E+01    0.129166236777509020E+02   -0.118976276246967472E+01   -0.485841817366250339E+01    0.193336619309921653E+01   -0.399041351216190332E+00   -0.934770228136954806E+01    0.112239858852387080E+02   -0.220617906552937271E+01   -0.411329188122030587E+01    0.108187660639187544E+01    0.580667576544775521E-01   -0.579554094659138741E+01    0.942005056336531865E+01   -0.208340266767159710E+01   -0.390539503946239908E+01    0.112951495552830350E+01   -0.922090446737574787E+00   -0.567934517534595489E+04
    0.450284705998854548E-01    0.160814767129526937E+01    0.747788946539844623E-01    0.513874585146521643E-04   -0.532111294906726062E+01    0.825579706955726955E+01   -0.175320441105713876E+01   -0.505841731200135225E+01    0.148096540855365455E+01   -0.332458128502937988E+00   -0.731310206036208577E+01    0.927501917282204857E+01   -0.271347441761464214E+01   -0.559265791493403430E+01    0.868512439722530227E+00    0.123269331525046155E+00   -0.601165785698572908E+01    0.545698040307968490E+01   -0.120155291668950981E+01   -0.889162472932232006E+01    0.115273455285540805E+01   -0.179709267182666288E+01   -0.567798242500803372E+04
    0.336050707236468099E-01    0.120065415807492970E+01    0.663531488982433693E-01    0.695795771442529677E-04   -0.763907402635063093E+01    0.119607354333391349E+02   -0.665991828279345999E+00   -0.439937056837285567E+01    0.288253276499922473E+01   -0.350183703359812970E+00   -0.972620475349729929E+01    0.108071700516242579E+02   -0.169536661053254445E+01   -0.317446569807193057E+01    0.113363596428196156E+01   -0.199545136223995501E+00   -0.594801851243946356E+01    0.106588680926023187E+02   -0.145201061809001408E+01   -0.610998164760628004E+01    0.118462756998243179E+01   -0.143043391297609590E+01   -0.567771108841836940E+04
    0.269221502045635386E-01    0.850353882392306804E+00    0.718208231808413894E-01    0.674961739188366540E-04   -0.635622089642834887E+01    0.108498299808088632E+02   -0.217128274809897981E+01   -0.435432870533815386E+01    0.254857680598872482E+01    0.192639745076871094E+00   -0.899988060133334500E+01    0.125240764480869515E+02   -0.179015527739030644E+01   -0.279073224102809725E+01    0.105544147085747309E+01    0.569121397449476873E-01   -0.608807523673616391E+01    0.119260349457467996E+02   -0.449407683291114690E+00   -0.917092653289422799E+01    0.119298940831714062E+01   -0.109268229522008697E+01   -0.567465153186798307E+04
    0.210077835933069855E-01    0.126360861497826438E+01    0.792742111039751313E-01    0.622604245260814876E-04   -0.549053411618379883E+01    0.833868057561938691E+01   -0.244982093455405403E+01   -0.548280130571239610E+01    0.195453669890364434E+01    0.397789778443612185E+00   -0.846112366981579989E+01    0.122041138184968787E+02   -0.161499974444882644E+01   -0.239781859604709879E+01    0.112199198867752359E+01    0.205368548500150627E+00   -0.611731909756072412E+01    0.113070825808397402E+02   -0.370174377967610990E+00   -0.771793818681863009E+01    0.118848401060875597E+01   -0.630902316912562044E+00   -0.567445157814064987E+04
    0.208868790484094402E-01    0.113585681799182536E+01    0.699869762340967483E-01    0.740117865381628406E-04   -0.497691553546028764E+01    0.113877100725682467E+02   -0.108123579688558080E+01   -0.764109721002458109E+01    0.119926566670444590E+01    0.270924695954374517E+00   -0.970847455547419713E+01    0.142757188527154746E+02   -0.148421075888217180E+01   -0.948221966803155070E+00    0.111507425226748902E+01    0.463093387352055963E-01   -0.614287755714500161E+01    0.129280472698258997E+02   -0.532157127825829246E+00   -0.731632121183379258E+01    0.124788896813036887E+01   -0.285694474611100313E+00   -0.567443867409975519E+04
    0.212179375896041390E-01    0.103553296600566491E+01    0.735265757838887701E-01    0.705403447369727996E-04   -0.741023003240430356E+01    0.132177736683840479E+02   -0.249627772456388231E+01   -0.658494424351667718E+01    0.281381079675651691E+01   -0.229973036123435559E+00   -0.935907654457907157E+01    0.122075094901870465E+02   -0.835927218602348532E+00   -0.236134334105635002E+01    0.103683672053186449E+01    0.192916966675227286E-01   -0.591048142700985313E+01    0.101019288862719492E+02   -0.114124708165168753E+01   -0.627013553447860161E+01    0.115600409727196185E+01   -0.910459386276344151E+00   -0.567398576636865528E+04
    0.199479331443691496E-01    0.853889906079131511E+00    0.667251947364727177E-01    0.782495553688956360E-04   -0.596349240775857226E+01    0.131939263279717345E+02   -0.133590934096845149E+01   -0.720651148948662801E+01    0.209654783989760807E+01    0.995122165704396267E-01   -0.997056853815688626E+01    0.149733466462377827E+02   -0.116115526726315421E+01   -0.590813922538828251E+00    0.104636873381419715E+01    0.613408607098677727E-01   -0.608718787505687065E+01    0.127777836994466334E+02   -0.600169240990878539E+00   -0.627252485276473237E+01    0.121213338241051316E+01   -0.491417900662041607E+00   -0.567353009004684282E+04
    0.210926773438488771E-01    0.124182417309804860E+01    0.721846666738876347E-01    0.705961886652995693E-04   -0.588539000269956247E+01    0.986640594820782546E+01   -0.284431851430296545E+01   -0.623520416955040524E+01    0.237304893208848977E+01    0.354226755834554652E-01   -0.931953514350439249E+01    0.101854736800548125E+02   -0.141871539708965155E+01   -0.183919916826718755E+01    0.962717120123126602E+00   -0.124891668779881337E+00   -0.600920350576153695E+01    0.111929782482420173E+02   -0.753106700851942978E+00   -0.935361173396963785E+01    0.118181286163059296E+01   -0.123194653816394739E+01   -0.567315763259519190E+04
    0.246685745611470095E-01    0.992011867648364798E+00    0.714086241456345916E-01    0.687639845173533624E-04   -0.683242833219972123E+01    0.105945298800018968E+02   -0.231481407875529399E+01   -0.369822990802763929E+01    0.288119709686294012E+01    0.215550466516044814E+00   -0.904614924154419597E+01    0.115055519841431533E+02   -0.193157112286396093E+01   -0.250733092549377989E+01    0.785416479211106910E+00   -0.299977936788622390E-01   -0.604641218099770139E+01    0.120038849858323786E+02   -0.585942527385372447E+00   -0.813145312954381438E+01    0.117637275428994448E+01   -0.113688825247335967E+01   -0.567305080868179994E+04
