    0.673568129539489746E+01    0.959264039993286133E-01    0.456783175468444824E+01    0.613030049800872767E+01   -0.921055674552917480E-02   -0.214636623263359105E+01    0.188115507364273071E+01    0.159699827432632446E+00   -0.111379048905194797E+15   -0.570378062280500497E+01    1
    0.120299685001373291E+02    0.787155151367187500E+00   -0.614639520645141602E+01    0.512344613671302795E+01    0.232966520786285436E+01   -0.284976536035537720E+01    0.338709187507629395E+01   -0.106190945208072662E+01   -0.111379048905194797E+15   -0.570711395613835482E+01    1
    0.301963090896606445E+00    0.811891198158264160E+00    0.370349436998367310E+01    0.818486329317092753E+01    0.220832473635673576E+01   -0.797338529825210607E+01    0.212717801332473755E+01   -0.843022018671035767E-01   -0.111379048905194797E+15   -0.571044728947168334E+01    1
    0.975532531738281250E+01    0.111450088024139404E+01    0.166439682245254517E+01    0.565453518629074026E+01    0.726182115077972590E+00   -0.421023721694946307E+01    0.190309894084930420E+01    0.310258790850639343E+00   -0.111379048905194797E+15   -0.571378062280501098E+01    1
    0.540723204612731934E+01    0.480542898178100586E+00    0.394698351621627808E+01    0.215333854258060420E+01   -0.759154033660888850E+00   -0.150907838046550857E+01    0.304525810480117798E+01   -0.125031746923923492E+01   -0.111379048905194797E+15   -0.571711395613834394E+01    1
    0.149180793762207031E+02    0.175026392936706543E+01   -0.876403450965881348E+00    0.148899028748273849E+02    0.151738234758377111E+01   -0.432075388431549090E+01    0.188247543573379517E+01   -0.140221565961837769E+00   -0.111379048905194797E+15   -0.572044728947168135E+01    1
    0.815140366554260254E+01    0.147061324119567871E+01   -0.266487449407577515E+01    0.126016109108924859E+02    0.170816034674644524E+01    0.175321608483791280E+01    0.328675043582916260E+01   -0.282195582985877991E+00   -0.111379048905194797E+15   -0.572378062280502586E+01    1
    0.184404850006103516E+02    0.773470044136047363E+00    0.200380086898803711E+01    0.107874115943908677E+02   -0.150381389856338510E+01   -0.300719035565853154E+01    0.326163601875305176E+01   -0.102587276697158813E+01   -0.111379048905194797E+15   -0.572711395613835883E+01    1
    0.147392642498016357E+02    0.172434484958648682E+01   -0.158308863639831543E+01    0.364273455142974800E+01   -0.223991889357566842E+01   -0.556422522962093336E+01    0.241481649875640869E+01   -0.165144544839859009E+01   -0.111379048905194797E+15   -0.573044728947169002E+01    1
    0.379669427871704102E+01    0.969759821891784668E+00    0.259980469942092896E+01    0.119097461730241783E+02   -0.976176536083221524E+00    0.460334900021551974E+00    0.167551654577255249E+01    0.466692864894866943E+00   -0.111379048905194797E+15   -0.573378062280501766E+01    1
    0.845157504081726074E+01    0.901870727539062500E-01    0.385060817003250122E+01    0.135573876470327370E+02    0.217091625332832372E+01   -0.516121333837509155E+01    0.314414131641387939E+01   -0.125992755591869354E+01   -0.111379048905194797E+15   -0.573711395613834529E+01    1
    0.760735750198364258E+01    0.784079551696777344E+00    0.226984828710556030E+01    0.124618751317262628E+02   -0.271389512419700640E+01   -0.853302016258239782E+01    0.120415318012237549E+01   -0.173617079854011536E+01   -0.111379048905194797E+15   -0.574044728947167915E+01    1
    0.782278776168823242E+00    0.112520694732666016E+00    0.431458294391632080E+01    0.147584339320659623E+02    0.109364875555038488E+01   -0.687353219985961950E+01    0.340359336137771606E+01   -0.101784934103488922E+01   -0.111379048905194797E+15   -0.574378062280501744E+01    1
    0.104008293151855469E+02    0.954122662544250488E+00   -0.816373825073242188E+00    0.397725505828857395E+01   -0.272366036772727949E+01   -0.233621899485588091E+01    0.328691279888153076E+01   -0.949768841266632080E+00   -0.111379048905194797E+15   -0.574711395613836196E+01    1
    0.506107211112976074E+01    0.985305666923522949E+00    0.190954446792602539E+01    0.335184997320175171E+01    0.203512861728668248E+01   -0.740982722043991160E+01    0.117083173990249634E+01   -0.100703909993171692E+00   -0.111379048905194797E+15   -0.575044728947169581E+01    1
