   -0.308333438634872437E+01    0.898829519748687744E+00   -0.345179677009582520E+00    0.474423259496688843E+01    0.730656943023204786E+01    0.215268168449401909E+01   -0.386393812596798014E+01    0.859169244766235352E+00   -0.671842634677886963E+00   -0.111379048905194797E+15   -0.570378062280500497E+01    1
   -0.253904831409454346E+01   -0.240798348188400269E+01   -0.200671261548995972E+01   -0.117533564567565918E+01    0.128470078200101838E+02   -0.293463141322135934E+01   -0.203982548713684153E+01    0.313836115598678589E+01    0.491237491369247437E-01   -0.111379048905194797E+15   -0.570711395613835482E+01    1
   -0.419178473949432373E+01   -0.284833860397338867E+01   -0.297050887346267700E+01    0.381945878267288208E+01    0.446072836518287641E+01    0.734817594289779663E+00   -0.309680506587028503E+00    0.969555914402008057E+00   -0.182308912277221680E+00   -0.111379048905194797E+15   -0.571044728947168334E+01    1
   -0.775583982467651367E-01   -0.432737195491790771E+01   -0.110236614942550659E+01    0.454038828611373901E+01    0.139492758303880677E+02   -0.341870272755622873E+01   -0.599916914403438550E+01    0.276807487010955811E+01   -0.155413275957107544E+01   -0.111379048905194797E+15   -0.571378062280501098E+01    1
   -0.469482839107513428E+00    0.461130917072296143E+00   -0.421954739093780518E+01    0.111973941326141357E+01    0.546005303561687416E+01    0.936867326498031616E+00   -0.607662910521030497E+01    0.182443636655807495E+01   -0.855384051799774170E+00   -0.111379048905194797E+15   -0.571711395613834394E+01    1
   -0.350216865539550781E+01   -0.187012529373168945E+01    0.117047667503356934E+01   -0.230489969253540039E+01    0.123549280494451530E+02    0.491836011409759521E+00   -0.574205121994018608E+01    0.286986327171325684E+01   -0.135633915662765503E+00   -0.111379048905194797E+15   -0.572044728947168135E+01    1
   -0.244389092922210693E+01    0.134553450345993042E+01    0.171716558933258057E+01    0.178776681423187256E+00    0.740632490515708852E+01   -0.156147588491439837E+01   -0.847534009218215978E+01    0.347729903459548950E+01   -0.864291802048683167E+00   -0.111379048905194797E+15   -0.572378062280502586E+01    1
   -0.669519126415252686E+00   -0.386331319808959961E+00    0.131122964620590210E+01    0.199019312858581543E+00    0.711503123044967634E+01   -0.320366173386573827E+01   -0.322481616437435203E+01    0.560277819633483887E+00   -0.425824388861656189E+00   -0.111379048905194797E+15   -0.572711395613835883E+01    1
   -0.472792476415634155E+01   -0.229426342248916626E+01   -0.406564241647720337E+01   -0.588422715663909912E+01    0.871029291749000478E+01    0.293887838125228917E+01   -0.196747325360774994E+01    0.338987118005752563E+01   -0.956688135862350464E+00   -0.111379048905194797E+15   -0.573044728947169002E+01    1
   -0.185207831859588623E+01   -0.327563309669494629E+01   -0.416431748867034912E+01    0.498759210109710693E+01    0.110721821099519708E+02    0.185472043156623823E+01   -0.398439744710922295E+01    0.313736212253570557E+01   -0.335206493735313416E+00   -0.111379048905194797E+15   -0.573378062280501766E+01    1
   -0.235959368944168091E+01   -0.219049519300460815E+01   -0.121382522583007812E+01   -0.165590435266494751E+01    0.679989649355411530E+01   -0.104088114500045759E+01   -0.814734078347682988E+01    0.302569711208343506E+01   -0.613480716943740845E+00   -0.111379048905194797E+15   -0.573711395613834529E+01    1
   -0.462635827064514160E+01   -0.455923974514007568E+01   -0.314711380004882812E+01    0.430375754833221436E+01    0.924075211286544729E+01    0.865973234176635742E-01   -0.329853525459766406E+01    0.243566870689392090E+01    0.469860956072807312E+00   -0.111379048905194797E+15   -0.574044728947167915E+01    1
   -0.265443623065948486E+00    0.185671192407608032E+01   -0.490049839019775391E+01   -0.379534155130386353E+01    0.232868964374065390E+01    0.536915540695190430E+00    0.178915323317050934E+01    0.329915243387222290E+01   -0.158692665398120880E+01   -0.111379048905194797E+15   -0.574378062280501744E+01    1
   -0.369138526916503906E+01   -0.115441840887069702E+01   -0.304059475660324097E+01    0.349718958139419556E+01    0.147921890228986719E+02   -0.138060337305068970E+01    0.174915753901004756E+01    0.289367628097534180E+01   -0.245484054088592529E+00   -0.111379048905194797E+15   -0.574711395613836196E+01    1
   -0.467430055141448975E+00    0.177504700422286987E+01   -0.718464255332946777E+00   -0.217437446117401123E+01    0.147790670603513696E+02   -0.170645298361778286E+01    0.107800739705562520E+01    0.275507330894470215E+01   -0.844163164496421814E+00   -0.111379048905194797E+15   -0.575044728947169581E+01    1
    0.195602577924728394E+01    0.684584796428680420E+00   -0.471732121706008911E+01    0.476768851280212402E+01    0.123340463757514947E+02   -0.180416258573532096E+01   -0.342566076219081950E+01    0.182175272703170776E+01    0.423575818538665771E+00   -0.111379048905194797E+15   -0.575378062280501634E+01    1
   -0.178853338956832886E+01   -0.159536266326904297E+01   -0.413105571269989014E+01   -0.115109562873840332E+01    0.800093120038509298E+01    0.213318492174148577E+01    0.190307244062423564E+01    0.287155699729919434E+01   -0.130444256961345673E+01   -0.111379048905194797E+15   -0.575711395613834398E+01    1
   -0.790421843528747559E+00   -0.469971233606338501E+01   -0.445684838294982910E+01   -0.239077866077423096E+01    0.985539950430393219E+01   -0.317174496650695836E+01   -0.279000615775585192E+01    0.299581801891326904E+01   -0.165404558181762695E+00   -0.111379048905194797E+15   -0.576044728947168139E+01    1
    0.525666773319244385E+00   -0.291677600145339966E+01   -0.179706203937530518E+01   -0.529138207435607910E+01    0.359592079222202265E+01    0.216021659970283508E+01   -0.706876691579818761E+01    0.289870685338973999E+01   -0.581774592399597168E+00   -0.111379048905194797E+15   -0.576378062280501613E+01    1
   -0.470134538412094116E+01   -0.294843435287475586E+01   -0.695967078208923340E+00    0.354516714811325073E+01    0.223633418381214133E+01    0.809648543596267700E+00   -0.100031352043151855E+01    0.245439285039901733E+01   -0.997336208820343018E-01   -0.111379048905194797E+15   -0.576711395613835531E+01    1
   -0.436833417415618896E+01   -0.267725282907485962E+01   -0.405687302350997925E+01    0.159214884042739868E+01    0.882364506125450099E+01    0.109361626505851728E+01   -0.263680922985076904E+01    0.245162212848663330E+01   -0.146133691072463989E+01   -0.111379048905194797E+15   -0.577044728947169805E+01    1
   -0.264115971326828003E+01   -0.340761458873748779E+01   -0.229938870668411255E+01   -0.809310674667358398E+00    0.292313384413719168E+01    0.161159942746162432E+01   -0.186138551533222163E+01    0.190237045288085938E+01    0.108847826719284058E+00   -0.111379048905194797E+15   -0.577378062280503279E+01    1
    0.130078631639480591E+01   -0.422768843173980713E+01   -0.443327057361602783E+01    0.312212646007537842E+01    0.136270459711551659E+02   -0.189419579505920410E+01   -0.777760640382766688E+01    0.738632023334503174E+00   -0.101341283321380615E+01   -0.111379048905194797E+15   -0.577711395613835421E+01    1
   -0.423811215162277222E+01    0.699967324733734131E+00   -0.155005621910095215E+01    0.191240906715393066E+00    0.716753297448158211E+01    0.143869572281837499E+01   -0.651899706721305883E+01    0.281712406873703003E+01   -0.152230955660343170E+01   -0.111379048905194797E+15   -0.578044728947167474E+01    1
    0.174628967046737671E+01    0.776364684104919434E+00   -0.409537523984909058E+01    0.441414028406143188E+01    0.805891483724117208E+01    0.130745017528533936E+01   -0.877594314813613963E+01    0.260369873046875000E+01    0.496406510472297668E+00   -0.111379048905194797E+15   -0.578378062280501393E+01    1
   -0.191339522600173950E+01   -0.499095398187637329E+01    0.712154269218444824E+00    0.172379612922668457E+01    0.460329848825931531E+01    0.154591475725173932E+01   -0.185599976778030751E+00    0.132784628868103027E+01    0.175553292036056519E+00   -0.111379048905194797E+15   -0.578711395613835577E+01    1
   -0.298730248212814331E+01   -0.453563982248306274E+01    0.855930089950561523E+00   -0.329374074935913086E+00    0.593964610099792445E+01   -0.346689106225967425E+01   -0.598582822382450086E+01    0.165942937135696411E+01    0.953202396631240845E-01   -0.111379048905194797E+15   -0.579044728947169407E+01    1
   -0.541161298751831055E+00   -0.158623862266540527E+01    0.138776659965515137E+00   -0.150231570005416870E+01    0.379343643188476509E+01    0.166963978409767133E+01   -0.309352028369903564E+01    0.158700096607208252E+01   -0.973695755004882812E+00   -0.111379048905194797E+15   -0.579378062280503325E+01    1
   -0.134922343492507935E+01   -0.252098858356475830E+00   -0.275430774688720703E+01    0.195751041173934937E+01    0.103223993450403206E+02   -0.388500914573669442E+01   -0.448397893905639666E+01    0.124371379613876343E+01   -0.155909444391727448E+01   -0.111379048905194797E+15   -0.579711395613835734E+01    1
   -0.405417102575302124E+01   -0.222993952035903931E+01    0.704692900180816650E+00    0.393711745738983154E+01    0.386612284183502197E+01   -0.788426160812378818E-01   -0.983247351348400045E+01    0.280246025323867798E+01    0.297247260808944702E+00   -0.111379048905194797E+15   -0.580044728947169297E+01    1
    0.104607588052749634E+01   -0.337314033508300781E+01   -0.130203819274902344E+01    0.391745328903198242E+01    0.120823038399219520E+02   -0.162313173413276690E+01   -0.837163420319557261E+01    0.199718993902206421E+01   -0.121599927544593811E+01   -0.111379048905194797E+15   -0.580378062280502593E+01    1
