

    0.226285442513957541E-97    0.520100435419185524E+05    0.115810092952340060E+01   -0.584864322852519880E+01    0.917548285015160303E+01   -0.106684849241139368E+01   -0.698391222506688436E+01    0.216242321007540994E+01   -0.127944961904181276E+01
    0.420687388818027013E-97    0.520087966896695289E+05    0.110938181856014850E+01   -0.762872245288309081E+01    0.122108968286268542E+02   -0.280568626725307713E+01   -0.607022212323816035E+00    0.208570499580378410E+01   -0.102642580906225844E+01
    0.478959213741511729E-97    0.520085305721397963E+05    0.112728114325780027E+01    0.149150966977209976E+00    0.986409100045529286E+01   -0.338385908512487088E+01   -0.307015922498494120E+01    0.105743023351357146E+01   -0.442733858344001252E+00
    0.546699966231904970E-97    0.520082593360749015E+05    0.115771699028276931E+01   -0.308084348313458189E+01    0.101852026399061337E+02   -0.333027101757123667E+01   -0.401798495147822710E+01    0.208444933659521592E+01   -0.132911194091605056E+01
    0.141391389773701364E-95    0.520017470656066871E+05    0.115710193490421620E+01   -0.396817398723055259E+01    0.895449393848587505E+01   -0.114307260899045326E+01   -0.266249888168375559E+01    0.518669696458352925E+00   -0.170952002677150161E+01
    0.149389180677471252E-95    0.520016303529546858E+05    0.115709712108003426E+01   -0.999037928611731374E+01    0.862590352451548270E+01   -0.364764371958159472E-02   -0.812825794686675707E+01    0.100868668135413309E+01   -0.144071745428812070E+01
    0.248799359311174379E-95    0.520006035024196972E+05    0.115706361138556968E+01   -0.928303203566757063E+01    0.128681813772718066E+02   -0.389456500683561879E+01   -0.941812254611270205E+01    0.894469740057503682E+00   -0.853555394227886066E+00
    0.535165981607077904E-95    0.519990649754349797E+05    0.115759042986526506E+01   -0.660968826216815586E+01    0.205031210692640053E+01    0.245268996963896235E+01   -0.975217834849910759E-01    0.148958381904174342E+01   -0.836421103334333060E+00
    0.561341156399621634E-94    0.519943576347866401E+05    0.115748843305038918E+01   -0.824920369458582847E+01    0.245731265034973312E+01    0.971837541429513507E+00   -0.557375822000946908E+01    0.282789440723586072E+01   -0.770080373416699882E+00
    0.668085059323392846E-94    0.519940027948057104E+05    0.110998608694971779E+01   -0.322324524987032568E+01    0.144292946545380723E+02   -0.307636928803211473E+01   -0.726701712937130928E+01    0.991008086334149274E+00   -0.971551799266937577E+00
    0.965865527497571938E-94    0.519932589099004690E+05    0.115754916713221956E+01   -0.420044456605735839E+01    0.114242370285858463E+02   -0.410391589061087636E+00   -0.711900593187194453E+01    0.137168494959389675E+01   -0.555258642216584386E+00
    0.174190158476341496E-93    0.519920728271513217E+05    0.115769013015343258E+01   -0.453560844493110782E+01    0.137194199257871077E+02    0.907906698738909945E+00    0.112371350477369525E+01    0.184349957704379230E+01    0.424328017494560505E+00
    0.395187683968921120E-93    0.519904277340165281E+05    0.111010160465306207E+01   -0.804331616748151745E+01    0.137935011915452606E+02   -0.670014826886972781E+00   -0.763472464514377602E+01    0.168492192570813737E+01   -0.169480051554446742E+01
    0.609238797324102031E-93    0.519895553683431790E+05    0.115714334600108959E+01   -0.879662656800154075E+01    0.723102227104459327E+01   -0.356024636065975120E+01   -0.291203197609439268E+01    0.264021980217647112E+01   -0.125556369276720803E+01
    0.803875985130183623E-93    0.519889942322660208E+05    0.110995091283789815E+01   -0.821108055135616510E+01    0.570723446519493294E+01   -0.689760337395563194E+00   -0.794848147524173321E+01    0.325672925231581045E+01   -0.159612756545352452E+00
    0.874857709463884562E-93    0.519888183331084583E+05    0.115735530924139063E+01   -0.608170974644803053E+01    0.116003160143994783E+02   -0.345380551998775376E+01   -0.550612705243910217E+01    0.310549847072260299E+01   -0.170970089378088796E+01
    0.104165711225211824E-92    0.519884626527501023E+05    0.110752399608003671E+01   -0.247230449608576031E+01    0.714365711114561197E+01   -0.124331934897784091E+01   -0.489318481568842145E+01    0.169653642250192127E+01   -0.107097487137483727E+01
    0.228471612534551300E-92    0.519868851281626266E+05    0.115664730883998157E+01   -0.382983439268195625E+01    0.126236899973144006E+02   -0.770448233121644677E+00   -0.423852201810288509E+01    0.788885240939208310E+00    0.249488765204610718E+00
    0.252369609372083172E-92    0.519866794959996114E+05    0.110855558959707245E+01   -0.220908780638707292E+01    0.127077546598988853E+02    0.599882795143387604E+00    0.175883826401506127E+01    0.200553302626607666E+01    0.484254862736361869E+00
    0.213160706966255065E-90    0.519778001856465416E+05    0.108978760730330571E+01    0.471986538820910795E+00    0.117488239224140685E+02   -0.233171008666316837E+01   -0.598230178662818712E+01    0.763939799948124221E+00   -0.132936520701828664E+01
    0.324323141615853078E-90    0.519769541309890483E+05    0.115671241425896376E+01   -0.871139426791923555E+01    0.730619500815170131E+01   -0.786841461919559393E+00    0.129795249508161170E+01    0.343431435018241871E+01   -0.282505361735879257E+00
    0.212376695658128219E-89    0.519731890517468128E+05    0.115702466799975756E+01   -0.553094249801938354E+01    0.145131479249559163E+02    0.143089083180157051E+01   -0.394753429742077344E+01    0.269997226752128050E+01   -0.299329023236519332E+00
    0.280546927162614127E-89    0.519726256261901290E+05    0.110631228627326017E+01   -0.138905411847148308E+01    0.106011173641451464E+02   -0.339181014547431925E+01   -0.473958015531760424E+00    0.163340951700805714E+01   -0.103413456701742845E+00
    0.579854997315876524E-88    0.519665617152206250E+05    0.115669373922845065E+01   -0.510955129697265242E+01    0.825564332040767823E+01    0.119620219151920004E+01   -0.627394603276090201E+01    0.153892650247054785E+01    0.221955385458736609E+00
    0.836120680390014299E-88    0.519658230587748767E+05    0.115620468139653809E+01   -0.337251559362208475E+01    0.145750653808222914E+02   -0.329363952475979271E+01   -0.412926730107138784E+01    0.235895281045777505E+01   -0.302148192676991112E+00
    0.275472468612151880E-87    0.519634317924543066E+05    0.115610995706193620E+01   -0.879866939804225368E+01    0.698852853712612809E+01    0.404505772577563150E+00   -0.558337375465611885E+01    0.177503089867563668E+01   -0.949713817668049298E+00
    0.312205313510983211E-87    0.519631747791149319E+05    0.111049789090263040E+01   -0.448265216575091952E+01    0.257686179234863877E+01   -0.206398614896046428E+01   -0.902867818299533376E+01    0.266681941577829473E+01   -0.178371423164555676E+00
    0.929921854887179585E-87    0.519609852333920571E+05    0.111112470640027095E+01   -0.878664440033151806E+01    0.689391792816078919E+01   -0.216390954605798180E+01    0.765240010025321382E+00    0.323296853581343413E+01   -0.103896904951196367E+01
    0.132079275701386265E-86    0.519602767930190093E+05    0.113035237684143119E+01   -0.384392458155397243E+01    0.301254463896540070E+01   -0.215409631978216920E+01   -0.510655865666066866E+01    0.322590063424362228E+01   -0.219680507372377321E-01
    0.460847363913065411E-86    0.519577707972032294E+05    0.115627377671339637E+01   -0.680294913297717585E+01    0.547396941216501087E+01   -0.227344586352433797E+01   -0.193344305469629951E+01    0.319338284734965949E+01   -0.138367642773147526E+01
    0.496843935095226158E-86    0.519576137123915178E+05    0.115023406293415231E+01   -0.443739693920955691E+01    0.462009291674507061E+01    0.195480477720083279E+01    0.151660631012521918E+00    0.241053212231799829E+01   -0.152539816300734454E+01
    0.147490790236075141E-85    0.519554308959951377E+05    0.113698933978513139E+01   -0.215055671327634190E+01    0.626646000024039562E+01   -0.864123092832142170E+00   -0.945270683426176461E+01    0.208058205625678649E+01    0.618222927204215011E-02
    0.123651172696385630E-84    0.519511716616561462E+05    0.115583704946548504E+01   -0.714667921432827224E+01    0.978902926841463383E+01   -0.134944981035963218E+01   -0.949518472063129870E+01    0.153861796853751365E+01   -0.925401147349371733E+00
    0.344573411931560942E-84    0.519491153096157286E+05    0.111099483124520493E+01   -0.652163456181615331E+01    0.129338846187551546E+02   -0.596336053388438536E+00   -0.200063273860183788E+01    0.285313866079661560E+01   -0.115001815681212705E+00
    0.105891244896369024E-81    0.519376529215689370E+05    0.111171949292785133E+01   -0.531583250748020042E+01    0.138672233084406855E+02   -0.789648723612576653E+00   -0.945326459655803930E+01    0.137020817886137047E+01   -0.932042764993313289E+00
    0.138241512955233743E-81    0.519371130755552149E+05    0.111153187349745153E+01   -0.732951700779765858E+01    0.103086871619894858E+02    0.771489405399501393E-01   -0.654272204577440064E+00    0.300051800291526671E+01   -0.144879529017935615E+01
    0.366450760115710827E-81    0.519351566850660820E+05    0.115580561381440994E+01   -0.512446213817548735E+01    0.474765408422579505E+01    0.166611893988637405E-01   -0.149388918077102950E+01    0.268034772826561118E+01    0.905630842608018405E-01
