

    0.107005813184593725E-98    0.553924058280535974E+05    0.125099092217407986E+02    0.759747834052478810E+00    0.181014739982014938E+01    0.652069016727229944E+00    0.899910822206157202E-01    0.538295482034510122E-03   -0.405240878639102675E+01    0.106720635958245893E+02   -0.316919930716440312E+00   -0.192483084064210286E+01    0.183821139133648703E+01    0.280559483300363510E+00
    0.108377185276037488E-98    0.553923763591793831E+05    0.118134209916985160E+02    0.709806004121425804E+00    0.145703063272883848E+01    0.790088576150698496E+00    0.997113406074610409E+00    0.817514548634992024E-05   -0.685562319857053115E+01    0.302743399463162977E+01   -0.268226355300141517E+01   -0.292080409753574877E+01    0.650357341793625254E+00    0.309787485143901975E-01
    0.146086265360154181E-98    0.553917751997655214E+05    0.120286351586859901E+02    0.959373900562115883E-01    0.122601612576529639E+01    0.637434676894671259E+00    0.101686866428542655E+01    0.402381612807227755E-03   -0.572211359146524323E+01    0.940020131739406928E+01    0.120185112220879464E+01   -0.158157656019256931E+01    0.268048734259089905E+01   -0.449427355045514343E+00
    0.164201685492495877E-98    0.553915374034535416E+05    0.128152867940611159E+02    0.164286875462839987E+00    0.208942074422629909E+00    0.528398626781781400E+00    0.660810420952377298E+00    0.256902230093658415E-03   -0.719819164556007962E+01    0.770479222878306746E+01   -0.930472724235954285E+00   -0.871674762751927901E+00    0.110770268531095661E+01    0.260324420968277792E+00
    0.173285393805165547E-98    0.553914257145563242E+05    0.123159054105725652E+02    0.306778551664880050E+00    0.580811871588244877E+00    0.927476274761713237E+00    0.168658202432819426E+00    0.573015815938786007E-03   -0.680803704414053712E+01    0.843034960371195652E+01   -0.314174927205975951E+00    0.552628359168123584E+00    0.347734681792295675E+01   -0.105563435754739854E+01
    0.178979319315419063E-98    0.553913570538479980E+05    0.128095410460849450E+02    0.466813037675315012E+00    0.298667852652424237E+00    0.394041085697000415E+00    0.310872081690421964E+00    0.380730403777007512E-03   -0.672393164964712042E+01    0.539343630967276866E+01   -0.358556631509494572E+00    0.499423659735303005E+00    0.752043640755557519E+00    0.406178390533963984E+00
    0.196948375930192688E-98    0.553911617110906664E+05    0.126600132528972651E+02    0.465141345915649873E+00    0.146158058987272699E+01    0.512280972566479975E+00    0.860429063188317578E+00    0.171901111507575464E-04   -0.708892825726138476E+01    0.775607528561058146E+01   -0.593192001814384362E+00   -0.143991659667975291E+01    0.174029345552418580E+01   -0.175893248645344036E+01
    0.247613884890980587E-98    0.553906998531429272E+05    0.116263848717931673E+02    0.105915083174581404E+01    0.152278121305492076E+01    0.755496595614376432E+00    0.406086555890275980E-01    0.446755997457997831E-03   -0.518606484017575742E+01    0.113569189729251860E+02   -0.211096780724914534E+01   -0.742236779304417116E+00    0.193921438988615291E+01   -0.185586222317494998E+01
    0.251941836736584543E-98    0.553906611978686851E+05    0.117162670597138536E+02    0.304340389924727783E+00    0.823729185078389436E+00    0.749737157059372272E+00    0.136522119458645408E+01    0.598365068147741568E-04   -0.909328035447384764E+01    0.545165165488986769E+01   -0.661315129848211392E+00   -0.170213471043515252E+00    0.316439846076349696E+01   -0.380005563184665718E+00
    0.407127979447405934E-98    0.553896973392135624E+05    0.122980332499191825E+02    0.381522046557135480E-01    0.783269145830850499E-01    0.115758871936649710E+01    0.877238674352186831E+00    0.208490384786510710E-03   -0.932893488226356737E+01    0.951282257265550868E+01   -0.275875926842031483E+01   -0.253013924380778832E+01    0.121874675887405903E+01    0.440938851492162165E+00
