Nested Sampling Global Log-Evidence           :   -0.265255962160466479E+05  +/-    0.257954760177943387E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.265255962160466479E+05 +/-    0.257954760177943387E+00
Local Log-Evidence   -0.265255962160466479E+05 +/-    0.257954760177943387E+00

Dim No.       Mean        Sigma
   1    0.318837545383713028E+01    0.120787450653222876E-01
   2    0.506519897406423891E-02    0.481918717278221123E-02
   3    0.834280271387470157E-01    0.743991839898457408E-01
   4   -0.594185073194300628E+01    0.331054839912217791E+00
   5    0.912649502904098320E+01    0.314842091017564440E+01
   6   -0.166607872308604144E+01    0.138288633202513855E+01
   7   -0.405656628252266138E+01    0.337435204973463820E+01
   8    0.116240967673382212E+01    0.114173304676247533E+00
   9   -0.634191679757087790E+00    0.650664478239297739E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.319183437407855086E+01
   2    0.237962259918008865E-03
   3    0.271533170810131924E-01
   4   -0.563446137369410760E+01
   5    0.862703398582241654E+01
   6   -0.380892756270868338E+01
   7   -0.131380157000797304E+01
   8    0.112330695851485007E+01
   9   -0.732631637864873619E+00

MAP Parameters
Dim No.        Parameter
   1    0.319183437407855086E+01
   2    0.237962259918008865E-03
   3    0.271533170810131924E-01
   4   -0.563446137369410760E+01
   5    0.862703398582241654E+01
   6   -0.380892756270868338E+01
   7   -0.131380157000797304E+01
   8    0.112330695851485007E+01
   9   -0.732631637864873619E+00
