    0.111353478180651022E+01   -0.631362261057592877E+04
    0.100446425078247836E+01   -0.631329782481870825E+04
    0.110867860569439469E+01   -0.631286889450354465E+04
    0.100852548911052620E+01   -0.631264637120889984E+04
    0.110510170459747314E+01   -0.631235509993395499E+04
    0.101060934737359864E+01   -0.631233337154083074E+04
    0.110447278881202493E+01   -0.631226840836787051E+04
    0.110371362400925443E+01   -0.631216522033927049E+04
    0.110329822452561421E+01   -0.631210943350234174E+04
    0.101347980131431470E+01   -0.631192570148726190E+04
    0.101357462882437499E+01   -0.631191269649211517E+04
    0.101399189549304070E+01   -0.631185582181172595E+04
    0.101411062114112860E+01   -0.631183974358715841E+04
    0.101446918873028835E+01   -0.631179146585774288E+04
    0.110065209915337658E+01   -0.631176530974969955E+04
    0.101607631996436876E+01   -0.631158025513701523E+04
    0.101607805235418680E+01   -0.631158003202389864E+04
    0.109903373686772299E+01   -0.631156444949643901E+04
    0.101647710459818663E+01   -0.631152889965963550E+04
    0.101653078448373591E+01   -0.631152206110279894E+04
    0.109846930732061998E+01   -0.631149611593410373E+04
    0.109817814151078252E+01   -0.631146121371939444E+04
    0.109816035600968132E+01   -0.631145908944623170E+04
    0.109792411219429131E+01   -0.631143095680709666E+04
    0.101841079844557258E+01   -0.631128848438091791E+04
    0.101841832066171567E+01   -0.631128757292858336E+04
    0.101852225603559265E+01   -0.631127499812194128E+04
    0.101869521842965782E+01   -0.631125414983803876E+04
    0.101966966260887237E+01   -0.631113851039219207E+04
    0.109514169020620322E+01   -0.631111139027566605E+04
    0.109498685364921000E+01   -0.631109424569750536E+04
    0.109431209827835652E+01   -0.631102031995379912E+04
    0.109377279106913816E+01   -0.631096215612364449E+04
    0.102158136419367018E+01   -0.631092059135939326E+04
    0.102158963349321441E+01   -0.631091967442031910E+04
    0.109334260978378905E+01   -0.631091634949899617E+04
    0.102166883784969298E+01   -0.631091090306503247E+04
    0.102169188779610320E+01   -0.631090835424633224E+04
    0.102171050794638463E+01   -0.631090629651994732E+04
    0.102180332795375284E+01   -0.631089605562868655E+04
    0.109313037472633678E+01   -0.631089394264371003E+04
    0.109306302905719965E+01   -0.631088685916026134E+04
    0.109288837796400706E+01   -0.631086854886787933E+04
    0.102219301915168059E+01   -0.631085336450340674E+04
    0.109261283132264109E+01   -0.631083983598227951E+04
    0.109186464257648308E+01   -0.631076295489808217E+04
    0.109184051416547367E+01   -0.631076050191043760E+04
    0.109155821704389333E+01   -0.631073192492492944E+04
    0.109123160245120232E+01   -0.631069914326803519E+04
    0.109049363862738780E+01   -0.631062618858385667E+04
    0.102439972968501358E+01   -0.631062085637445580E+04
    0.102446428773228071E+01   -0.631061429032055730E+04
    0.109017373514750870E+01   -0.631059504307097177E+04
    0.102466106470347174E+01   -0.631059435922949069E+04
    0.108979882576715403E+01   -0.631055891200411770E+04
    0.108970120826618988E+01   -0.631054956984146520E+04
    0.102519669881891784E+01   -0.631054073627582966E+04
    0.108955075471355567E+01   -0.631053522420437912E+04
    0.102527458261849658E+01   -0.631053301595739595E+04
    0.108946017331585443E+01   -0.631052661835962590E+04
    0.102545142945355794E+01   -0.631051555810901209E+04
    0.108930560458213166E+01   -0.631051198714525890E+04
    0.102551062158114736E+01   -0.631050973723624429E+04
    0.108909901455242131E+01   -0.631049253776404930E+04
    0.102596618783442417E+01   -0.631046531355282605E+04
    0.108866851557902500E+01   -0.631045239864804262E+04
    0.108826190619527918E+01   -0.631041497144434015E+04
    0.102661328314761557E+01   -0.631040335669381420E+04
    0.108808831380192328E+01   -0.631039913622113363E+04
    0.102700823052272261E+01   -0.631036620088524523E+04
    0.102705870788839970E+01   -0.631036148805169341E+04
